,user_embed
61,"0.4124505816693565,-0.12714156712244903,0.46042585714247025,0.36464166895941347,0.4094194071358326,0.15934714215955884,0.6032858341500165,0.7175520712083417,0.34930036347779436,0.30168717286528796,0.11285296564975653,0.12849359316071504,-0.13590756953077082,0.14100492849552437,0.5660674301559231,0.33296379255923314,0.2775497180414701,0.12972017380855194,-0.07086077351377378,0.6027680630845632,0.4128873348916123,0.34692704854029005,0.504541071648013,0.43114355478157046,0.2640622443003694"
62,"0.4077102247837978,0.23295397111684685,0.4938223259763579,0.4999911961911296,0.6963649569797031,0.2695750859232539,0.3087588549967897,0.28990830750227387,0.604906028954976,0.29058513474260017,0.4629659775289079,0.10505755608899855,0.40934552402711905,0.3092960643572848,0.12649987533923823,0.30440818126263924,0.3856353476196896,0.5658335247090402,0.3909017277705903,0.31515992890420486,0.25018506075126545,0.26243246485659155,0.5156908693699093,0.38342353229033477,0.4750219228587004"
63,"0.5212172379857102,0.04079647555696255,0.3480256924017927,0.40601924816642204,0.2895177744971827,0.2947399817249617,0.40314190997328037,0.4020055670387818,0.3839748964630682,0.3486373650579702,0.28056237789769833,0.3010608167924241,0.3724844027942541,0.5900883830509824,0.40112058996106076,0.10445187764055726,0.2602468507379251,0.48127684927633213,0.09728625943247075,0.4764788594685021,0.33869144561967013,0.20339398101232692,0.5896264018761277,0.3120420910707642,0.2366314150110337"
64,"0.249123684217169,0.38004243042109276,0.4973915984807396,0.40621525716318374,0.39883905684171095,0.4467286235152003,0.3238858812331111,0.3821591546415272,0.42143767733863674,0.2659695319109464,0.2724578032274077,0.2652506567808764,0.41659653641406064,0.4986729079924691,0.40841198587624733,0.3546540041883982,0.40056428707609604,0.2751778477274749,0.30703482904271134,0.36298690417311347,0.28195601361018724,0.32662157568852046,0.20987713186750093,0.3571651645094444,0.2545204597065194"
65,"0.5429751179056053,0.3929333440010811,0.4130980088275712,0.18393540656362856,0.22341828891820414,0.39627631244336453,0.4998105204996036,0.41948987164635154,0.18267131744903894,0.4868725698130616,0.2777809448291288,0.2647853318134761,0.332119311983315,0.46762669772371607,0.3270482293699945,0.6349066413406353,0.3426081723000994,0.44712819865316533,0.2563134687647018,0.25973154845487023,0.6051795742345165,0.28829708436627044,0.3004231949970264,0.508445980104238,0.4452991819165005"
66,"0.5433164474953669,0.39556062843710765,0.4123039369265933,0.18528607559976912,0.22195238813331644,0.39827197024732525,0.49479993865275196,0.42194114703324764,0.1834714024833719,0.48911701661062823,0.2823872662170475,0.270915672920382,0.3290848229096294,0.46264043496051976,0.32766114436891997,0.6335094960430435,0.3413397497623147,0.4484034828786973,0.2564579053606081,0.2645827987851069,0.605567915725758,0.2867613095470824,0.3004190082615351,0.507609948987535,0.4427580406888561"
67,"0.18976218506372836,0.28580598449146505,0.4321126423161534,0.35006646883571213,0.38004453418682016,0.29228058446498195,0.5344119408850091,0.45039303866929636,0.5014470580691861,0.3594489923639954,0.3799353227142685,0.29206569538236504,0.3017819513291047,0.20475143504886067,0.4207701964346805,0.11858940214254712,0.3911684669847282,0.23599802896848923,0.031059283454817017,0.2757288893687752,0.42631084564417165,0.5469503357477823,0.14894897572908203,0.07838488602838373,0.5254112545327324"
68,"0.43985893597520415,0.07695561285007993,0.5678099457399308,0.4906227570023187,0.5107853695067585,0.23521649654639962,0.4647156503558834,0.6866612196849053,0.3114638824822767,0.18616914380758126,0.1745857005076723,0.49959090334190465,0.726403160464726,0.5850262630793579,0.6293814126102724,0.2741251128388597,0.5144707104623595,0.26981240861587336,0.13898304643331028,0.4165259392287078,0.11075435603514165,0.18834180145641438,0.6130621021181675,0.6751565012261138,0.24724226801386678"
69,"0.3642832409910562,0.19548705602785618,0.6100340851823205,0.48047399079118863,0.2667471665300979,0.27556984231803683,0.44167345352968485,0.5393683543335889,0.12116603870218895,0.3434401205765814,0.3838111361201585,0.2514101066441335,0.0498579674768866,0.24403302129555185,0.40863948013397583,0.3353872074744718,0.2818907851949798,0.2879877497450152,-0.013439911649381908,0.470833902060885,0.015974772778927452,0.2702834704757182,0.4641082986716268,0.47245202115732854,0.15173515533772827"
70,"0.3130104964298185,0.33628474048342627,0.35352972876227184,0.42269803663665484,0.23710602670395733,0.40999543841524955,0.6527303601754341,0.2786972920874526,0.5112015823115493,0.34898895745013775,0.4644018322917643,0.3442485243397843,0.514904412699027,0.3175813779326336,0.38824830467344246,0.43952676260153656,0.24159744017006995,0.2980887472542871,0.19604673633613745,0.12130769415073049,0.35968589491289776,0.41073032950952604,0.385581076214729,0.5389926851316666,0.6183836317358455"
71,"0.5259172349592909,0.49821376076702084,0.4117463763310958,0.3471111354440842,0.10154038077915419,0.45758155892573865,0.4950860129981808,0.3379944081144051,0.5954716297382565,0.17535990358841244,0.4732982063495174,0.465191722763158,0.5248140490260838,0.38999280025229677,0.2911648668324583,0.4463657217319012,0.5875034403562421,0.6334097704172582,0.4752679127531044,0.35338822020500743,0.125562931988381,0.40099329330034605,0.5243288850647111,0.625663250018211,0.29069446009872985"
72,"0.3023380864548335,0.4371635204564715,0.42387120921443067,0.196404935576241,0.43159598728954074,0.4154140080998641,0.30564129040987276,0.3128223560508597,0.6256536535165546,0.6218678201600232,0.34248774856264635,0.2889812076621528,0.3258919409396839,0.1193161056424588,0.20135243969572292,0.157601278679801,0.4100387653651692,0.5027178806690514,0.13197309362669243,0.5991571591049158,0.4518912901286155,0.13652030053716355,-0.029272007799483038,0.38139993128267097,0.34959738823812353"
73,"0.38467292890737304,0.14954163106319673,0.2904868189945365,0.34050503365142354,0.19762340193213374,0.5666964508017661,0.3204608922674904,0.36387508119666906,0.398137902797076,0.3104042728447374,0.38992219271782325,0.5305344224468478,0.5390034302306753,0.6134100360659238,0.6967207033483229,0.4002091917060208,0.5629677842576013,0.17000660118440888,0.47620553334525967,0.210488793661418,0.3898881067379764,0.29112789842126335,0.13789222240480942,0.38712821649739476,0.025092809270488084"
74,"0.3818997215962468,0.2815754151800972,0.4753830964049849,0.5411016905050201,0.33026913341197345,0.6668992800674954,0.33957422574145885,0.3901444521343657,0.5803996477434304,0.5168631904336367,0.5648151957327164,0.5254260377342584,0.5610892447321558,0.34499350452928274,0.5644418349696412,0.41399259582744546,0.3467633477051818,0.6100576149299919,0.8307141009650088,0.11053836358850223,0.3424046214200478,0.22039576959944499,0.3207570452204898,0.4621839525549702,0.3810483503664588"
75,"0.3070652898279525,0.23074217153224158,0.38101826516738146,0.43117309999342557,0.26268808802807947,0.5345914568528861,0.27273713275163397,0.3081673490817316,0.46583864768466854,0.40925939308192133,0.4539704507198601,0.4174347177608808,0.4522253945020645,0.2752436525601201,0.450841221094452,0.3293346013709948,0.2802602072034178,0.48497705058270896,0.6648501393303383,0.08975148949930307,0.275261811151131,0.17525067337177863,0.25630281388110343,0.36657095096250975,0.30854047246242583"
76,"0.16815010444056663,0.36837951763691484,0.3590175450022623,0.20687001281562775,0.24133652740951875,0.6455448794982873,0.32119292441779357,0.3239657974598944,0.2332345285932439,0.557058998729295,0.6776622995245802,0.4343083594768493,0.28346390416474365,0.42882597008399603,0.30352725746673975,0.3926620540906323,0.3295218670198724,0.5690860823324077,0.37456621078368385,0.3718544123857899,0.4048817470421233,0.5666786508723333,0.21611835716405242,0.2660749390454752,0.36680603979593246"
77,"0.3783667664310933,0.5005087501370874,0.2738874107233776,0.6442613151456195,0.48979597124281804,0.286849480871559,0.3981822837136527,0.45375569099360463,0.35749809212643063,0.38297954167981063,0.44886417641592996,0.374696494068684,0.3837294776854081,0.39995560138346486,0.45285884151593736,0.4447151898262743,0.6227426758326344,0.525243778383399,0.5366792471229446,0.40673960451401076,0.6406655807708149,0.4172680219896617,0.3857622530019116,0.5629072817548749,0.5617033190787238"
78,"0.5369827747986133,0.408527967785638,0.6230860495225289,0.4623487378687899,0.4694644443115801,0.479685308167328,0.46552823240763475,0.8433494274563466,0.11356217030681796,0.33960467921899135,0.6237316024984977,0.45747488115310403,0.14290545631790186,0.8254004827140886,0.12052715738199081,0.13759669147753495,0.08210743833236683,0.4020399568878598,0.2126207760418907,0.3653935279021181,0.22882918270545305,0.2125566753179313,0.09593920917648488,0.6033711535952104,0.5241064320003838"
79,"0.33467397926994674,0.7673860571387553,-0.07545396311401832,0.44231529756068927,0.3529249888533988,0.4647978391278292,0.23972250908850748,0.18169973870754347,0.2521530209959102,-0.1894059439251162,-0.023328168764693288,-0.04787592276284652,0.4261729932094957,0.5066140041574032,0.18974035569015132,0.425049001647365,0.22172663885995586,-0.10296346426191079,0.8281927118176302,-0.1769567460915906,0.675555455276364,0.8061505063606386,0.16912524181282962,0.189070782339414,0.11776728040881157"
80,"0.3567561076550256,0.6219325566731909,0.223095168688769,0.4815957440449754,0.6043937934344267,0.2147932826086222,0.20891555263851538,0.7148244159885702,-0.0010868223149556014,0.4052635029884506,0.39945585530383304,0.36749947452428433,0.7376669484172991,0.39552345594821975,0.05414724264283351,0.17815007682024847,0.7081592981820463,0.06338982005379452,0.1993866614164403,0.15687262586509274,0.38708253790413405,0.24654124320902573,0.23264898803275202,-0.03136889497905702,0.4331073513465332"
81,"0.44690604078360546,0.5292429732246717,0.4425187705457227,0.50916832188909,0.12186649310998282,0.41168033870467213,0.4797417449521858,0.3587626016669724,0.26192075955063143,0.3649351450280803,0.21479849857705988,0.2241358830611094,0.24601647049261355,0.4606322119376377,0.5383322081949186,0.41308761743070416,0.6684272672951074,0.3722637883191708,0.38268993433010157,0.5495800229534221,0.31592437304932325,0.4918364193496161,0.6733507699905832,0.6257388710346578,0.5099488222660162"
82,"0.3500671563789452,0.5054638209881679,0.37897176144566846,0.2361653826014081,0.6022028117227931,0.3297103489143644,0.2598930245963115,0.3040025372812907,0.37471339303943446,0.441956356559013,0.5713528182186396,0.3189084640135392,0.40799560214547725,0.32562172737697,0.14576028305205294,0.5217703850023795,0.21946037526833137,0.44796066046189614,0.5213320891138797,0.5844514691866515,0.3845139565398825,0.4553633288495703,0.4806828368263091,0.540568988869074,0.3355846256912198"
83,"0.3499907701726131,0.5284851123482576,0.5158922408059675,0.5645911375129423,0.44504117750997635,0.40345146639714696,0.255238962759765,0.4424134644299123,0.5276338424283197,0.38034932017545764,0.19789090886971208,0.3512500269449204,0.37993347887098594,0.4095079274733712,0.4140046296902886,0.3013721461111916,0.2229111608880955,0.4087980587124391,0.36510029073924616,0.5052780121909636,0.4283853803922695,0.31147361338039237,0.5411127144092205,0.4315946817833457,0.3355618919460524"
84,"0.27772001876187113,0.46549930293189284,0.5469408209236237,0.19972588318961082,0.5273842973085766,0.37641914475556226,0.6430260062155426,0.616260510059398,0.45338300729187075,0.3872155236761684,0.09680522776034554,0.4093823231593057,0.23985143616666288,0.5109908698501775,0.2078816287024483,0.3225408011643457,0.32225692128660516,0.4357643764958633,0.35855159644800755,0.25853699619476667,0.6376056575228046,0.3331942358741527,0.5022183100523587,0.5561116354253358,0.32293683374387916"
85,"0.26345833123106693,0.8070307200518544,0.33616607671368737,0.6049595562000771,0.14527305939134755,0.4172899110170964,0.4015721192532709,0.5348930771902979,0.02412728211305953,0.4531136558518692,0.5777620366369562,0.5331800763959933,0.42869428847668717,0.4758711567164873,0.20746254897433747,0.47742983994480215,0.3974193705380734,0.5113840540123507,0.4262579979494015,0.246331845176787,0.1892241338283692,0.5615723426816034,0.3111876006429731,0.2656535017601536,0.4035864019774572"
86,"0.44391019126595965,0.3662010929730128,0.4168141986405868,0.18955410954662663,0.154642901171353,0.24485835503375572,0.5350934335757921,0.13868000317869902,0.5318136739356274,0.5562158593711798,0.24124673587869364,0.2955657231798805,0.420805024109299,0.3096959755822756,0.17926138830798427,0.31730673793389563,0.6470387572190003,0.4928957370807813,0.2536345052409877,0.4637084310113964,0.40417864215613303,0.3143422288712858,0.6348606766913,0.2812499129912747,0.4805169934565337"
87,"0.38476007594982786,0.15899004214289064,0.5599448490479533,0.3266924174006616,0.15114202410393549,0.2945571424079609,0.3630227035410464,0.39922683390974545,0.32327439121592466,0.7324351453579622,0.6237829559854129,0.5988333539574046,0.13619397228119082,0.2510215769706224,0.340128908525256,0.33752988076819096,0.5952970737744775,0.5531053820107512,0.06593262517355468,0.4939984833411895,0.2696869663529838,0.22045670978007395,0.47163992904872576,0.02754071600037411,0.5967864439623385"
88,"0.35626164784896086,0.24214318752634278,0.33968278619583925,0.3282268896902471,0.6365226107205063,0.34904385070378285,0.4277840911938492,0.19461943941875287,0.5098031984449218,0.41003781985098237,0.2849206309111506,0.39075296798413306,0.2979620284148426,0.3461252083718873,0.30435070236080725,0.49908154224557316,0.03735236193255537,0.16527678155370443,0.5601717896367945,0.34587519666993105,0.30096351255855314,0.4692808985501888,0.5812172602919937,0.5079172413243669,0.6545972093882892"
89,"0.3256758498555801,0.42061166320313914,0.49857570439484167,0.04693947412139423,0.2430526196188571,0.19753222299355727,0.2874289733262135,0.26733584122603155,0.4062174453120635,0.45557719751647274,0.2587647076383949,0.49732387263115024,0.42865995813628543,0.46489594051033367,0.26340543420290435,0.4864382405995608,0.13928952007665932,0.5872894972741833,0.5637606916849762,0.30743365967887465,0.4635414024924727,0.5057210442570708,0.2618506475448907,0.49744184316329937,0.4979930679671533"
90,"0.6447437700151657,0.3688158234459593,0.5501321945243502,0.46493027930613423,0.3460484925530629,0.3615523537548819,0.31363173016322404,0.3988657318581194,0.24699118777322038,0.5539394502075203,0.7251021703135878,0.15734681975485956,0.49480927204388864,0.5278344916487799,0.5764440062030519,0.4635368838931787,0.3545902348953713,0.3875719125244268,0.28336352936295806,0.4037343790732064,0.581700429627678,0.6403441000445819,0.3934272479007971,0.5326747456490133,0.38173604657434757"
91,"0.08372690710573295,0.3811614329024877,0.49530826290889435,0.1870715066327983,0.39836186060160517,0.3760373382677215,0.6753662356293783,0.07091775300969362,0.6321994070951239,0.5779403892488667,0.26635549101325895,0.4371741412715609,0.49792888783742845,0.441767762216243,0.36855910949191006,0.5333626300757632,0.46297351906539336,0.1953890023301293,0.5063910408099912,0.21797771102677052,0.5285390679980918,0.41816625147645864,0.6611100376268398,0.5912676892328718,0.3737252121734995"
92,"0.4115041848865014,0.11641788137881245,0.5380553948552276,0.32464583935397895,0.4085165360191791,0.1131070228945312,0.5566187620631345,0.6475138530098143,0.3722661383724836,0.30118427913851165,0.16069919331781396,0.1252508620313676,-0.07243980510132779,0.17962661290362308,0.561186968418487,0.3360426366679817,0.23354769206541695,0.17936025359540123,0.0800174056895094,0.5975251088708766,0.4071852308282122,0.4586577812183461,0.4618228867260023,0.5648216338938918,0.210763715463392"
93,"0.3057011263455836,0.411677052898667,0.254182701071154,0.3711917363287208,0.5484870168503242,0.1075844603698835,0.6179980579580319,0.8054560482607808,0.11562013266573483,0.38552766790624476,0.30854237072650004,0.25778012763681035,0.15170878332451632,0.5249289307770607,0.44479405282286816,0.6439867724403381,0.2734738476307357,0.2765724338168605,0.4624378200771301,0.4119601167121498,0.5094182697758524,0.5312843891888968,0.6803782702492539,0.5631555802655555,0.18652968740842815"
94,"0.5454338819438703,0.041121670154382145,0.5961201763121997,0.273849559030174,0.38566295640993703,0.37851240236310435,0.46555143425318285,0.20888294488015952,0.47728307333375514,0.6138107451742156,0.44499479590935204,0.49307043157025965,0.20882517035553452,0.23227461817653416,0.41362783351461063,0.3848468780846649,0.5595663313790363,0.41574212017703605,0.2665444488102615,0.45955129917635573,0.28723562860338075,0.2508790540818246,0.4109022423892251,0.11071074786504544,0.5585082355489551"
95,"0.484787839472816,0.3816415753435679,0.2495177071441085,0.2511620788543929,0.4048669604718688,0.3319631656774908,0.2804393533969651,0.2244711297622169,0.36063045737741833,0.2549292905985536,0.297051442074736,0.5481995991171583,0.4103360534909985,0.39919415368891625,0.32232604998585945,0.4656222658636027,0.2165576357798239,0.4187287581964509,0.20762197392853096,0.3474672588335418,0.48553815880127976,0.4026939263270908,0.4444131304198762,0.40650215909664883,0.36230274907394516"
96,"0.11088895082925608,0.3688633926524426,0.40029718160057504,0.41477298670138135,0.3339808816322646,0.8342663544788811,0.41710609508790986,0.39165773361733175,0.4453106351717039,0.6307009758774733,0.264108939248118,0.41968870741288683,0.3602646426678621,0.497974983431349,0.6666791460381812,0.3080900037954683,0.11056491285170476,0.6940794507163888,0.3699585125983113,0.4805165108446421,0.20727394959052328,0.577487982327882,0.8093962424250901,0.242258983650303,0.3054763274720715"
97,"0.3553110405097175,0.4496324150918813,0.47654667461324146,0.3343095248515971,0.20880589400217336,0.44459026911590965,0.3614129639292315,0.2596821843574715,0.45454184524581337,0.6224739270250638,0.3503556341848406,0.5072029542182277,0.14887822827417757,0.37555288568826917,0.293385831774369,0.3897409947420019,0.4489227460816004,0.4382818582262279,0.4547337370451023,0.3685560361403554,0.35595983384408536,0.3802516644702417,0.25953684871013194,0.3528265834972571,0.4448092845305439"
98,"0.3596397633319454,0.45322424985623694,0.47303901539120957,0.33644189833044064,0.21888768047667928,0.44892863591358495,0.36867237063340247,0.26453936541203005,0.4573546514603516,0.6168921994035464,0.3485938277480207,0.49919964606611916,0.15734136785912345,0.38047736643554625,0.2954510027788227,0.38939211485708125,0.4496262762663174,0.4281585289946692,0.4608970414546254,0.36070273742657477,0.3571622115018711,0.38391926213267363,0.2620975165154772,0.3579977258194972,0.4429391782723814"
99,"0.4311220582020269,0.18969117677336894,0.5559930623656416,0.39952229221614716,0.8218097454139647,0.18096099550430303,0.266153345074375,0.37716605721754776,0.6050125213645303,0.15085997741915866,0.8780879023898195,0.6537255856462411,0.5270060941683041,0.12852763396487746,0.07412825491092025,0.24956655133110658,0.05227909651272152,0.3425585880228727,0.08812570923490962,0.2729369559650396,0.24104354720918206,0.22043808775847376,0.32161185776159856,0.09772444598218673,0.19169337679790355"
100,"0.25620517590621084,0.4408495086088186,0.2815379560762798,0.27180706715943614,0.7561775597726248,0.5380123994098298,0.4362245742712741,0.40020682858798495,0.7305130314365476,0.46687979148411396,0.6173551146842438,0.2850989730211797,0.17065628365009997,0.2514976909983387,0.4864410988056351,0.35891070097845884,0.41485787881287073,0.26642723092822557,0.6047018742655359,0.20215394402591688,0.5205019509132054,0.3520661375880386,0.10654578519152441,0.6478726842552477,0.46657862330398464"
101,"0.2836800601124693,0.2644067846022424,0.31062545681889403,0.1994418300125806,0.34409763232683904,0.6578165493799233,0.4729547718546157,0.34834365044893406,0.23947486786538716,0.6161266003518907,0.5516552452371912,0.5965422290988933,0.14730002625831623,0.09658163008637348,0.575452277026671,0.48734746970796333,0.227911193002482,0.47399920939148144,0.2462764355020526,0.5816305335943118,0.49406467688557537,0.5829524752750898,0.44884312277786076,0.37175654425303206,0.7149743511865242"
102,"0.3244457943740466,0.22602731028339626,0.2692452184505011,0.5160926562523959,0.24630295056575763,0.2237525382750499,0.09486082696519858,0.28466723207476463,0.29309814493508074,0.5647294598142667,0.592489269329934,0.2632466384920354,0.5206731646622736,0.3794816412027903,0.5132436468561005,0.6227390194962485,0.2571249395368965,0.43551993878096823,0.4900456811124485,0.22091675585761017,0.468142981661617,0.36413792162565095,0.6087048257894239,0.10635600585927625,0.352415589965242"
103,"0.3341693714713995,0.18702514770786033,0.3362809978025577,0.48337258431564,0.46730417992165263,0.3848816298208207,0.48124220629374076,0.5854953264615795,0.24641178225761948,0.15660883325834654,0.4095700907673614,0.3960766443525573,0.49034807450681933,0.23927647010799966,0.5234608174029508,0.20053829237348925,0.3966104823622673,0.2888188124884367,0.2350896064739563,0.49892918867838043,0.12068790039429533,0.2554707828446868,0.5291082542279951,0.26639726084707593,0.3047428778192294"
104,"0.4728264977596705,0.42996118886194196,0.2153804936792402,0.526543726948138,0.2137611903755133,0.5766491836454306,0.3660017161887001,0.19872850408930381,0.2914621849870076,0.5256118759464076,0.39445056811882095,0.22939359494015546,0.4879552531318154,0.4066263724493182,0.42879492896127014,0.3754927745511832,0.3437660541712854,0.12292500493082452,0.6011587729133909,0.5606097625404441,0.3307691607236698,0.37604342026626775,0.5831184671755387,0.489353066112622,0.44914014120979096"
105,"0.30709189109265883,0.5437505689640901,0.383065220630283,0.22237364345351307,0.5544133120709631,0.26185280549027873,0.3363941616929192,0.27934681295385905,0.42781819023766005,0.34511539067049307,0.529415327742793,0.38966001336164235,0.4487234286403601,0.38308904906529195,0.21300692057251883,0.4923995570145366,0.23343790760819094,0.44876356300023706,0.5436637397472179,0.62796472685063,0.3105785295591883,0.39183433643858145,0.41270907109711885,0.6171257346817262,0.41032904131585807"
106,"0.23461105343058192,0.587578478603153,0.7488415103681878,0.8063749532398155,0.8698544666428052,0.39614518975892976,0.39241075957992766,0.29318221161012936,0.17582575502517012,0.5170635597242833,0.5192748048968885,0.26305602778468257,0.27363867222644045,0.3422651246603516,0.49459222695828653,0.2710191514033574,0.2943653615766749,0.34058842032199016,0.45969272069934397,0.6132373450915557,0.49805335336977796,0.5468498261030803,0.3994028617710867,0.21790788447617462,0.4423596015504285"
107,"0.4154086844676001,0.4229769608069319,0.16348733051073644,0.35849966660468197,0.4055762778495122,0.40687790351205977,0.4020879804055005,0.27767886833368866,0.3022357122281269,0.2394611922918548,0.25687345554778035,0.4859972107240852,0.3833551837443698,0.3562246892388733,0.4074068102658648,0.44692175093240666,0.21593776730624908,0.3260502576747917,0.29997305808530583,0.371037738081813,0.47156509159521526,0.3173519385544279,0.4248381171784053,0.4407392315558854,0.39246521339035106"
108,"0.507873289920946,0.25417595897150363,0.4416508525038861,0.22547477233719734,0.3531356068716581,0.38594169625251534,0.5889184603576763,0.2498299565767756,0.5426124071589711,0.2233625493626223,0.36479444929036725,0.4120744534573399,0.2054565039160461,0.5114227662887904,0.43621540039270046,0.47584542029780913,0.4186716622429252,0.380808519644434,0.5316324109282669,0.4061264396894863,0.11309651477943407,0.26034325969927863,0.5573370846744092,0.35557511068953057,0.2923687309691087"
109,"0.35448911118207277,0.5681999409958695,0.25228771604359257,0.4965398674074513,0.3766043319419215,0.32716798598320984,0.30038296868913505,0.3110982732938012,0.30041120694380724,0.235246162658938,0.23875423275666213,0.129604488041875,0.21731605561105785,0.5668051199323895,0.5449271257855702,0.6011446261209938,0.46345951094735005,0.4993971802125735,0.3103942708203476,0.48809963497478187,0.27163539166922956,0.3561184844606466,0.36647175075193744,0.37134746753971515,0.5268909403244935"
110,"0.32473436974170766,0.36333044647589374,0.4201114455573283,0.40589602749014575,0.4691990947094974,0.3553867257271124,0.42250333434522114,0.23329939776809566,0.6346774097371514,0.3796114025482543,0.36505878924399016,0.3395432425205642,0.39680216218508363,0.3932792384139597,0.4008327206837281,0.35799011394302466,0.15517089824095862,0.2915368723773914,0.5867494720287104,0.44862196332427834,0.3045380647568515,0.3296188526908974,0.4378946614964999,0.5074544988966013,0.5095899751183832"
111,"0.2604493405559455,0.2641273322589638,0.6163421350917014,0.5111157194607278,0.2571667938587208,0.3494751640977457,0.4572150436648861,0.40315267586959636,0.33245603771774035,0.6467190631355618,0.31948512633215026,0.4487493116126035,0.33855049874334925,0.31656809722434986,0.2751974173949959,0.5530489737414074,0.5745006053045618,0.3000862688980652,0.23605625533612948,0.5299659009285113,0.5419879230121489,0.5638069756439753,0.19165665708316032,0.4347681890552006,0.39680365766751047"
112,"0.061361466203993534,0.1360256649979278,0.5430262621934576,0.3653526549723343,0.09234293368106376,0.4937444162079102,0.16983272220257717,0.5862702589005666,0.32306017043873725,0.6021870192036328,0.46451101016534263,0.24748744203041423,0.1896849663207011,0.4300906632020873,0.36048601769033345,0.4555060959075733,0.5021235075414343,0.38816193568797,0.47179574451447,0.49530758830635346,0.3258496507363393,0.4812177694649353,0.3990891230362173,0.2820131233865706,0.4057738040522765"
113,"0.5580738085713353,0.35113888280662364,0.5017398183010887,0.4705835374863304,0.6010180773634619,0.4738965948463273,0.6458563775530294,0.5725635783559778,0.53399167406209,0.5028676665781772,0.57532810406072,0.2610280800676241,0.5332474280416081,0.44577036586173313,0.47681810562387883,0.3069158397348276,0.6164568757118569,0.1500812845799226,0.4557311670639258,0.24498576882288803,0.2937620442048324,0.4765260565993803,0.5702445997821185,0.33814191819834327,0.557707852393896"
114,"0.16061148989480248,0.31394615231766926,0.09859051893387577,0.33387091141932057,0.36859223730222684,0.29641323087398924,0.35691256980693914,0.45058344904284015,0.6170414487248225,0.4345255169190824,0.4055562524172194,0.39918271006104156,0.4399423355102618,0.21911383430836762,0.5416761919542197,0.18752803641187543,0.5672727674027453,0.5789050527856808,0.5501883948170848,0.38353263342862187,0.4005283246858063,0.3409495931331432,0.19136259088123492,0.12352508422872295,0.5399581660076775"
115,"0.3385131864951947,0.490609037307437,0.6076069047744156,0.45366481125037,0.30181299318258287,0.28366435134499496,0.5498995729453642,0.23515226170893894,0.2671376596964479,0.359853197759155,0.23125349093696432,0.2073217033491157,0.3131838073091904,0.4513108668675131,0.5242798815831266,0.2007051477181571,0.25412903688171534,0.1632053403829455,0.31151698428719676,0.362991727300355,0.4886203157458155,0.5404421673023392,0.4050628074769913,0.23733825392515662,0.28211588649225605"
116,"0.42882197513616954,0.18024389238771082,0.05762982653682281,0.3548294955090127,0.4052213299723881,0.1912457977610301,0.5628468080889022,0.2066794232263777,0.4585590260491104,0.21006070467104818,0.4055517209157814,0.38376171350588195,0.3608626100435745,0.565122875623042,0.5255305504859668,0.33634166253107833,0.4248081947780626,0.4533265123884406,0.5853674650467754,0.3239166811912688,0.4965706684868791,0.311688248421751,0.15537574815552224,0.5378197449158612,0.4338581405872054"
117,"0.553670157243745,0.4505885558045685,0.07211636922899253,0.47906648346977937,0.5434420208271774,0.2982827736952741,0.25974436145880075,0.429046910263781,0.441579847097377,0.35663375812884973,0.15303840157603502,0.4986575365410032,0.45796546376287106,0.31914906698000617,0.3399997495009839,0.2712636800788153,0.4253981103403656,0.27533731268757256,0.41177876126081026,0.3382341392420808,0.39882918111543414,0.3378627428314322,0.5626180894909197,0.44319304203431314,0.43356108358451884"
118,"0.5499744306592809,0.4532023362294546,0.07142611614605683,0.4828242389851139,0.5401660936887206,0.29794621281170197,0.264536897363726,0.4302441205227894,0.44334752062716176,0.3608541812988482,0.152525621863745,0.4922661427746486,0.4598375194059339,0.3178331552418484,0.3415145644840042,0.269762080632201,0.4238501970835448,0.27150177173926426,0.41172157264401016,0.34115143491482663,0.39557557846276814,0.3328363943393947,0.5654457410154504,0.44646696570670785,0.4341814547193413"
119,"0.2152524253876284,0.3895922867583237,0.3163571785404539,0.19552475074923317,0.36548940701493016,0.1549180771540621,0.4275537049340187,0.5257331661645857,0.2844896623087029,0.5304888923124446,0.2535406344260881,0.19364491193854277,0.5434466034635059,0.47420180072777834,0.4756231498649846,0.5476845537851629,0.4557969055007903,0.4036069658332839,0.4242586131842906,0.34968060008806134,0.2410606365965017,0.4649529380281216,0.38434224650740306,0.4993209912333786,0.4266434463106639"
120,"0.2105851522584904,-0.0174564009448631,0.2358010161045234,0.1517708239270787,0.5217623562787534,0.34831415462661053,-0.10011070876153175,0.3234857382649653,0.6757953574708145,0.22501541681843934,0.2355742215917208,0.2861160619330108,0.2654599435578228,0.4604584270195841,0.16957321693252123,0.4854688893837918,0.010228163257167069,0.5194368590593911,0.31186639938047006,0.30123794970074264,0.3610294619250118,0.3429604625380521,0.5187401165466865,0.3089531536803652,0.5545258516309083"
121,"0.46304009426248094,0.5879896469936976,0.4592643747673656,0.44041094700072514,0.4511196369933736,0.5378683473258602,0.45463605027788545,0.523912455706001,0.31408512404497724,0.48930586831000483,0.3958266071071435,0.5007527599114122,0.45584724905863405,0.5212470212254022,0.375773614637691,0.26663401424431515,0.3430292438478506,0.20228784367862013,0.5624086184792816,0.41529726888173923,0.3120524940057656,0.44523754440317415,0.6495388232753009,0.32540888396725093,0.37804541596160374"
