,item_embed
76,"0.22201009228844204,0.49064449768011276,0.27315373199879955,0.7343620593642884,0.9649415747791661,0.02248239762830362,0.6267100588163125,0.20794788375202078,0.48538205374977905,0.5167308747066285,0.016455013135623475,0.4057334131648138,0.7618903437776005,0.6654383578335226,0.4649478820526055,0.6604440499391081,0.049562395560569295,0.9073231332540506,0.026449033177042947,0.22029023086861665"
77,"0.4040374869759537,0.32693470847372735,0.1786805148977378,0.5982913036356501,0.8075255225462573,0.6173442797020603,0.3483883570926721,0.6052732687457172,0.5029934983058562,0.41089147741371906,0.49132189480755056,0.49356659935679453,0.5214902522278113,0.3090078026353186,0.6811880252789209,0.32113423225031906,0.5782752254979165,0.25883108964446755,0.7393324817783904,0.4993224115268052"
78,"0.0595928357320068,0.03575491716260104,0.6843395494796336,0.9932306046649335,0.9134185300541074,0.5534407389391285,0.3495528766650895,0.9580247733300151,0.42158196143358617,0.7768051158040972,0.18260993185381447,0.07653552068987146,0.5203752827941172,0.5621785107117865,0.5825541602458375,0.5677768242187564,0.07750647858972404,0.6723285150475236,0.43316919910467633,0.9374618445980701"
79,"0.16212660086320393,0.40205224276457785,-0.14849523410148122,-0.25176755492991976,0.514652126485894,-0.09852663514047566,0.1866072377866172,0.41024590031637115,0.17895456281190894,0.3208424686781968,0.3886358954055404,0.5606136093942498,0.4295731961915343,0.22213536963469088,0.5024411859845921,0.11934551868126189,0.11061549916413421,0.24578800228796663,0.3973664011634892,0.30210904823646473"
80,"0.7482281346969695,0.40578511982723553,0.9531570839531381,0.5576314025132657,0.43751564674968235,0.5388974462123776,0.65936611469347,0.7324840830184025,0.8539981374883975,0.32350476680372175,0.28527125555382127,0.7809066523761471,0.6836613409071542,0.644860186883439,0.12232136842327046,0.15764113021897397,0.25286860108243525,0.7116755288024013,0.7561432494473361,0.7987372178045354"
81,"0.4284889997165277,0.5704109028188333,0.1647186867314515,0.5944452875891871,0.5022368956881541,0.5030417409708889,0.5577270578990023,0.22413576713695596,0.5494589903308269,0.22934207430343356,0.4957109851277026,0.4382853987436012,0.5560450505827446,0.29015144883072647,0.4374071879945199,0.5149303729823999,0.20279289022078487,0.30350904853054156,0.35950065579892204,0.574109751385102"
82,"0.2558768455474191,0.4163360463723297,0.5724816279071921,0.474814373901709,0.46364929267858057,0.5829447846322694,0.4974891880937994,0.49665555398341593,0.4737582477649239,0.566688508392868,0.5256089526553326,0.24627765031382454,0.3323766447544698,0.35436054626008817,0.41975352592590115,0.4223365449532372,0.42317954010367487,0.5444970952052034,0.5254831283104692,0.3157887713218905"
83,"0.510410051207728,0.8944390543565052,0.5682278351700134,0.29650215291829296,0.30144320777776634,0.2719188896704662,0.7136561719433496,0.43120804736911555,0.5791908314292445,0.03229643657909087,0.6028305061103152,0.9929537685445723,0.047564244272889966,0.7190709154457792,0.12211224585942437,0.18676763689284914,0.24651668605394927,0.5393486137975986,0.16020617052135278,0.6409525473257098"
84,"0.22789635564659472,0.6349165404979007,0.45253359527411985,0.6008520722733514,0.16265391585536249,0.964756376544175,0.5373845174382822,0.4067245437535205,0.3856238794263037,0.7982462743295546,0.09030294341960221,0.3648250448042465,0.50424783844477,0.07193458026137745,0.7538367540138132,0.10436115577229577,0.3336868252529761,0.6881946716736398,0.1588631671586832,0.7572964415989265"
85,"0.25399747659642835,0.2554478595385259,0.4333830298289757,0.9813360955089115,0.0951549633744313,0.16287547877072583,0.10395350442058504,0.3778775703591922,0.7055390259045571,0.6161795403978122,0.5114771038133705,0.5979369682443535,0.5400625657821873,0.1352438808306743,0.1430254967811052,0.08091415116613632,0.3830099729581935,0.6464199100118446,0.7549851659445634,0.11897033043843985"
86,"0.5220436169256325,0.3171802192049358,0.0685013974094113,0.38823186420360567,0.936964753426147,0.06435476292208064,0.6435647217024993,0.04846755399064251,0.0713792386039368,0.27414209347785923,0.20430415937708557,0.9049141591371137,0.03610970430090776,0.7904670629109143,0.9319079684191863,0.483433467803948,0.36689528114069025,0.7309101007044091,0.07268705676605869,0.9824702611346161"
87,"0.28857445985114616,0.2781661504567029,0.2924249437699137,0.9344010507800081,0.9080903257813502,0.3787462226838053,0.7644716302119274,0.6914300149353124,0.2704922885265645,0.6670203320547621,0.7396711712339444,0.4165466791837432,0.7751311015168573,0.03517691819493696,0.1606253790453207,0.5708022358649089,0.6090073433049716,0.7727042522999928,0.6958825876573068,0.13081326921187075"
88,"0.185174594074393,0.19934379645894135,0.09782530680965208,0.15532090653787395,0.21961327559612615,0.11882647139338401,0.1730883527159315,0.22611698631338212,0.2694937565619611,0.18031046303175943,0.20316427427039147,0.19990494061603606,0.2959540462258281,0.17147772261354746,0.2635586245850873,0.2738615808723059,0.18885188753881854,0.19800553084164052,0.24489604506570303,0.2678081571017778"
89,"0.16092932407416236,0.7125415934898044,0.015201582367098988,-0.18877904036661255,0.7779981518690066,0.36874932994551507,0.048066417114783516,0.727066741767712,0.33900740990911504,0.4450486567632216,0.4732274565964655,0.6019027828799454,0.5721315941173354,0.6378164136423231,0.6979586183609492,0.28402298866292625,0.20851056702985185,0.3660774490307654,0.4153918300207592,0.5558189689585187"
90,"0.5468513546959041,0.5459015134300677,0.48951888011491124,0.5988460956470987,0.68218870141018,0.37527877565270346,0.5682377758691931,0.6333173667784757,0.45245666808642065,0.4545772444167137,0.4758297798906938,0.3152383471933866,0.40109065172342967,0.3041547154476244,0.5246811864390398,0.5862136058601217,0.45480920189704194,0.7563677369440154,0.3802523554722862,0.5117953063552025"
91,"0.30504294560148315,0.31795041281861036,0.4922049585486662,0.19120358192356085,0.6393093696049345,0.3513312570251428,0.2946947224401293,0.32507640594912446,0.4384649185585462,0.42820368730976044,0.3523930154124453,0.37884513673381065,0.41108534099342037,0.37548454233163653,0.3649044266730121,0.21941782195414095,0.4467922372956551,0.33273639010125866,0.302083765420648,0.34765536153189774"
92,"0.13716011912717188,0.23759725695347522,-0.03437674124763846,0.18137705998377607,0.3202438243361905,0.09635434006015159,-0.036813219426196746,0.3129215126019972,-0.04812900881030588,0.02627245627186855,0.5100872224759263,0.19953685120512146,0.08386940534660361,0.05647919866379758,0.3888389046233429,0.42630505971993216,0.47451010936634636,-0.030509090574528504,-0.036062766578335084,0.3032638371718379"
93,"0.40634012002697645,0.25152641885625837,0.12986052915192414,0.3967472187329728,0.29603833921631534,0.2983527889999896,0.4556231967617459,0.4705831782204633,0.5337131788258992,0.27929147829617723,0.38446032230877125,0.3955256431536881,0.5955578109888964,0.27739512849618303,0.5014464918211506,0.6587491689166077,0.3367696024649907,0.3553914066536728,0.50537137070399,0.6019467899355294"
94,"0.6802964363937566,0.37166508502853224,0.9822079338299023,0.15058393185156116,0.37937633582050345,0.49829213427953,0.9260023797048109,0.8550145682922278,0.3935265748521989,0.09251139293829636,0.803286330084353,0.23273607747964498,0.1636466563796133,0.6443975312561019,0.7678775841146285,0.748483390212801,0.3731760765486307,0.8604733213332225,0.6661269551635579,0.36448846697684356"
95,"0.47092103265640783,0.406056642510672,0.15940262823072637,0.655303871415093,0.6391310627293396,0.005057244924629556,0.49610399089274815,0.356321074153797,0.9901879878540509,0.8955376845933973,0.26493272135256796,0.30705187716536464,0.13058429544319394,0.8528240394919112,0.766531438613436,0.9740553812612676,0.05599068149296971,0.6885711227180361,0.8453808619229203,0.9512765860015259"
96,"0.030017424225751044,0.3722973198056678,0.8502897416753921,0.5654197319636134,0.8286824679557869,0.16105834546590703,0.28205956942582167,0.5631495317836283,0.04626894790722946,0.19925617340506918,0.49628418325258017,0.43519799994426867,0.5425478404005597,0.4567204964578879,0.1643020963730364,0.4991566540158413,0.33959329450278253,0.42141154465081465,0.902109030947729,0.7889482314929952"
97,"0.5216918038659945,0.16288202257300036,0.5565095017139302,0.8330445205554451,0.3293863356785365,0.47032383490368024,0.50673181280503,0.42475510480884543,0.7353389780598838,0.37601185044779767,0.3640608226873601,0.301536628500412,0.7283464070584049,0.5415053223656269,0.5444159318891746,0.92818598314612,0.510990730494238,0.4455853863545257,0.49865061660136,0.7303830848662269"
98,"0.5114127652345516,0.5613672794567766,0.5506785450962011,0.5167011262729669,0.41586695858049993,0.04012431791349739,0.13429988991538264,0.8674131498238845,0.3843518748497215,0.47682029145022903,0.402050442777786,0.570532959757677,0.3356775354747992,0.6608270598790073,0.2893584780690293,0.5054376698775489,0.5795883395326412,0.6142405176394674,0.30025126330656055,0.4107718930768756"
99,"0.3976599846050982,0.15045590017775712,0.41753098329860117,0.23799185647374993,0.4396119057055422,0.5337010692091024,0.2838591970588267,0.5482735365702871,0.29340383673146414,0.2254669234493447,0.5187526169453307,0.4238061797067492,0.2515808535250771,0.35680700496028517,0.2768554959034025,0.3019318476919284,0.24552218815913598,0.3087811384476954,0.1845123231550752,0.36534104500644804"
100,"0.18585943680916783,0.1669111135412531,0.19357235656819138,0.9251691305067782,0.9930235154533764,0.2741686754620649,0.5744324992084612,0.25039591783145687,0.010488826900497017,0.5169394028628931,0.7242902581136481,0.5859825980011703,0.5131531181472393,0.8963688131187693,0.8869896878106157,0.06033171639116164,0.38799818289528265,0.6118376327959019,0.2836365624550081,0.7134911057217027"
101,"0.3126539637901544,0.3082871166662345,0.48810427699463543,0.1939386461457422,0.654646331773116,0.36841136287827214,0.2958446099109663,0.32275150394089414,0.42727009165456437,0.4187308439920092,0.36156080730646917,0.37446159482407654,0.40160450704330497,0.36940742577212654,0.37450323352684706,0.22723175918444208,0.4475817267199737,0.32271686987182613,0.29534363309748557,0.3461649096824121"
102,"0.7956748946116451,0.5501112436883743,0.594447817935446,0.14935028811711287,0.3726248359466948,0.3583485272500459,0.1075369380106858,0.28924708810064864,0.3463962162415919,0.7581061851618545,0.5163418668750719,0.6388693934319835,0.19159228001494277,0.49352283548214315,0.5386922657518447,0.2757325676903657,0.4624200651898719,0.4391456066441305,0.7734658158992646,0.46893441420554677"
103,"0.3976124449181524,0.41361459389464167,0.6531059826140749,0.2619735742132504,0.8673721873311526,0.4885076518773592,0.3855561470754902,0.4395694836178264,0.5798936352019072,0.5672955233468953,0.4679708832823525,0.49464896415005366,0.5511482309810692,0.49832050254396737,0.49782358173302893,0.29344762586994616,0.5890851273869004,0.44732084498285263,0.40140508094385535,0.44876273409992146"
104,"0.44775161667152685,0.2876568321030078,0.19426273202282826,0.1024524163686449,0.6753887745730136,0.6125339396821594,0.6551545346345984,0.3966600489910927,0.36066533054080474,0.2917756017747817,0.24325777364036044,0.04894197210329524,0.4010132331043737,0.32539694640800465,0.6608773338541316,0.4819888794388249,0.507671430601171,0.7446524204886275,0.3014252003993111,0.3539562495255228"
105,"0.32316328426332996,6.027985769829769e-05,0.22419197525226442,0.6443448162977491,0.3644354976942529,0.4084829300951578,0.2595404280161149,0.047254181168020604,0.14268164127072513,0.6344243578138171,0.0802986425782356,0.09144744331351373,0.9284141807918755,0.41364675259181916,0.9505597832854962,0.301973334805957,0.14075610865526955,0.14497926478761336,0.45166927984172234,0.2590219774407909"
106,"0.3222426001574513,0.9823450195949037,0.2177084708897563,0.6557876613001098,0.3715231307976218,0.7208380911358847,0.9320215372503846,0.9896049340570884,0.43978008524227263,0.12658784502835496,0.13685454512056128,0.6225972126903052,0.04397702140744508,0.062478198134438334,0.15921545511988888,0.5512755579731127,0.668493913893517,0.7104829627164769,0.7764138565721853,0.6303398201181981"
107,"0.6286736140961204,0.7110041412419117,0.40585525978571546,0.29507711849627477,0.4588546496353271,0.40984834687375316,0.7796445300372783,0.5780423147079675,0.2675751373215612,0.5001861306595778,0.6408186194570604,0.5578438752795464,0.1907723558122419,0.5652441170788074,0.2808892449199267,0.29237908695877457,0.3057969958008488,0.764286323660726,0.22734765052632358,0.4732532402732357"
108,"0.884652932303121,0.8735580704442815,0.7426740915774683,0.25328137328343203,0.4705164561818014,0.2298211867032468,0.8216256104103354,0.2736699642592316,0.8314973155170617,0.4012507559964529,0.85528857201995,0.821506042462279,0.6877227813015855,0.5355742824691042,0.3171015356410021,0.8679151326246639,0.8700729108085223,0.22347304943603374,0.866695183663278,0.46643920600051414"
109,"0.8956017478492042,0.46731520944424154,0.24150138227683982,0.9928254029572939,0.6804400652188685,0.7964310930988882,0.9240180638072601,0.4608425278602919,0.06555729846516667,0.7596873759415547,0.24506612230493807,0.7724197302936249,0.14214676467836707,0.6300833983399406,0.371351588616041,0.011663184349202105,0.9089861764863324,0.2884170129582485,0.11978072036665843,0.675029608129061"
110,"0.02295386187951176,0.9828122727583738,0.313096203568766,0.20924886291613165,0.4595490139245416,0.6125950691906163,0.7259657252427256,0.8570063782879959,0.5609285391342828,0.7120544466843011,0.7473104410493923,0.36594265608326837,0.9061479395244181,0.7746035408105905,0.550593392706948,0.30606084690793445,0.39057904158909673,0.5238305008363975,0.7923250681968493,0.8128554995082228"
111,"0.38025776309224374,0.4241639437928569,0.4017785853675598,0.3751030205255736,0.32115198886157253,0.02698006382441773,0.10290616654802723,0.6463117169839958,0.2853860341958913,0.3583744759927549,0.30552230854034046,0.43242666878849206,0.2611152777398608,0.4921372252948287,0.22724392737836804,0.37621566250616467,0.4285265290567986,0.4568176861168179,0.23063211149286128,0.3127392096874238"
112,"0.17749823834429815,0.16065059104499063,0.09795722843387959,0.17395750830472637,0.20580829709994097,0.13362034530820954,0.18531328749296802,0.22082083214572606,0.26807783534603985,0.16986361671851002,0.1909015771704521,0.2129821784399656,0.3133835885856724,0.19490458526710733,0.2589767198409564,0.28267909306341615,0.16568666245318614,0.18848260408248346,0.2362913408021206,0.28223787263052513"
113,"0.6597281436589167,0.9724199492981443,0.4676633196407619,0.7835589674106962,0.4907996971551616,0.12368439580114965,0.2709647031523863,0.5663862319146817,0.9481043909289997,0.4429793894988703,0.697395165604821,0.5917494230311817,0.7991247801473947,0.2477688113607488,0.06396405300851216,0.2310396794683438,0.5519766832615951,0.5388231312173031,0.14042369383569286,0.08320598020025016"
114,"0.250433277165837,0.16478706965126957,0.04697809868610079,0.36382546963444673,0.5137733272147536,0.40666492134630844,0.21666022655306813,0.34543599511626566,0.2796271922589512,0.19289760548236734,0.27485646668775854,0.3078998027860676,0.3190086855783365,0.16568951154779893,0.43613995045851744,0.20594013016802268,0.31876025942669467,0.15461470782872277,0.43810797481545105,0.309779850954218"
115,"0.5501378788045711,0.3418432888640405,0.07512904265214437,0.9923079372051308,0.3367712267984653,0.9614575648567485,0.024252442371874627,0.5733340460521691,0.43809280812781026,0.45510332177736723,0.6433845934331871,0.6966359882558109,0.17702815950855721,0.3758770593851748,0.514523561119862,0.8494803254699447,0.6330049235411214,0.4480508466879436,0.6335775188381632,0.43293251922240705"
116,"0.5810799994820236,0.11914746824553268,0.6727532132558738,0.6085594924645228,0.6222161287827701,0.031118392015146323,0.889807384140316,0.3328608390177338,0.923996360538575,0.6711345174714385,0.5246388427319815,0.11901345653628836,0.28790201804821414,0.967199169296774,0.5590614141252576,0.19931009855816972,0.9476007175453278,0.2767478855672001,0.3563413100504076,0.8486158653164003"
