,user_embed
76,"0.467396783559352,0.6200136463180936,0.3589033785726763,0.4103245610210459,0.2937175725815947,0.6475456912973349,0.3227445830353896,0.6950017599312814,0.4131823732216233,0.4640317157167099,0.40468577349189333,0.28644300781621446,0.6228320780962289,0.7675245458433523,0.44776664943442374,0.6381450722613259,0.6040079914532214,0.4943140177040905,0.023255476927652726,0.5748708009254642"
77,"0.42234953582390755,0.16663939971389938,0.3969533393964175,0.3798355207223419,0.32797385582996097,0.6228130061001683,0.7280536222866403,0.5462842124024274,0.09305103464673264,0.36271439392966726,0.6754527104795474,0.16368442813441453,0.3627786678568672,0.29163806608581627,0.2841084781302791,0.2672324928074993,0.5581006431948172,-0.08430227118539874,0.34702462991748084,0.3410745757731829"
78,"0.24939682562531115,0.6462772799777611,0.43001879298093665,0.2823553179753761,0.5752491837426229,0.8517831092448341,0.23688592868317915,0.45248262833535075,0.48222652577975855,0.41874684853373534,0.5469461521807166,0.33117480214686207,0.4568704761965175,0.45520557376900733,0.495168901617038,0.4932861116106836,0.462779566823113,0.4243763064865758,0.5332074666664253,0.48859224654584066"
79,"0.29881424590309374,0.31432275732186876,0.4951976121826704,0.3602798381628868,0.21856512673036238,0.07114417375441766,0.2690361080540249,0.2550291169555684,0.339031326275511,0.3212225628980569,0.31012762571651054,0.2517942504509324,0.32685954539518075,0.10804116038485206,0.48045306709721747,0.3181291024963393,0.4340694420679743,0.256480258306608,0.37832248998663676,0.25770278290865845"
80,"0.5005039573608494,0.025236465065219583,0.39771245929125165,0.45133111071927623,0.17683017287703406,0.09219596200434187,0.17003863190893717,0.26449080432263883,0.8274836785139897,0.6598634854157037,0.4656146813498793,0.48483971729602565,0.09540090922067254,0.4171813858449064,0.386348462567479,0.31740557710419215,0.6810093308281288,0.7044257245022595,0.31190080859209474,0.31950356441648015"
81,"0.310586002574388,0.19551296994747172,0.35086690764148404,0.676496556372649,0.4576893338561235,0.20050895366572946,0.6013095859718504,0.5216662430813306,0.4178858423676934,0.16849642854987276,0.38216739505501934,0.30540979008315844,0.3436922438538324,0.22948915063333578,0.5573383971744406,0.46973451084589674,0.5383327553877991,0.260354813490795,0.4895144850327526,0.3793026431286476"
82,"0.10215320388609626,0.5765869956471757,0.3753315522882686,0.353742740735757,0.19609749553760356,0.20614665878191377,0.3573991159722834,0.7387607553853152,0.6467821098624496,0.46348513041756223,0.4070282741608399,0.47259917873562685,0.5016544502949459,0.26709844814216255,0.29275287069525147,0.5421236947675383,0.5470841041275634,0.5440058394215633,0.4381446528127478,0.5950635075217373"
83,"0.4012231748311358,0.7559599297749552,0.6148411950783678,0.6797381379075297,0.5556122365618065,0.5740561394856671,0.27494897197358253,0.4083744852506348,0.6302927632394597,0.5574402048696341,0.3017328910310143,0.5600804635172928,0.8132963874685958,0.2531844817347498,0.5897852276126786,0.2095061972981888,0.628998066610486,0.4316810876096984,0.4074237212854281,0.41527878736049745"
84,"0.6114546021640301,0.5023598568468527,0.6116250989572853,0.23082660494955667,0.35353400042936745,0.3985758131709035,0.07650017628615202,0.4340725257288719,0.9348250695087327,0.7239854450656359,0.2866295403680158,0.6189327520744696,0.6301808717599451,0.13624196379900316,0.4574917778352062,0.48012053383820924,0.39620645274386895,-0.09262934249098018,0.4448789238220349,0.48040571267656773"
85,"0.7777791206615428,0.5850792227610437,0.554345543925856,0.2995893760813845,0.4362174909464135,0.40697879636832046,0.12094739154946374,0.3208369611294033,0.7515799766833502,0.5226875411201429,0.394424914596525,0.6444270010408814,0.5535485963254186,0.1330614378854256,0.3776657232083898,0.5239314025467101,0.3825119329890194,0.10174618704652351,0.5165595436744728,0.546123514177659"
86,"0.34823015612981817,0.5432703324509536,0.18175108466620696,0.27306974579252113,0.5114302650972347,0.7593542133456299,0.42673024808699106,0.41485093221870606,0.5074914001926852,0.4440096904862029,0.4900319138420175,0.7047430515446906,0.32299104871690437,0.5224570080126238,0.46566828632987717,0.3708905873885021,0.3388503177705649,0.17887317474715442,0.35036771124398325,0.41346083484135654"
87,"0.27602626347707815,0.5891005887581467,0.580658836173402,0.6071955290827326,0.22232068867196708,0.20731639277280575,0.2673202964239357,0.40335856190769437,0.15065158784083255,0.3941519225746976,0.17208847814138273,0.41957684102817894,0.2901582097369201,0.33377440874781705,0.5728574869311182,0.64143528990171,0.4696077498319907,0.845547297763761,0.39399487677198114,0.3756384973477706"
88,"0.32604581940367416,0.47011115493757466,0.2883258000236567,0.25773824880354607,0.25387616306178235,0.32550442737349217,0.39126055043841856,0.29017759953812877,0.46052937549998246,0.34850619435723423,0.43593138657514474,0.5711173708898044,0.3265286085631975,0.21684380255438282,0.3787732209628717,0.25340806423281587,0.21370228301674077,0.3243288173484007,0.3859879452316248,0.4013675180832974"
89,"0.5529743790617409,0.36589628502067006,0.5197235834923919,0.27522835142460794,0.7980303775712542,0.3568349812316722,0.3657212998646701,0.43076647838678833,0.5891842599432818,0.32218040851104063,0.2604668008652517,0.5793499470402874,0.3741056213955766,0.3469108878442903,0.6253976630606708,0.5138525430713395,0.4688365377926876,0.4727803692147873,0.4042433827630425,0.30378351582681146"
90,"0.4140903068225513,0.37879498626459895,0.394400728553785,0.31394689087841954,0.22372268637637274,0.5095479709751874,0.40480133890577996,0.3982402921218791,0.4864029754200909,0.2618757175723325,0.467331261589766,0.4478686404764099,0.3170700545124115,0.2882095934321723,0.5094595390503021,0.4749147997697787,0.10626146795643829,0.5270957469560542,0.6004414286762825,0.24890125720759732"
91,"0.28128275364056815,0.445527328902629,0.40291346000780986,0.38287316340650374,0.4688925804607054,0.19884679271851224,0.2457904055917665,0.3236672487362692,0.44696571014827435,0.5704486357401938,0.7095747202400751,0.49293784818400316,0.30662132836199885,0.1341636364913159,0.3743232397062051,0.16501866857850164,0.2706471193875796,0.4660905454162089,0.41844695612136074,0.1269303672169103"
92,"0.31002479444443637,0.3607090997621395,0.7154997628502375,0.4992991905254498,0.7582029080474497,0.6077071651997755,0.19240728660324005,0.6344758373548026,0.3880216543643713,0.5019565201127494,0.49483581017409267,0.22709328905411316,0.40468035828389476,0.5318664941904143,0.7368215593184156,0.588762732767106,0.3352920453227517,0.27268105643412266,0.4810850207156212,0.5341726282697206"
93,"0.2723584207434807,0.509394787224216,0.55458787598876,0.6593241955523743,0.6070053359897883,0.3805921119174557,0.183269011508201,0.5332301296404335,0.6471147734026422,0.48114461323366514,0.586835868493688,0.21948680433397275,0.5539723183656857,0.3911324950912759,0.7159824392814201,0.5446326406706786,0.4139321373534281,0.23687427133135316,0.5904736818122331,0.5688188310508926"
94,"0.2452194552594035,0.31848859623851156,0.6787666686405889,0.17319593009174525,0.30170462311217994,0.7025530404271753,0.5213204907370904,0.5015752439660326,0.3535896225222807,0.7733928854344924,0.5206930949652397,0.24565628397105152,0.14028167291293728,0.41628620176799913,0.4756820277532969,0.7765655825718472,0.42548260954165684,0.41170721840207164,0.10924891741528162,0.8132858216868943"
95,"0.6429280544968261,0.27820543240599227,0.6227024239768062,0.25394551142621197,0.1494398722874709,0.291101505457684,0.17248045169926685,0.3794222541199945,0.6777153437781689,0.5845132605418676,0.45598036438788225,0.2820411553933469,0.7127164151588793,0.6590251013502758,0.2446800656626625,0.026851252617508297,0.4641055534786442,0.524541699413121,0.38189242245916805,0.359238704928816"
96,"0.41539702249303034,0.5965802468144255,0.413502050869973,0.36912235939299276,0.44253058814947327,0.3107685172164127,0.2864452456758092,0.3926242223974635,0.5186261410944197,0.13981701037159142,0.40191013922798646,0.3605446045810467,0.4441828910521292,0.723384948273518,0.34775792588923454,0.4144505385237608,0.44902582086469806,0.19951585279010783,0.5396874312942326,0.6940201658822144"
97,"0.4066588742335721,0.5024386974358569,0.18660461257710997,0.27025895359693436,0.15778874536427007,0.08950586681795986,0.2327118616555314,0.2487943803839516,0.4966379122084183,0.4555579549234118,0.21810726669608305,0.18739355683851835,0.3068657546583937,0.13008287980773964,0.5051360341497844,0.2742083486078037,0.35676487422880626,0.09368999596033015,0.21018964865296022,0.3345350801200588"
98,"0.48411035980492745,0.6284567927031414,0.24814446929184455,0.19841129734726998,0.5017391644819359,0.3636221006044753,0.5203045176375376,0.6076077454064335,0.5702188969505065,0.638544208560188,0.2092697968756749,0.6950160418486654,0.6603028740496713,0.7246108434511415,0.14158212394647068,0.47674844158799956,0.18498622311579166,0.799991048671521,0.5253406572062187,0.6594882283719059"
99,"0.07977047314158657,0.028139690709473492,0.0441785365215404,0.06239539334375301,0.1985979379081147,0.32938103321869167,0.06263219606230673,0.3421994014744622,0.04126394584630931,0.16917204537286432,0.1841780755113964,0.3510201286100453,-0.025375455677056992,0.050060436140049715,0.32274171758157094,0.13347984981916408,0.013054104751055392,0.13410513563889523,0.06178614684095771,0.23672884139146816"
100,"0.41004586163031215,0.48548651153674804,0.19470446228278412,0.3829270288517844,0.19827195386102356,0.26332189278960033,0.20403081857812422,0.4033638902016707,0.6016339075598105,0.32955411543005947,0.06830454245606221,0.6418908406906416,0.5421320045976793,0.4153059924009044,0.10347881419247955,0.5849117839601955,0.20043215929386543,0.7042906557063955,0.14135300154422634,0.31679147988571715"
101,"0.2659081687241211,0.6007735062180546,0.5101773100236867,0.7063072087909801,0.4544837376182091,0.27892770981183723,0.6685799671926776,0.437638062774963,0.627588811672833,0.275140038102297,0.29144922261557066,0.7357463266349711,0.2891786055613625,0.5402207813455548,0.23229001011315176,0.5799375749732829,0.09346832914191927,0.5459287324911654,0.33493600035336807,0.3492230232240677"
102,"0.34287958708759453,0.525141739023799,0.38878802783193867,0.6875812025953527,0.4912490983350449,0.41646410504618586,0.5463772559807948,0.27115328124573995,0.7453557226819606,0.46799298569109005,0.4384440322450414,0.5629390340138519,0.3329301061064829,0.37528188397703904,0.3889473340178875,0.6244121762699032,0.15268127501784381,0.42426439639852914,0.26373860337553373,0.5227231272637608"
103,"0.515056708381812,0.6096009565197664,0.35168378474477957,0.5543845758172629,0.37053488472257595,0.2957893735725551,0.27590809478225764,0.24932003333731997,0.3249380594855331,0.5177386464928899,0.4831102622520731,0.4863874787658464,0.20097193618776363,0.41135306653901765,0.44785450512713143,0.44126533301234344,0.4929695089438586,0.5425960365180329,0.4715242422585483,0.5558465075477966"
104,"0.4966980788826993,0.36410707414849763,0.5254723460337501,0.5169718587829348,0.2615968722156744,0.6382923815817061,0.5183339895277468,0.355093592982346,0.4796735271221722,0.4947571612386444,0.27275965982704514,0.49162401245112763,0.7256075646347319,0.3043978117628053,0.6041025954454868,0.2713828116017326,0.38974315441026214,0.03975190738717657,0.14890124551348075,0.44407950637582966"
105,"0.49606638670545095,0.30989244105194863,0.26960771447702503,0.27563748907950675,0.2584200510173788,0.20353744051808287,0.525328320680091,0.3334443028858867,0.32099344788271544,0.4244717717094786,0.22585932370165918,0.5584115807382193,0.40526395202258464,0.4315891163396334,0.19109894801123997,0.2937492740806221,0.2913715904509615,0.6017278834802752,0.4517754361382984,0.4355503019246201"
106,"0.35753866212835284,0.4588398028697972,0.5332249436464601,0.5162947649413484,0.5775221889682609,0.5253321121114058,0.52780965226229,0.3798186877537625,0.36901041520948374,0.5733146258767087,0.24069583214517182,0.3754395698019866,0.4451025750559129,0.5408235124768009,0.42675217199693755,0.2651029009186632,0.5949334342643761,0.30733637570479494,0.5400778906331581,0.386081214748522"
107,"0.46444948393941216,0.3750723119479438,0.45788617199731657,0.6655170351008164,0.5831446802742136,0.5859855820088494,0.4446106397288855,0.1693085776176338,0.4103466191565959,0.4478873489013369,0.1112684510357641,0.6374146767127146,0.21620826133042004,0.5578478695127778,0.20000283097837995,0.2009641937959325,0.543275426059337,0.26492873649943693,0.2042605654995721,0.5033239077480982"
108,"0.26689442332623015,0.15855519329680842,0.1620278479406934,0.41508933498739375,0.4133102719372198,0.39253436786440526,0.43088896816032085,0.2977256862748428,0.3244793421142399,0.07740946077119536,0.3070186368256568,0.2721999199682563,0.04236638134865022,0.3149124781152145,0.0442489376906176,0.5309316211619585,0.4181518733081962,0.44712266699449066,0.5374766505983828,0.38854430686823643"
109,"0.5989569477445136,0.5726866597398121,0.5359357437820516,0.5052251823004005,0.633639599707367,0.44733506773774273,0.567509366006129,0.5558674746818444,0.5479434645050425,0.25276481714530913,0.18437126951907915,0.23840844303055134,0.6458998677684393,0.5176681410091801,0.30935024792994753,0.2640521192814421,0.5486293234536305,0.46961689452544714,0.4083254669452108,0.4654415366603493"
110,"0.5625978178483166,0.3489419233124346,0.3827542480797636,0.4460168000431568,0.6390247060276473,0.5702808019655983,0.649899820344103,0.4848760983637391,0.34770747371776156,0.1546208407604404,0.12168017373223873,0.33917663461341707,0.7001882912399214,0.7083659131084492,0.40215816413948646,0.1508683290037683,0.6215797480392383,0.5793548434530198,0.3749769914596659,0.5070164842433632"
111,"0.48654264983481715,0.2724404349199171,0.2979675638325453,0.40672969375292023,0.21224290945544505,0.318372790471153,0.6368859280763935,0.4259852332782794,0.43734682294484556,0.25966614959272577,0.1308485072586669,0.2656227389275648,0.49309229573176444,0.571180434603672,0.33668653511418384,0.21889535606373053,0.6383849629043354,0.31059831795757903,0.2998530462095259,0.5340631136021691"
112,"0.44148256334242797,0.16573839361248596,0.1539527557399494,0.4106612709432812,0.39450353118699644,0.47977881144393375,0.5332000293129957,0.4594957860975283,0.31014366945288874,0.4846203312897029,0.4414201930954021,0.6149392645677303,0.3021960819073527,0.09716966622330107,0.26009852486449814,0.5207747653977655,0.34625032335766925,0.31970153130223855,0.4314138255658696,0.4045918058912642"
113,"0.2519939862698731,0.36407902782580703,0.22664571651671517,0.3728194951685674,0.3194718160473648,0.331441342021399,0.16510618219046425,0.38939050728440044,0.35545824707099966,0.33083026412389754,0.11303787787917147,0.5847069735826212,0.2802645625130562,0.18655248350796133,0.18963398530992537,0.31141896614517556,0.3162002663072305,0.12799015648303785,0.4256480569188276,0.33039628013997635"
114,"0.32136303001986266,0.4367257864080341,0.14674721219747827,0.4478250364415682,0.3334661632620038,0.44110702613983505,0.23743246528956988,0.3840637387359968,0.3178809189954302,0.1380313989923995,0.5466845326456219,0.21557430505445802,0.3801648836679013,0.42497246820440365,0.5722112608345138,0.38545680982080677,0.49332400964971646,0.37527953206852704,0.5664191369908846,0.29083642604076315"
115,"0.19314897617134488,0.36179422770058584,0.4389176693801825,0.23920970853664322,0.5120048257710105,0.4281188127866179,0.3376816581775402,0.5303369396168631,0.5176668722958971,0.22193556118380237,0.4533023764932613,0.3865435110251117,0.4184373882310317,0.609591176108543,0.3747856266592763,0.3868772383846929,0.1601684190889975,0.28611517134323455,0.39902140388575896,0.38969606014634883"
116,"0.21029487268260463,0.7861370612219684,0.7522041106148815,0.6178586338788867,0.4241384895898399,0.4117234600447536,0.4634811755782878,0.7993406021676009,0.18963705461297706,0.5498491297377405,0.5424688038945269,0.4856698804087098,0.42311249404244483,0.3001664216788934,0.4518945426569603,0.32865861294774446,0.44417913148819765,0.34510075900780285,0.6729391913844255,0.22774452876189608"
117,"0.2953229104347409,0.5971308343330889,0.4431798571816749,0.560240450848872,0.32058871620655494,0.5081382501915163,0.5203823388019728,0.1972350051371411,0.34030322959508935,0.1161055459709841,0.43589778525956646,0.29131702278578525,0.5185638675733674,0.2744266825535041,0.40806667558820714,0.5184028097738148,0.554064156981432,0.8019123904729143,0.36830740891999186,0.5125934910188147"
118,"0.6032764780521667,0.5360107293119274,0.5117856325186007,0.3463409282612843,0.3877505520044716,0.2996213263144895,0.3339000673220003,0.45555238721168245,0.3247774520109096,0.3382958166232256,0.5512772123760536,0.2544968873581637,0.5809322381523022,0.5123431933380225,0.5913620559405015,0.4380735123509156,0.5390057930502817,0.44722926277092606,0.5745808196272734,0.21503467663483244"
119,"0.3388265437305102,0.4235938365645199,0.6740644405915976,0.71256930865191,0.5484720438161879,0.7703247962479244,0.7592044079626061,0.2585115654728761,0.40700822254581165,0.612283509603207,0.40076325459411893,0.5482856173240898,0.22624720417884472,0.430504857554966,0.26986957367399933,0.3715856716853943,0.10814876355492312,0.12121541876850936,0.6905251156975818,0.2641605501631393"
120,"0.5781309086365491,0.6191067823303342,0.5375422331235092,0.3831451189400905,0.8867620258950726,0.6784650056070894,0.49341668914130465,0.05359790443073648,-0.13922938273360322,0.21359583476560542,0.5842953064346208,-0.2594497528033383,0.1826869981196566,0.4526469612363766,0.666305423279604,0.24230182912730727,0.5582624576571409,0.2568345750327015,0.32348579784884846,0.18951927516935343"
121,"0.6129321117295851,0.42463240468783214,0.31364001605414626,0.6460591863671836,0.281981413992942,0.5815795109241932,0.4995589767981876,0.6146333235004465,0.6633592548307016,0.4637855731907195,0.4703745086117887,0.4276541523230831,0.6315288722159542,0.3014359884341282,0.5237711431345764,0.4442624710857342,0.5296460123916682,0.4896009350243615,0.40110526286585896,0.5330568085728741"
122,"0.25280037860050675,0.405672993467905,0.1957660366366104,0.39237498469741805,0.24422886223637133,0.22453072242609481,0.36727891700377896,0.48033323882975887,0.16456534824124075,0.2141640342863355,0.29556693756798785,0.17548752986362473,0.22357985495743934,0.33997152112145795,0.355065771766003,0.37626791764462,0.20963384356558531,0.35452451024070053,0.3906495648441706,0.436274760188289"
123,"0.4431058676713015,0.5112465648300493,0.3351122463759306,0.4410784850761193,0.32935745436269237,0.270314055077592,0.38971558139558493,0.21633755377413214,0.3951809286200484,0.7103557999562335,0.48202334529957863,0.6485574341459355,0.33308576839147713,0.4693813054317361,0.14379640475014496,0.399235980740054,0.40108361453932295,0.18856505499108756,0.10341085278894502,0.7413219975838545"
124,"0.14697314278041645,0.331696190559564,0.5554971240671289,0.8760726195090636,0.4286946645414939,0.4607968105376174,0.5801485081068446,0.42290645776115915,0.6838599069435237,0.7854914162253849,0.3097640877771383,0.6242577241400894,0.6257165715983465,0.22531117174004892,0.3673919140518777,0.8314770712392995,0.08025832769324454,0.16385913822585027,0.1733592868483972,0.20098814602266996"
125,"0.3325885267515566,0.19884248675686764,0.35810051483782845,0.5802991413159223,0.4970982308890723,0.25626407186782546,0.5205169460818777,0.46693718898741293,0.6153986896765693,0.16759092766820083,0.17520415678725015,0.5433284404098836,0.6357655638936973,0.18645939518804752,0.43642356288075623,0.5523426090227026,0.19297183497457285,0.6152100634482389,0.4438606857893955,0.37722406191400576"
126,"0.26865186116083956,0.39297715241035164,0.5042320362735593,0.38152575951303525,0.3021992600934081,0.32970855043257263,0.7656884791105448,0.3924302934724636,0.42702717876874546,0.6390353415170105,0.1530318095596321,0.45985156453946185,0.2979217710082596,0.6035272508948881,0.6203985426337949,0.24221398174418166,0.40491239203736523,0.368606476809303,0.4909176400560698,0.406720854398021"
127,"0.3919665104891122,0.23032803562436158,0.36567049781544003,0.36400944608841007,0.3617550570260699,0.4286122966299882,0.48040475070857513,0.3805510082797875,0.3616638903827728,0.31008104098085026,0.2568551617749289,0.22841823369622075,0.17518485360877487,0.4131551962671852,0.37751347716554623,0.32988977312179224,0.3152277684366931,0.5106547852561831,0.39671981354560654,0.27936516561680785"
128,"0.48049113439271984,0.46548993717247156,0.48490310183461005,0.47556334211565415,0.6393504809297622,0.4216682895279015,0.582066045931933,0.16519636472406546,0.24913458891812826,0.25818609113817154,0.6323930209090745,0.3184943550471479,0.4543532687074161,0.4836860743187865,0.5698034965033657,0.344233048884697,0.2452403403367392,0.4077351308679579,0.7907042523139471,0.372714446915152"
129,"0.542825979892834,0.49108796938191673,0.4327097711413941,0.20033832845236915,0.3687445338817541,0.563484318252545,0.6097177843978707,0.6394445751463713,0.42288737248284153,0.5984985435979308,0.5868575802897951,0.26174482200092153,0.44092667800929664,0.3206047835887185,0.4244181519706633,0.1503085827284665,0.3749079284886347,0.5171759793562268,0.5994113854467485,0.5552505468323214"
130,"0.4136124075545419,0.1823585126873925,0.14719668665833732,0.4108033044880004,0.266545793568434,0.18729041812939237,0.15277768986951654,0.36910584239339683,0.42171285627957256,0.2561695790771272,0.3633904780671978,0.1955141356808996,0.09155280486157426,0.13809744930553128,0.16171360580095337,0.2935120072952621,0.2749914185492553,0.0975767756124336,0.3090375612081968,0.20342525584652624"
131,"0.3881206656927249,0.14909082544484137,0.7128568090447577,0.6986639611148251,0.22213139020319583,0.4315799367319882,0.5103499042815649,0.759036375134317,0.7112973197697062,0.507045336208792,0.5913410150006199,0.17904046857707148,0.23449579334292472,0.5679505818272871,0.43249324147242096,0.40955713959029316,0.21769998299419402,0.1873023994981391,0.6663561340379298,0.6748536768072089"
132,"0.30591963860042776,0.5040790445919969,0.6257453051175689,0.42508114756680143,0.7764040123963957,0.7347208370671869,0.3132018241823581,0.62294048943797,0.622807138708647,0.20916866180201668,0.6370072688567789,0.5717798237145089,0.6373414502191629,0.38153772581259154,0.19383484084809327,0.1880469799883268,0.3362867706000855,0.24877934520116854,0.6646033621417684,0.5021104405259009"
133,"0.48392210279868825,0.5473746766287515,0.544172712510042,0.23800879766871996,0.7255813235504502,0.2542088077883409,0.24882928939593552,0.5573197951618732,0.4253945930479102,0.30410290281612334,0.6282809746996371,0.07279790077329729,0.4244223374029498,0.5031466455460255,0.5670625005038079,0.6751943985260093,0.5700206921795581,0.6527718305816641,0.4213415958757088,0.6054905873501657"
134,"0.3590530253000714,0.2086924636926896,0.3326179438065594,0.2400967603775107,0.5878428405518471,0.47987830910930457,0.4368048516877301,0.4056589536822638,0.44939044078917084,0.7149741512010555,0.4933381274078896,0.44818190256600765,0.6171547259927976,0.47821396850335096,0.45271616431900813,0.16129209037861633,0.2678242084086036,0.5428722544637888,0.5064582781237166,0.6412191367190909"
135,"0.38560992085413487,0.6397263748969082,0.43092530350315483,0.45651417051943266,0.4944199294231604,0.40187773912293506,0.4379686355792997,0.1583526277149665,0.6685014215963919,0.7138609484571875,0.23925275926390788,0.09472738409400523,0.19020779821177977,0.4352122243366282,0.38824237858460486,-0.13634542609389433,0.37219873203754145,0.3572845440211498,0.26311876268428663,0.24823022180117557"
136,"0.5525484949985342,0.370862725438536,0.6906466651570057,0.5029110193062426,0.6199601120596,0.42282180594630864,0.5764746521521859,0.6237824408851741,0.4350300303448955,0.2669149393594951,0.6651840747670164,0.2700070531992181,0.3180569674311083,0.4304480358502865,0.3124657299274899,0.242195283245539,0.4422213574202724,0.39264169019267764,0.2750287630764172,0.47946481908378163"
137,"0.39673165672083627,0.4216954836528674,0.5518145121196235,0.4955538150826132,0.7358654694171638,0.198114964035751,0.6597990963422131,0.31884313928566227,0.47592928042831834,0.2236713045565674,0.42643606859445315,0.5025858413905016,0.47674957157385645,0.5785532750757089,0.27907900539552666,0.18431870521195376,0.2532677351390328,0.450507682715151,0.5477190615978106,0.6772600887429662"
138,"0.3907298385591892,0.5455752371967313,0.47192909026233126,0.4548207070720801,0.5160596538658978,0.37129957273105374,0.7569963182120022,0.5299391161927612,0.7352030089140966,0.5586698290386376,0.1112487610456473,0.3829597164468928,0.15116740632339226,0.7274350671177326,0.08113922899020017,0.21923683178056633,0.4076108537224581,0.4621895010019438,0.7269774390364712,0.7004220594456616"
139,"0.2598269282719267,0.37798620883358464,0.24583885541612407,0.40729598893011515,0.39805799160382627,0.900648254579833,0.40836922386766317,0.5823727240192164,0.1644247042136076,0.4130299173185616,0.153835003837305,0.3171859680261468,0.414859191166833,0.5606137582427125,0.5839148229428741,0.6328234495889371,0.507471745548791,0.5138035882884596,0.06904171208240689,0.14275143269392326"
140,"0.41668521631634414,0.40809444783968335,0.3522729860968747,0.4978468789452931,0.5275773112602183,0.36970467256011436,0.387672926861858,0.34903521366228885,0.2178094601512097,0.39976184627945915,0.355572299995136,0.321224398406279,0.34712367714476405,0.3402742860848077,0.4879424990776471,0.44670082988759396,0.3302779926056948,0.4922960402826045,0.49792499979681476,0.5302554270016977"
141,"0.3960669724700268,0.4443683947107942,0.2888888716004949,0.42019355021109533,0.15364440575342117,0.47561503165681246,0.4124155779176489,0.47804337928939244,0.38001086003215107,0.5845095369102358,0.352678013388025,0.3810814884570769,0.3548596652053107,0.4197956469317102,0.357312916391412,0.3599875596039624,0.43745336579325533,0.521988872592969,0.46568922137675595,0.4464940901711116"
142,"0.48738921748636777,0.3355079673350972,0.3934371947679008,0.34542864576020366,0.39292469593523,0.36728797722226775,0.34775171524268195,0.1558054176880373,0.3933106521674999,0.25129880315171904,0.41612874355079066,0.5243355834779166,0.2872086454539883,0.17094460580187043,0.5499823531667117,0.4529473854162592,0.5939392564464672,0.3578789987791284,0.299705862164376,0.39114787290439895"
143,"0.6467135124964822,0.4712933820955764,0.5927491166971908,0.6028188649265178,0.5297654502598501,0.36364265216427033,0.6075412709454939,0.4340656182350769,0.4290783418771141,0.5371310120975346,0.595432119402455,0.3255808017583362,0.23431344686850153,0.6146781692765884,0.4840338016337102,0.27008981724259656,0.6150783003457914,0.673817148678291,0.30080072831560745,0.4932489241244407"
144,"0.26247409788637227,0.4789427071043712,0.22835570552861906,0.23073146795278482,0.30396902221296346,0.5344354640704032,0.12755331277474868,0.5808632275524466,0.35869878902584107,0.5198419885632958,0.3399630928607778,0.4420919747578714,0.6611462617323438,0.502126186230302,0.5676528649638173,0.3335908108755163,0.5214413909604948,0.33244539064704837,0.2801180583717253,0.6970290411947214"
145,"0.3649678460997536,0.7615077687425776,0.22352954469272932,0.08114242033355065,0.236251686774284,0.35639396164845827,0.8433838120575582,0.6036564971076637,0.6466900286625386,0.33304608306447553,0.5801250714655256,0.43298542240407273,0.24835239234194387,0.5360044318058155,0.5428805347362148,0.3665976440583195,0.46891080611124175,0.36648732094396236,0.326640086479056,0.8136139818003337"
146,"0.41942225859263277,0.3650419365153204,0.5132493966659193,0.6476340476970298,0.636371150132366,0.635084037248557,0.44196448160418716,0.4699526505099624,0.1341430255533454,0.4561352849223983,0.30143501259977956,0.4915272844208249,0.32918201202994263,0.60326876768884,0.5168739123988425,0.48937777652329706,0.10510763250649782,0.18726911932523138,0.3825553694615701,0.5972137320207406"
147,"0.4364221728552956,0.2095272427690944,0.263259857603743,0.07900558816863984,0.21882587992529984,0.15271956808513906,0.2530831659498017,0.4129920287051317,0.48096290878629155,0.16876798296559647,0.27180475033920815,0.2879122832293458,0.2436172796310718,0.2490053258156436,0.23337406826655027,0.31762716060202384,0.3149517279448411,0.28897235313115965,0.43041415428140223,0.34970843562561577"
148,"0.42856575011309683,0.24124411757985845,0.3123396590511696,0.5696504717529143,0.6513207128591608,0.3365288015380862,0.4092187043022834,0.6584623567543658,0.44363520549617047,0.3261214952845147,0.3910195110288479,0.5252883130186407,0.3445625809669434,0.3388494978866256,0.2738042178995591,0.5268240303286761,0.32365679685495385,0.6167671440379361,0.25189582605732325,0.41269071718384887"
149,"0.44574989936296955,0.4792237403014545,0.3589369864984703,0.2765740361225877,0.39334412343547587,0.29721996739558065,0.23848676054305798,0.19618411872162994,0.35490842648439025,0.6201724005937863,0.43987197605044076,0.31307990344433206,0.46961587612580674,0.38674614721644823,0.34054267130103266,0.37894953292346484,0.6147725667227742,0.545901838462067,0.48754021714430024,0.35870758142760945"
150,"0.32542554082162767,0.23818551319172349,0.12779321680461497,0.39152732991423206,0.19918378225115635,0.13847230009912628,0.45024965141523,0.4560442821831498,0.5009639519021545,0.24772831792744504,0.1772295113842386,0.4901997887870852,0.06676073836897305,0.1844213358988638,0.511113144483448,0.129524829969593,0.07822956001066195,0.35162381853643315,0.11028850975452034,0.25274598512490726"
151,"0.6995551742259304,0.606438052447162,0.4913616256328383,0.603521672999723,0.1475134373468521,0.2869025287557753,0.17163548486390143,0.5437649036833141,0.26137675093227336,0.287602411149893,0.401718854778445,0.3710940435800903,0.6334410331560497,0.6087686461322762,0.21475148763591453,0.3801457069923233,0.41743507935996443,0.4385899954877628,0.5507271095854797,0.37436773879420354"
