,item_embed
231,"0.174413583388458,0.5319785624722808,0.4696023537080411,0.4888803765286774,0.5725671344689115,0.4009933244819772,0.4643915042532543,0.5035800765438001,0.38324609890321665,0.28686807584029456,0.4148994309528834,0.48368430513190436,0.28760288573590825,0.48275390461529927,0.4648160822860962,0.2477613791830547,0.6393288925947871,0.4212949633973397,0.5855957412136897,0.3630758645100881"
232,"0.5967274140309845,0.4717082934824648,0.5928753033755078,0.542595580166853,0.30282906227472406,0.19133049136521246,0.4116352542608375,0.37721118315072727,0.6470320028541486,0.5853526778735479,0.3702025008834861,0.3048623313395608,0.5205395965081983,0.2905560581409094,0.28580000423188695,0.3758167449020874,0.4714079332163644,0.4723043745017402,0.19932406388967902,0.7839993385219753"
233,"0.7814044597972917,0.4992776562096285,0.17779558233001735,0.1795376063179577,0.5933955585381622,0.5329128767085067,0.6528299971777308,0.5623787712639958,0.3259522407599874,0.5530473000946546,0.8499511662840861,0.6907729910614607,0.3218518292550699,0.4546661234894237,0.293280219897912,0.5882554221323804,0.25952308080953923,0.32308373600762835,0.519239630008043,0.14567962850289878"
234,"0.39193698477934064,0.40402918235196056,0.30299010017006917,0.04873958120755014,0.6208458634053231,0.6148341629346235,0.2810948081131306,0.5670642686323989,0.6414305819497094,0.4515644015758585,0.44753075429284994,0.2985716510050956,0.5455294371535163,0.4662927772316905,0.73546848206363,0.2010985107360754,0.5944690337864466,0.05243987921913305,0.17523345768982426,0.33907674305427865"
235,"0.38927686687994056,0.28575660934356073,0.5091590266848531,0.5723855376402667,0.32469672364846636,0.19360770106550654,0.5402747924210313,0.3807083152470764,0.4732496624593433,0.13240706954241235,0.5533070828806624,0.24610583796374702,0.11687122112280011,0.723990445786278,0.4908820353113393,0.6943353557685207,0.4269079913759234,0.5827003647012302,0.49172446903912365,0.3152187231723595"
236,"0.1811351562429476,0.2052880478371158,0.33795673792893677,0.06195846796763895,0.40929088693985755,0.1891901406830197,0.07022819568858853,0.09581908784148843,0.27123189134009523,0.33025098968965455,0.09863485145561302,0.28732314556640104,0.4431961739754651,0.30529340282280115,0.21581941584756262,0.3812132484538423,0.3320226324962467,0.03164318118330014,0.10770341247725687,0.22943524340643925"
237,"0.06236990284240473,0.15328333525276774,-0.043573716500346756,0.21276888029545804,0.20313139288439339,0.11315109692804685,-0.015479740237099086,0.05040480110884406,0.35465437158205354,-0.06039152186897182,0.3746170069498455,-0.012962258207330869,-0.04200733907397056,0.040553572152153265,-0.04378084887374575,0.058810443660373836,0.2804131747045091,0.27749790646145406,0.19759665255931072,0.36100938838821556"
238,"0.2711275995923266,0.1081564610970176,0.1973854671176351,0.3319704826873791,0.2668248747614293,0.41554103340894727,0.4382439379734592,0.1510535970743776,0.445379886510692,0.4438847185289028,0.21114208493956896,0.2847655109714799,0.4037917272822897,0.17927760058958836,0.4902131265662381,0.4102434892882995,0.19738706398093803,0.4663217330036507,0.12403425487118896,0.507625321179619"
239,"0.6116444592505211,0.28669085140994605,0.5216969772928458,0.6078247808093586,0.4673692974293766,0.7759245225195236,0.2373368196909011,0.5430234924897368,0.7160988940046485,0.5894302631452291,0.36541213079133106,0.8517822453504003,0.31135615303438424,0.5128311314910755,0.5644093419134758,0.5542888751238386,0.6132327113984027,0.4291822793548601,0.5060170992824198,0.02986165733133063"
240,"0.2777698484296166,0.14677131663815854,0.4130469641452235,0.4640183683190515,0.7344660361330221,0.3400769457564127,0.26950289822916573,0.39181272992175065,0.026738822542549043,0.27382269833669054,0.4738332697158129,0.5822649456226262,0.8489887216733789,0.527440360508561,0.5251971691964076,0.6056964167129419,0.15056268995096359,0.8313475309608305,0.19950224705139671,0.16814748022944478"
241,"0.46933630343888,0.21813135093001512,0.25578483024666204,0.13372164893558852,0.5794712176717298,0.48074810000127427,0.35043052494489707,0.2711910544653896,0.3637858959079832,0.6521238107421027,0.4949574871417366,0.4327652531848579,0.46430239523939476,0.4522170624305018,0.3677765662979616,0.22647076673492558,0.27092075441926045,0.5111352454926679,0.5230298638874544,0.6765401157398842"
242,"0.4381109725300626,0.3899247724489882,0.28408421380065707,0.44425908319270907,0.4536204659810615,0.6799743341909702,0.49595259909100886,0.4244086641905563,0.3325360212049424,0.6898154451625866,0.5026424245487328,0.3766806328204585,0.5033449848668388,0.6812428550158519,0.4719266789895651,0.8046553076111274,0.22485168080261306,0.42300699569240474,0.21969143538044478,0.5706549212848211"
243,"0.15914199460515135,0.3982504829198484,0.1488140475643066,0.41189911363692444,0.03116822810114398,0.4642788682382143,0.3151755531929465,0.2873648987748991,0.4940410448704853,0.40567814823989196,0.3486361630469454,0.3450098893416095,0.12302811844823676,0.2626275606872827,0.3772951851981526,0.5127399598198735,0.37426029664264726,0.33970102645276967,0.5089460720141978,0.6377004250676777"
244,"0.6063390630909274,0.5200961182533341,0.5610603173077983,0.5186400828188971,0.4612776171204329,0.524936380373556,0.27730703198828865,0.750943472738826,0.4067258255934644,0.4729352309116615,0.25585548261610386,0.26354510037031276,0.5473192571027625,0.3999398799256677,0.5899811759907595,0.520976036317533,0.4616711482725465,0.5872095960702404,0.39514543897309184,0.22716245291092102"
245,"0.5577986982344774,0.1830881178434534,0.3929017631315429,0.15088965362716866,0.30468464612917306,0.5112969626156083,0.48875844594745765,0.15094248178528036,0.6803345682263279,0.546905510916735,0.4266724519094479,0.2975864520078029,0.009633632031020812,0.33422265593581446,0.5998692738913675,0.493563934363738,0.3770437283918427,0.329477908823778,0.7089131408957302,0.5164878784118011"
246,"0.48391554416090604,0.5839966553646267,0.5431570544512191,0.6027548532140458,0.5464104522089961,0.2700747876564409,0.4294143987573828,0.6527649452104305,0.4340181393750584,0.4762369955707994,0.3843567744263702,0.5729441246615562,0.41168362173065964,0.4487509545337008,0.3682194993968685,0.4045816683100628,0.4228774307004407,0.43074715827134996,0.5746043018243245,0.35956851917919586"
247,"0.23005467728872697,0.5227307369040426,0.5771558220071455,0.5220588803586315,0.5975007530162854,0.2958667722782794,0.18336119985511534,0.6728005240532807,0.2106412125807768,0.1913924647728732,0.20419076212789655,0.3979421532108819,0.358377692309869,0.7429702062445114,0.7452611308894661,0.23913513684374782,0.17720190976912234,0.27888875693422405,0.43680438236210706,0.4705956342135069"
248,"0.23844864477061012,0.32931631620242624,0.4147029790455634,0.6037195047188316,0.17968346159007192,0.4152123073650544,0.43124646688201496,0.4327196272742814,0.6579083663140025,0.46509087330957777,0.4679991448650677,0.2703106427671603,0.17521799432406848,0.4386124987672024,0.1547784920500523,0.5552308668394649,0.26462107098526905,0.4415120210536222,0.51447377782843,0.5465977485342033"
249,"0.4829397654324199,0.4614183849204551,0.46901400410511024,0.42395601570882857,0.5097673172746383,0.181597728416101,0.3483799947804994,0.19903543566167878,0.19128005571912904,0.5013108894407233,0.6183687968228705,0.3574505530724745,0.4516871201554202,0.558793125617152,0.2356671047032321,0.6199692199976836,0.37869176760148643,0.583366259590641,0.32430293620323764,0.7037704906586031"
250,"0.3557583136441917,0.4291981295955712,0.36381125747076837,0.23558815262872437,0.4215388378038397,0.4624893354214525,0.2822607924929013,0.22578849213944172,0.30975364413310374,0.33061316258826573,0.3051471935002814,0.2292212837914658,0.23742190173027633,0.23756268217890827,0.36353426980289344,0.3582653629666773,0.45562351230295156,0.3161117298855434,0.5108861923000972,0.3634007956546899"
251,"0.18095389159756514,0.3700709818613704,0.5320950428607605,0.40268485895951867,0.281433188527737,0.2552385032151455,0.5260193042558177,0.25514733094185643,0.32554144253552886,0.33680559518647213,0.09439338975017414,0.5828490154190783,0.33223957962478773,0.4538551183506267,0.43659804954926174,0.4600790941979333,0.4288964055164613,0.25159437694948866,0.47792308883913115,0.5023339051021879"
252,"0.48597456392976285,0.2950131769563677,0.4364777276651361,0.44525252478430827,0.29728939616731015,0.3876721528439658,0.30587853470845044,0.2148566403045858,0.5144412706492048,0.0990651639777998,0.16634510822699147,0.4542969578988016,0.16385468604744544,0.5249848994389633,0.5609138003242036,0.33195398192254605,0.23575363259048615,0.5422453593935682,0.5228965371675988,0.48261212085135197"
253,"0.7808343009296013,0.8571250330079531,0.8559898619272768,0.8263475901721918,0.9021413962945255,0.6933973775700555,0.1533383871597539,0.600879195032938,0.7509218073330954,0.018653822504607787,0.42867384637348516,0.5794406184863471,0.5388921637706517,0.8592600849800227,0.9058356477978594,0.5107795155699953,0.5492692400135589,0.25214535904935187,0.2575954711550522,0.36521347413020777"
254,"0.2878286905559184,0.2864296610512502,0.474201621564095,0.29945578572836723,0.2202014482733449,0.36587841089578277,0.5454617611882915,0.664877895344944,0.40109629471281477,0.1916664954057516,0.4803398965741697,0.674091531481457,0.5704284103107701,0.13274236265425912,0.6193944151667206,0.15086956007344685,0.16468227688144982,0.27094248308618724,0.22894115555276723,0.2455231363555316"
255,"0.5019578393025289,0.23246030572383353,0.3278831534142925,0.5816216730140722,0.14196138983965617,0.5454769995528759,0.44118926274048414,0.4497254750268843,0.5268592342075018,0.737809938520782,0.4822856151752499,0.4331120847032695,0.2673707056494831,0.43704240997549987,0.23317016445514135,0.27876784154228856,0.43851718536806295,0.11870060300855154,0.5275846736686153,0.7520366574247553"
256,"0.5307073362487407,0.3021944215143532,0.44503279727162476,0.5368846108195984,0.6811744303346556,0.40238514980490114,0.1978468816849085,0.49470581177010897,0.45990479531257056,0.4346711251116113,0.36772410632047403,0.34062069841313153,0.34380093673462575,0.5500219067941611,0.46770075262269134,0.5323052940917503,0.3198378698568357,0.652553044290349,0.37723508436641673,0.6737479853324184"
257,"0.22836652776533833,0.20652431765736376,0.3583193963165145,0.22265903474287704,0.7791492465678731,0.45493639738771985,0.3105494382434958,0.4357146097698829,0.2779072927184704,0.2162193730021318,0.5096288886813686,0.5857783399282427,0.267617519561024,0.5169422732176319,0.23632969003370385,0.9095473104221302,0.3549165922300172,0.6916887601989463,0.5386055380664231,0.887431109141558"
258,"0.32422560115616594,0.768108936468201,0.5407562448013472,0.49810135029699143,0.20298408527967243,0.5434249498668793,0.24994321984363457,0.43172787729262907,0.14441049535885608,0.49402845004835244,0.14477178300869628,0.5126879348994114,0.4768341625276769,0.6696826867036045,0.2721469298774206,0.2084983428278201,0.7020727159632875,0.4601263769731004,0.3453481175207692,0.5249451312047986"
259,"0.7609049118279906,0.7404923541806808,0.4855295056362476,0.6376454135287432,0.4927384163583123,0.30554219963776513,0.2653448228680749,0.19609395535462248,0.2813189810452134,0.6564721739373769,0.693207618918579,0.7589619321794547,0.2517024708244773,0.4666403737352937,0.4652477378325707,0.6204166722470152,0.7553131942271851,0.6580413767603341,0.5864835184267775,0.6468258069480379"
260,"0.7380141583366198,0.8062215336684329,0.4896497318853362,0.43200272994416444,0.59471405107331,0.691373010478665,0.22823485237366314,0.8817324862678556,0.6606699402665348,0.031117912612833254,0.2455912035728407,0.8819173028238577,0.6076577796335633,0.9286921462455416,5.7729554352237145e-05,0.935921463755446,0.9873611648004456,0.5479350009629891,0.6385250904283964,0.7360223378814308"
261,"0.21968636841114225,0.12465534917472046,0.2990928838993491,0.27897462392339345,0.30840250467815616,0.3725786797774074,0.1839064849152456,0.06018450565578181,-0.09698492677168485,0.25432537060435756,0.3279385610537563,0.0024542857399093847,0.1717529256260391,0.005747769439433107,0.05202412920455607,0.29673562798507286,0.17703169030395913,-0.03456050271033656,0.1994629647208563,0.01575215911764795"
262,"0.6255392953181403,0.5020140339945707,0.3179662546970377,0.6054916509416907,0.3408010773237866,0.2593382940100275,0.29492403539229706,0.5929721480575822,0.37599388816765444,0.7161827206944763,0.5010040879938746,0.5208064011521317,0.6248247902743839,0.3429120299609157,0.208449080277164,0.4628512239630681,0.39037240166520926,0.24424875094223947,0.23532187267219606,0.4693456494202534"
263,"0.6780752604503762,0.5482040427524204,0.8040408322532989,0.5798519303510872,0.3472427015539435,0.5760307849909736,0.38696733399689703,0.31140094181919664,0.4853419876371349,0.5513876646038176,0.6425285979293366,0.4234190507043528,0.49531390968249206,0.44423760760036496,0.5649229159001622,0.46443090294599915,0.5925492051877641,0.3928616143608563,0.3545972882731549,0.5455486097511069"
264,"0.5371485859239663,0.6515559710717919,0.6359181079363849,0.3667211464176109,0.5194758551237137,0.49873069349392235,0.39545395395372535,0.4228111030316689,0.654862314185395,0.7449957288956296,0.4903518280254239,0.6189178779884886,0.3367101340400589,0.2727496577687655,0.5416179883975012,0.41088393229947007,0.3576885903510234,0.5245907862795267,0.11587886224675817,0.41823740664330655"
265,"0.520305981162024,0.22729047277267742,0.3893445520516914,0.5512604794850956,0.6361150684477925,0.17402208600453828,0.5608801016692364,0.3611310789726025,0.7862047613439178,0.3477704197274758,0.5412919608645801,0.6996013848784162,0.6333781234568392,0.7689985581609003,0.48061486061344233,0.5843951939040049,0.42861872167442877,0.5809617328517145,0.29813627923525293,0.5614947443151982"
266,"0.3400299159868632,0.5359287704211402,0.552777419049802,0.6604403492869945,0.8523482813811386,0.17739371338128457,0.7468616513356924,0.3042157051757433,0.49851150071877537,0.28400122168514064,0.38197814380318373,0.6142057672959098,0.5801366808158896,0.6861306487003872,0.24810334705429882,0.16941310705827375,0.21216592461315129,0.5263845963508836,0.643226161020878,0.8198663534448661"
267,"0.5355102628278304,0.2862196506041347,0.559539841373587,0.46843591879950247,0.4116700377400898,0.13405910119108408,0.3246520882779015,0.46788408680016486,0.3368221314724195,0.4223348779152718,0.4496257062170125,0.29478502669756834,0.557253869571278,0.25817707793316796,0.6384938256518283,0.23328023834001896,0.15601581305223375,0.408183522537593,0.3636307551736649,0.333041763718948"
268,"0.3266301825567411,0.36091272506893285,0.5588217068949933,0.2652271187801334,0.2509903026839095,0.5948462321193471,0.5601593806412717,0.5862242617148737,0.644282629852162,0.5204164663854878,0.5493556421986066,0.6442397969088856,0.3638067396541471,0.20479249070871208,0.39032585855531693,0.44051171549653767,0.5497674867891714,0.20546976092553865,0.6788151944691185,0.33435332992217504"
269,"0.4726303026987029,0.5918852780253954,0.4369389046318148,0.5418606809437924,0.23355255652662496,0.4607637321626429,0.357140757993219,0.11130168063967744,0.3080923176124168,0.49689788257914724,0.370997342183958,0.3904861042561393,0.2608753765817099,0.48975602776242,0.4853176520523061,0.0539257990168161,0.4608938441754147,0.33483680359173124,0.09339934208522488,0.2943599026379214"
270,"0.7823743980152328,0.04910980385202135,0.5317181175567797,0.9191873183952347,0.4298633959834729,0.5749959131385455,0.5768520679702206,0.7271568091405181,0.4071878108816468,0.011505275946550486,0.9462054559958312,0.9549748945618655,0.02810111085086464,0.02800336964599981,0.9109997771372303,0.8233588229615448,0.7576734694922626,0.4330069606026189,0.7389565696389836,0.14977503415091853"
271,"0.3724398236764217,0.2297309982450423,0.3457618070612581,0.17882718517629792,0.5027654060871191,0.4969843277833305,0.39416939179700144,0.15748852330491,0.2768870354417768,0.3197696154345323,0.42823719091750434,0.4110704671975457,0.571079671712585,0.1799279705798787,0.4287823842482356,0.48114684281007136,0.5389131703130161,0.54738740659768,0.15006960844153427,0.4554008116898351"
272,"0.6153507266971985,0.45093988710096966,0.27574136412308853,0.6103608390782792,0.8089457421366143,0.5849995673016782,0.92955355015323,0.35502276282167217,0.8094065522727026,0.3773359403176761,0.34589371510256406,0.13701419562526929,0.568127995943892,0.6339167117783707,0.33181738449292897,0.3778710810655978,0.7255472369646246,0.2014874791859249,0.5029749710903069,0.25507956940628745"
273,"0.47105629716713665,0.5374437120271535,0.5140700519919643,0.3363865623242056,0.3683270571108795,0.3563258579546367,0.34928523443415405,0.341633604666451,0.16831424929883615,0.35137816881844025,0.3651394090684245,0.37686086844042127,0.18744814159150422,0.4979457754264604,0.4506923603408694,0.308166780997919,0.5782604543454378,0.5216752946632389,0.49146596790132574,0.23269299623093867"
274,"0.581666843915316,0.41772881553088403,0.390243234202675,0.534282576197975,0.13402190562032743,0.39181097467050907,0.23144175290061297,0.3686350349406647,0.219421400906553,0.755284043769786,0.6267966574675404,0.4446023358109245,0.2605277067200488,0.4726473557031002,0.43419730489310676,0.5154706939975742,0.5214578481516294,0.4762138706301175,0.5066797355919368,0.3080624130747552"
275,"0.24683148324074186,0.8650162812980783,0.4994284661917051,0.6170774475769217,0.6213049280302262,0.7582959368577694,0.6082866312492936,0.634452972607101,0.2817742897315518,0.23407124154705386,0.20682436777146787,0.5809817280098435,0.2726680331795308,0.5581981562604489,0.616349414382641,0.037788618699062866,0.22497879385543615,0.4817717449943826,0.5758070460535443,0.46522070601181126"
276,"0.5306045582583137,0.16195016932221817,0.5313889116670257,0.21205342041188135,0.14472103026948802,0.40841595992124125,0.24073875640180642,0.38077323636689275,0.48896737800670986,0.6463293107000702,0.918053147564747,0.23557862105874228,0.4440354860744996,0.7867861021823053,0.6456155507639669,0.3888052573680658,0.9426399092747891,0.16251681219790792,0.6558115989913587,0.35591873935780627"
277,"0.46925733171898276,0.5217651037579799,0.4963403360683151,0.5930996383746993,0.6219356153831024,0.4186531477056948,0.3529140742561177,0.41658916188172146,0.4353621230467559,0.6747809884609298,0.4419301338266236,0.5196054631457914,0.5379466160122053,0.6617146698023953,0.6053731935726449,0.6054392783815089,0.6104745422906643,0.44598954254730927,0.45785487314685946,0.6694258196621806"
278,"0.5802653594284907,0.5609102779178614,0.6459303525872828,0.3526028838647987,0.36758945390639725,0.4758737226309094,0.12978441004252866,0.4342531954844342,0.9147100004520466,0.7635709975683849,0.23889776916962005,0.6059922074597125,0.6166494794673621,0.18691571048845254,0.4878479194183266,0.40324687617190097,0.5106826528058037,-0.054322911896663516,0.48416274328669445,0.46972575576459513"
279,"0.23990704879152422,0.2799283488836528,0.29567538679051614,0.3188306264682914,0.27054996684297333,0.36114262379117684,0.08834279050965464,0.005460887162752148,0.21820128247336104,0.3707306341491927,0.1620010727913151,0.1858170129219329,0.15474777545319165,0.37906383800171434,0.2718946119480065,0.22255354874787,0.11884212575528082,0.20289763416227144,0.4001763256305544,0.28309614710498904"
280,"0.6251116503004521,0.5811020203089204,0.40591378761111496,0.45812694487404965,0.37388853918048853,0.2837678281373517,0.45198899185705504,0.4815500877583777,0.41346612305415853,0.41863076298924423,0.4370278936078577,0.2581655154865015,0.5116173472562787,0.2032678419583503,0.42464136628282717,0.6830348238921632,0.5473772569158998,0.42396680308397083,0.4707484791564634,0.21491940662998935"
281,"0.03248116246039353,0.08979514060695287,0.2839725915843147,0.5227144468545646,0.35371314544264565,0.44513818094405716,0.2551006900465744,0.1869398236314483,0.2929155063009759,0.40144138972851384,0.5187551276054082,0.5190561056420495,-0.03396906620484347,0.3577445517120111,0.0315815386753334,0.29506421204834743,0.15928960334653297,0.16981015092098867,0.3383366846442498,0.30896874236736405"
282,"0.227993388996947,0.33328014195647715,0.5284730694671325,0.5464755061876133,0.6724061776631406,0.13083378725511866,0.4639354293316101,0.7166568457426613,0.5722823316020281,0.4671158175734952,0.46255984541077766,0.6087787025133391,0.21886715449285069,0.7731644050459783,0.5475200239398041,0.282363857437269,0.6446097313909067,0.652180390028246,0.2282547520574789,0.26413267321267825"
283,"0.04344524001048089,0.026623468579916154,0.25042433278930876,0.20419757424347895,0.8649950114365024,0.8942391256042239,0.7645910466640318,0.21251826801214135,0.7528124363894656,0.9391730808557891,0.7710831781210404,0.5561461733412169,0.25343639710996047,0.7414476838851335,0.1582557892882558,0.4203911111088666,0.830176631484876,0.762068657123675,0.41229138489989337,0.5517889451499665"
284,"0.45782425159979323,0.3726948881992765,0.485117050340433,0.17373280948872794,0.2339808749762113,0.3145524679048975,0.05985067421154384,0.36665833687392435,0.7756835853804103,0.5779333360519385,0.25523960503581034,0.584830290663804,0.5759329925083019,0.14518371025854093,0.4145410518113939,0.39067493167631395,0.3355469132817512,-0.058199397084003505,0.33887534081882764,0.32406879613777223"
285,"0.19098021913010588,0.20955564887135988,0.5328992116920499,0.5571145438331665,0.6107206016190434,0.37072097010305827,0.33566785667565285,0.19873626077237402,0.5321793027248816,0.1728301039526918,0.4599112061949859,0.5959013357844292,0.4595958035269979,0.21269100726923132,0.27569967553711433,0.6157732594395924,0.22486295653078703,0.18043416277153762,0.2799640055208448,0.5035378200906017"
286,"0.5854352304515484,0.5301174872849193,0.38560919958065315,0.5539879861632176,0.21760595529426952,0.5746139934541521,0.42266293750410094,0.5823031308861236,0.46849394476866757,0.5978069725104789,0.30568638929737685,0.6483920225686316,0.3124191590608981,0.18985020261313254,0.22385555847753702,0.31765331047762796,0.3987989368366657,0.2038316675740998,0.5862457250091008,0.515741151053619"
287,"0.46870699526562887,0.6032238424494235,0.3486768986643162,0.4582521837515787,0.6168363869726553,0.26438449703530287,0.6019948502292909,0.4918255815061224,0.6686237747134428,0.30094346627471036,0.4965904323797847,0.4225416993486712,0.3195765087270178,0.4122157586001989,0.600642210375672,0.2325189992117018,0.8885090167615588,0.7292111435312911,0.4128332595546557,0.23802180375072007"
288,"0.3006638126300162,0.3464387098547285,0.2246217438365314,0.42398608344132566,0.5158214955808107,0.3501840508074529,0.36819730811566026,0.3713327687795575,0.023984612406328678,0.29791164696708416,0.3707972689742373,0.39719363064490526,0.2488121655680829,0.3803284458444919,0.4691268811320329,0.44517757866495883,0.25421755010907415,0.418769101073374,0.3361597249388759,0.5190573503771378"
289,"0.51059884890644,0.45100221738806234,0.24030184167406043,0.5196544476716809,0.4072376547308869,0.19180134349970993,0.6703088211542532,0.38763734814010686,0.6519183544249202,0.4397630002074043,0.4451248041064897,0.4248604532253332,0.3712310224097933,0.3184469347860251,0.6714423051255206,0.24941024317985627,0.7954800561796517,0.34274664367169705,0.3842036771589154,0.18149567875902217"
290,"0.4733339845551323,0.7088647761333213,0.33992585961184474,0.7199117843175661,0.39562579092103367,0.599621043873,0.5628279368880682,0.42376952555264424,0.19225096453022913,0.3462634619828765,0.18530398884936006,0.5478681262126694,0.5409533095915317,0.39100574977550645,0.17458069424875322,0.5877020519553455,0.18967025957214703,0.3359546306449896,0.3188866773414916,0.2600815907861785"
291,"0.4703946388953534,0.10074117918003855,0.4799728905318048,0.5375195868058797,0.44253645540376174,0.7940488962443263,0.2279231989699273,0.2634776426673995,0.5715272182109555,0.4365537889259976,0.7447529536252905,0.12178730003570382,0.09791984336568382,0.5272787501726994,0.9339319387430315,0.3610623519037922,0.7838592028833836,0.9014714850139944,0.01920256175499835,0.8838733573920152"
292,"0.5583365464689978,0.16446548222077575,0.5574616106859245,0.7880461213226062,0.6095201284816291,0.19875425553252057,0.6370153371209736,0.9797124976598929,0.3050034351127765,0.6488112510520174,0.10280319978709296,0.43009291494017116,0.4150908377169373,0.5706101896630857,0.5181537860667051,0.30678926997659917,0.45250621742395514,0.2259010707732807,0.7510750745514481,0.41302232885507856"
293,"0.44783912061669406,0.6196343472780891,0.34697211237888137,0.5364442982782907,0.6337638126485866,0.6323830249173181,0.2672640353771153,0.52047289751839,0.3174229239099564,0.40657463096359153,0.32880834610191134,0.43421589039226177,0.4170938371148517,0.3787691292324099,0.2943426920348177,0.36053390122928597,0.4933581461928865,0.3144672877189638,0.22470488036213987,0.29312883984864807"
294,"0.29797078424915996,0.7513878306746575,0.43548923043462473,0.5018257998020538,0.355456894401852,0.4766079112963541,0.5701191460846273,0.2602536157851357,0.3668131679624752,0.19758573903784837,0.27702805165098804,0.20094546845977893,0.6840452147802737,0.18313364233910748,0.26356090858691694,0.29521468520002186,0.5199001169946694,0.646294490600648,0.32605561148697,0.4192147890032327"
295,"0.4165104784369296,0.5310551891676204,0.5479548606815039,0.5595304064375968,0.2805266383775016,0.38651729222097864,0.06914585286132317,0.685478578440716,0.48685456922386305,0.14226117471615793,0.1615421663874065,0.1764916339523392,0.37517111613840115,0.5746763306956041,0.4970236667650539,0.38895280035654506,0.3633464415503822,0.3075160677920112,0.4781347384785528,0.5407515694370616"
296,"0.20538096102130418,0.14588859132386806,0.4431679951588242,0.5182912203806341,0.601518708014479,0.43920455076636294,0.5802294458368574,0.2555201687333065,0.22123087898238383,0.4947131879371624,0.4120021354561526,0.2502385389872378,0.4075161418173197,0.6024782567737468,0.5102064721058958,0.5263059681731769,0.582926134125387,0.46112046683577484,0.4866560963943365,0.44247968412711036"
297,"0.4273015431955993,0.42505717322426184,0.19415594406742795,0.32858595280766845,0.25608004648808147,0.4495643221478335,0.6225773115106998,0.3763011813114513,0.5784469736729088,0.42097685248090555,0.5359905902429035,0.15464501437348072,0.28669412049455767,0.3533343088765508,0.5447788921330089,0.5244825175449693,0.37176077595437745,0.16716145194880683,0.05243788915158125,0.16616085440314318"
298,"0.5602486649516046,0.33053818991449946,0.34370089721345726,0.31766993188535614,0.4221817355424232,0.21455196220168243,0.6326224846819062,0.5737034718410763,0.5431533395542463,0.1290683578319698,0.5696325568421191,0.43822787632333915,0.6716487470850219,0.48270462348400656,0.557458455945546,0.5608919915045266,0.42687059017124646,0.43296967690120175,0.9017612865620979,0.604434130415755"
299,"0.29612913814674097,0.15281928698049468,0.5342673099573533,0.5929383974616037,0.6111665121523009,0.4306295581895804,0.717991040504648,0.5334517517471021,0.4163855403958993,0.4602605748117199,0.32702496782436047,0.10216271138063396,0.4519984177726788,0.33244612601955137,0.1358481130693551,0.24151866966970562,0.0592430855665122,0.35011400969159123,0.609065391134725,0.6956011533735038"
300,"0.4154186986960558,0.28346366800691564,0.45316763204942656,0.44198513513917553,0.4468094302377456,0.4555529867388242,0.527691669643482,0.45112923793198656,0.3302086443462149,0.26953198048611965,0.3453238774661536,0.427036587738734,0.24817903310414646,0.5517995617058746,0.4897383433643945,0.32045175272574483,0.33903455931681015,0.48911341022859217,0.5349260136691366,0.48794219211598133"
301,"0.48712970934558475,0.38874656267801033,0.3882673158231473,0.628684456051923,0.6594240970440813,0.3863754538495638,0.4617794785986741,0.6228033823989151,0.6826946978663109,0.5037109573196552,0.6033204237405909,0.46203711877219317,0.4843481112372198,0.6635828328589035,0.49564785974753767,0.4085729139489795,0.41158846808203375,0.6953288001250965,0.7367762683930396,0.3536090406282017"
302,"0.6104311916197822,0.11598507227240952,0.04432634001400983,0.19598081434429016,0.35319929505189035,0.37740962386966276,0.6593630844055619,0.16580176171427943,0.23617300595036783,0.061681887843203914,0.4235171466658196,0.4657795087086092,0.325379147119308,0.3792635613904138,0.6853384353215559,0.48782682807940103,0.07513168929102786,0.2774414343804656,0.43035596748981697,0.4426767364534068"
303,"0.7612176217153984,0.8739962781078494,0.6123805609796606,0.5276268258882975,0.37364846725421336,0.7787028622773996,0.43749056206560427,0.3894503602366543,0.22812981720363973,0.44210973671699233,0.6019994782767347,0.21559152327888298,0.2443138800778857,0.39105501168684836,0.25670354823098523,0.32959454135355665,0.442047700539807,0.6386751658569708,0.3237027881668367,0.733076315031706"
304,"0.1642840896391387,0.5123071255416458,0.17963200408504432,0.5008752143908118,0.1599393233145782,0.39755780747381225,0.27882199261424173,0.28854442760715215,0.40138745970191664,0.25643841285297764,0.37148848482453495,0.18978246970793908,0.10468954154891841,0.4374449176365859,0.39356327824393456,0.32069899613474523,0.3360646053629362,0.4691823221129504,0.3742634444998357,0.49928872076354314"
305,"0.5099740080098871,0.4973181561831409,0.44152852602590653,0.35855653740454274,0.36200109792528506,0.1668224054184469,0.31645916906153354,0.24577567893474248,0.5049246033098804,0.38722379709052906,0.3367512686278236,0.500273022688109,0.4428494103481421,0.23878360574096363,0.5325820817988836,0.32184110154755097,0.2571579387138865,0.4316163813920273,0.5676938985169084,0.16034254344153043"
306,"0.686078685371782,0.6090539103864295,0.6131629294518126,0.719728602465039,0.4627864340453258,0.29084592308350227,0.6681132059387078,0.5577313955068577,0.5192777646102225,0.4203735089643763,0.41000012335774766,0.5962351138955849,0.2538525204359723,0.49964140769627313,0.689383551452793,0.4433253920232109,0.18047683569473238,0.40803939674611794,0.5846469002735263,0.6432600645375383"
