,item_embed
150,"0.3225383308121975,0.6130078302038128,0.30747189218530496,0.5114515053767745,0.5795357794802065,0.15731021169173992,0.8894176449631862,0.28217303165194263,0.6745247315623515,0.5230282698652492"
151,"0.5620612319475495,0.8950659339395243,0.72556554966555,0.3784087059182557,0.6920206318626969,0.9110993412764596,0.9790766712919101,0.37193009231144925,0.637124273208383,0.4640849755666625"
152,"0.8686913258976421,0.3975664014239529,0.3174132346540085,0.46248485303851294,0.5597554258903941,0.07877062005354768,0.196463044504022,0.16972497027823408,0.2675109665996205,0.2829639832549044"
153,"0.6372078249421183,0.8433070818337216,0.4017368181171069,0.5801687764870593,0.46235887713482016,0.9198550648896175,0.5237474518930931,0.4326829116737346,0.8964450457796824,0.6985401199232358"
154,"0.38732212726926474,0.2950345453696915,0.23551502668273364,0.3144813004093086,0.40723474782106844,0.1283968815716704,0.42533405612337616,0.1378991491292546,0.40227228181796143,0.067203861221829"
155,"0.6374648352887351,0.6432174153547577,0.6995318051607904,0.6831782676859266,0.6859693197799942,0.452383101604121,0.6807873411259314,0.43573614843709757,0.843464538203131,0.6418624331232932"
156,"0.7510122836318688,0.463776425937883,0.6188677597126473,0.5300786775169212,0.9270708300442306,0.8507011092721589,0.7357121729272308,0.7219366439889119,1.0191415894742952,0.4831258648756813"
157,"0.3650807802201939,0.491808945248529,0.9728541749662628,0.0682018232569171,0.6484069006904081,0.4081890607651191,1.082687106467698,0.9162300581944136,0.7866853308154936,0.66792749482566"
158,"0.8023592972352623,0.997398679815003,1.1502758686652956,0.5330909825837497,0.7395460676503666,0.3258145145141385,0.3467907135691725,1.0437303572668637,0.8339640929158495,1.019109277533972"
159,"0.7495570718951666,1.0556221148839438,0.4761732194556105,0.5979823670122613,0.9961777570570286,0.6237711659185634,0.7089459130697636,0.48295285931780707,0.6101704196371831,0.4897785962755493"
160,"0.31733559000102346,0.632732667427424,1.1330012619598475,0.4964388536300672,0.5749529612918582,0.7846857106442535,-0.05332491579041781,0.35877539326661156,-0.036412934326652414,0.80601036606814"
161,"0.49830455265365603,0.6601055473093884,0.3301155872683646,1.2995517251252435,0.7760999612276742,1.0311079600519708,0.6054477490242522,0.7305870485161652,0.9478632471208386,0.2850592874906263"
162,"0.7510807414067333,0.5115691444642753,0.7682443060037496,0.7153072943881781,0.3879837286140971,0.35926855942173563,0.29294148649505725,1.164685132586688,0.2998210526325691,1.118257495316286"
163,"0.7541904361446341,0.7918997000895647,0.4782741633405255,0.7147559825147163,0.8770763222539916,0.71240719064426,0.5856047436100115,0.914174292049547,0.513412022424802,0.4476854743886666"
164,"0.9170136589835357,0.3738834164369072,0.5671659669247865,1.174169322766307,0.6538805947414118,0.5944706666355983,0.7969726199407388,0.721332121209504,1.1452811664837863,0.681710313341242"
165,"0.5478478812445493,0.7386029787953394,0.2051405460117906,0.6536287502622965,0.29750891061786816,0.8633062934666185,0.6951612984003794,0.54898022421834,0.6219456944975046,0.8068872231057953"
166,"0.413507268554831,0.2663164687371838,0.2809573742165474,0.34967870863921274,0.3154095201558374,0.25135800497569527,0.3350613353661572,0.17450305816513365,0.17076445938807422,0.3237309915506846"
167,"0.3334315969143135,0.3265673795830506,0.7642634433478642,0.3025205297852914,0.6775678380339438,0.7899554877567277,0.624925817505695,0.8682368074649356,0.4633335719685893,0.5208362828083232"
168,"0.8466455528184055,0.6339474329994211,0.4261619363186354,0.9407125053507966,0.709541226728125,0.6402023195336198,0.8488916742737032,0.9008538135598952,0.3531952652289704,0.48428282463449895"
169,"0.7133067239272617,0.19492418202077122,0.9599434775430351,0.5717782905675366,0.49134873124123457,0.8895679233741913,0.681275934753176,0.6728838638743052,0.6137981853190165,0.7038135463714491"
170,"0.30284542893660166,0.502482082980811,0.5403373188363597,0.44410073203226247,1.0072199454709672,0.8770136308850688,0.6648636050498161,1.1170616256433084,0.8880241156768766,0.8534527675644671"
171,"0.8342885972866718,0.24667873890414824,0.4212794501425724,0.5869890619220133,0.6987178276822146,0.7101863922866851,1.0479633670347992,0.8219814758202943,0.9146516624928426,0.657376482491007"
172,"1.3922994112646472,0.7840630670399985,0.7513682928929724,0.38077600085114716,0.9698603168981603,0.26631943558512805,0.4074229237351503,0.5764107753478397,0.6471900693396051,0.31491805422256847"
173,"0.3782857719925036,0.6105132077828572,0.66874358691214,0.16882526339631004,0.6301619962030036,0.8315920854224087,0.6526453946856727,0.9922203583641519,0.47241462808676515,0.5255489963553811"
174,"0.4636608732206778,0.08426111090881093,0.1279920685655513,0.18097929915574615,0.6909876693768375,0.2997578836457014,0.22300064027852598,0.17186340876636116,-0.16562329156732208,0.5387066358938838"
175,"0.8049495494784246,0.6202921748921697,0.4575694384956541,0.6340695683988883,0.8796561651847965,0.3638806981006158,0.284411601193541,0.26845887760126513,0.608230883734841,0.6476135444796176"
176,"1.0579397786229312,0.4773372816630242,0.5028736922966575,0.7755908899505766,0.7281775707566612,1.0488996929277383,0.5730876716995972,1.0837933679043776,0.3127463600836535,0.7863912255433863"
177,"0.14764347641011172,0.36184793352958705,0.679436263483878,0.744465460113585,0.4547329132601178,0.5242062031707465,0.5897444885385171,0.4177775391435785,-0.030363901336851077,0.24706438603648714"
178,"1.0992161966229492,0.413371742077751,1.0359666861387848,0.17401501909362246,0.8565164840580345,-0.006925182908683536,0.5116772049951375,0.9572936169141697,0.7557093822319209,1.0424617098367774"
179,"0.43940887572858767,0.35904806230905073,0.4829993446287201,0.3566918713361526,0.4489859539985117,0.6078019285846208,0.6350893082223981,0.6478714276168316,0.9317434489697902,0.8921715108325133"
180,"0.7264328631866157,0.78181730572405,0.2115059453416304,0.5340021988283904,0.7289694536492756,0.7914259121534596,0.40829980939099797,0.7429347947401944,0.6317668544721196,0.4956632769350288"
181,"0.43819483228114336,0.15646248364748033,0.6316020557121304,0.3915350120676223,0.40453440764665577,0.38204795427190247,0.25108229702213697,0.368702639777869,0.49678327713745235,0.30811484172316067"
182,"0.13894903128187042,0.6531252669267484,0.5904831932947525,0.7551594538861414,0.8004697671961497,0.15386032685410678,0.4892498305267856,0.97516806935231,0.5696940182882144,0.20157808964977506"
183,"0.23816818069067108,0.38050866712186737,0.43846310442873604,0.5705969442982463,0.48307563542826565,0.43776360078607385,0.3294224696056025,0.6502714595505522,0.6725326730256563,0.644197346516554"
184,"0.45310567720475015,0.4494019860930859,0.5829481063610431,0.3438287153517565,0.816146758849606,0.7368016438075685,1.1779874745838017,0.042142718634075406,0.6364745652859075,0.3804949277882843"
185,"0.25619102688373596,0.27490334749111933,0.7501934768361963,0.3745568962669924,0.844939100961304,0.49451760986555193,0.7882913691981179,0.2435147958068251,0.16104320382692627,0.6597232980249657"
186,"0.406570319330342,0.5416630633801828,0.7264288589312963,0.3856773350574468,0.6544505214350945,0.48242276816581997,0.5614071187502956,0.4410744122805907,0.9526603674560281,0.8812184037582836"
187,"0.4769003153294442,0.3741065684928212,0.7397502147698702,0.8677931204367838,0.9834752503592066,0.9259478816643163,0.5205484357749277,0.726726154001272,0.6901042505714395,0.6508369132174499"
188,"0.3721664942231497,0.8657301205856088,1.1788354562147232,0.6363523800179488,0.7357542096031654,0.8201880212282983,0.46346599557374524,0.5230392481844477,0.3810485859393519,0.9493146928300268"
189,"0.7094858037105909,0.5747700453328941,0.5848877257074303,0.2762697715443369,0.48518091638917354,0.10502678751318686,0.560502136712192,0.2758881736460824,0.8100181185818066,0.577033195873907"
190,"0.6469700617352516,0.3431888561907979,0.42288650870369465,0.5568405043351203,0.48535074396885874,0.6757689338463131,0.4843654695226932,0.6865330331935522,0.3764310329486269,0.36910019887992296"
191,"0.3799229348303761,0.44860304958839503,0.6457315692327175,0.584260561075575,0.4208742536188042,0.600636446357712,0.2696748945549121,0.29325932388650655,0.2698287346265634,0.5505329852818638"
192,"0.8027031660549186,1.0509276104607823,0.5837183159580586,0.052870208832431695,0.6672272918778549,1.09852428805505,1.0272083734179687,0.05962848922232245,0.6783613822832958,0.09710518988178113"
193,"-0.4138720120767656,0.5271986787279539,0.5210286409783824,0.0190617520218905,0.64929491066801,0.6553779906148377,0.6649167148797283,0.9005260538761799,0.8310601859093752,0.8366714100745732"
194,"0.5111510996392086,0.8401396888622135,0.3447666967150678,0.6256080607358868,0.7445988851888755,0.07892918417074393,1.2502528289007733,0.3960604752670869,0.9102307018618381,0.6286502299186706"
195,"0.14431279181045295,0.32080847006568647,0.3502364399673647,0.1710626764868557,0.22575648075019794,0.48666555208367324,0.36534091670098695,0.29142881723959724,0.19963894585845332,0.3984179336666755"
196,"0.42118249759322607,0.8969897772320935,0.9583603108767916,0.7395274065510526,0.5559556140380844,0.6912853530677893,0.668928609508136,0.5310530461246706,0.5192516339520153,1.0052632485804789"
197,"-0.20470767303073129,1.3690146715879428,0.6777560820817238,1.3881183129367984,0.10609593923477752,0.6332449940958821,0.18220080262603072,0.8071757817228634,0.6664185877218011,0.8499437230222856"
198,"0.3732884478541486,0.5590198572992775,0.8374864794636425,0.1567901700015638,0.8100990570008081,0.7735518298624215,0.35328627139949054,0.9462521448085675,0.1772763989787226,0.06826314759431651"
199,"0.3080842082730804,0.1154961838140805,0.5048603854013411,0.42175335273567915,0.5222469084380494,0.3126367815387783,0.7644971228539184,0.39057558174927115,0.32722553067771976,0.19370176466363717"
200,"0.5369988954103201,0.57932635318366,0.8239273196536407,0.5334938971794371,0.5627373158583173,0.7197519261515877,0.46439147032738637,0.6493893327021422,0.6374257246776996,0.6028294192930856"
201,"0.6504372438555852,0.772821190197196,1.26786654472888,0.583598233099668,0.33903451030978515,0.20032949429060665,0.37876398247306775,0.26736788466698724,0.5881669997502914,-0.07503409829873943"
202,"0.28214526684536156,0.9532712066421898,0.8069570398609709,0.4133438501852902,0.8698046534321467,0.15968483649354348,0.24289847213302984,0.09730874855977678,0.33742331625484834,0.38251010258704177"
203,"0.7983876673713204,1.0506615903496597,0.6275562572267609,1.0865627811929737,0.5989144049683245,0.17471470822597052,0.310987677404864,0.8509446868215567,1.3808605165865795,0.700207533035529"
204,"0.792029993350403,0.36484377059563866,0.8708629393855976,0.4667038607888971,0.39201956176073877,0.365095140479867,-0.08624218456194793,0.27775680215149423,0.9047210311673588,0.4818409470665626"
205,"0.7405276833073771,0.1989945848257248,1.0898247367176166,0.5807129022693954,0.6638173609878657,0.7037910648607051,0.3349551394881132,0.60367981537304,0.8387452832541626,0.5036428243513498"
206,"0.41745025354001103,0.415677291239076,1.0736803248912796,0.9525299837988699,1.1132043208405098,0.7143869479181814,0.2658845272214502,0.3950967153562577,0.10388019058017754,0.7718225814132803"
207,"0.8270668719103522,0.6744483672659964,0.47921016263236393,0.7981972782300604,0.767179966409345,0.6468587753279365,0.6003207312943482,0.7127629421235353,0.8195458133423198,0.7049406050278894"
208,"0.370450290421247,1.159810474164215,0.7611746315419499,0.47216262698067124,0.7225171528704409,0.2527966785019557,0.08257254700294085,0.6115714590860442,1.1313895396190163,0.7984639587304453"
209,"0.2705738207541317,0.1316198147577731,0.10534402556741573,0.09316644421786024,0.11370584062979963,0.13420152409942007,0.06304707543313916,0.19596773586449542,0.2643307394718096,0.19949799956349465"
210,"0.45340461620365025,1.2635618638780155,-0.14373908887701378,0.8289042006065739,0.5374530959231683,0.043012812986916,1.790933777423222,0.4756723361741465,0.21795063242179546,0.5006995147483462"
211,"0.5217384451202193,0.46008718136434373,0.6284377439532872,0.28174948813851286,0.5561774305092771,0.9230006388648769,0.5199088447879521,0.24100463049915244,0.8212014918680559,0.9315268919958891"
212,"0.7654161186476259,0.427085493308398,0.7141914698747717,0.5918800121981449,0.4715817125720863,0.29898939088198867,0.4275519871231298,0.2429175247631898,0.7456768085296932,0.3611840475987492"
213,"0.0010742619319387252,0.5233231394820868,0.17096494362354123,0.3200705530008191,0.6748815562376871,0.03663637992958372,2.011727632810441,0.47303963966434387,0.9292164103697259,0.6197737471276251"
214,"0.7392067540932671,0.08996779690287035,0.9706284461030207,1.1648324011675262,-0.05816781300482328,-0.11175193451715422,0.816987948324735,0.34040671372102066,0.9569810754699186,1.0631783962305346"
215,"0.37735385935003635,0.607473328002215,0.6683227129006329,0.16790556055855543,0.6331641738597986,0.8335158921896478,0.6510751636494774,0.9934082821285228,0.4770307740253386,0.5194135073907878"
216,"0.7186736389747358,0.7260302134442778,0.9765007146509727,0.6240054064535878,0.6101250545194139,0.8922486803809185,0.6897038770540075,0.8768351969180157,0.8796131766525088,0.6124777594785787"
217,"0.5966175035014837,0.27843565249791746,0.5047078900902936,0.5945012549562659,0.5023568270405218,0.6820621623533641,0.5675268187736249,0.6056657887960331,0.3164145092137534,0.36981665657149604"
218,"0.738689692894851,0.626405082610008,0.5996412401568729,1.0026294195367018,0.9565653250591079,0.5880912663477648,0.961731425493236,0.919201100846792,0.7671094404103144,0.7223285024889633"
219,"0.28395052252048836,0.48002567454255085,0.667219212312473,0.8097177905357402,0.4214680250959101,0.01585367882288302,0.5145563992285632,0.5531043172791837,0.9784710421354362,0.0470007941913696"
220,"0.5789247234701004,1.109718568357209,0.730329838633272,0.7690886806032486,0.13693921868429842,0.8090207965646465,0.9189680725011107,0.7513451326261276,1.1190327694302067,0.4644239324699122"
221,"0.8470857047961567,0.6132669796529513,0.43375750113733086,0.6134959926860191,0.6881531066845277,0.17438062255999984,0.6634617446067739,0.7276874256373774,0.4549371969498032,0.8069390907765949"
222,"0.7331968459768611,0.39375124024645025,0.4284974774256276,0.7914307261336543,0.2324262396777801,0.4135278077672143,0.716729806491339,0.6200974195485724,0.6486253559572193,0.7102388550656594"
223,"1.0523860975428598,0.8281639807830165,0.8142750799540847,0.8508267665618521,0.6745564537736417,0.8390385699484917,0.42180178887225467,0.39331483591759775,0.5709761990143729,0.7544804501509775"
224,"1.06858279915513,0.6050442276814344,0.5612062855391299,0.8770139096523554,0.7125818547177019,0.6741092688533828,0.7086399675406341,0.6878832037080199,0.7342578751853607,0.6646855972855044"
225,"0.8496663569378379,0.6980153555309512,0.4293175283961363,0.8032663545791339,0.8217420383716156,0.7785716636276075,0.5990282317520885,0.7140911109375366,0.7378564640367528,0.6002110577588672"
226,"0.40215225323567677,0.1624601430509182,0.46464333400561086,0.2348327686097261,0.5069881246340828,0.24653682886972839,0.37912160573597187,0.41175384149305255,0.2355832498482714,0.33812799356150436"
227,"0.43798720048589923,0.3797827666205319,0.8192200331986198,0.8557218919836719,0.7950768400416579,0.01745849100913288,0.7739456051861991,0.26539039319831337,0.3678986837278454,0.5444854079763501"
228,"0.41555699401810764,0.569787793625802,0.720039627467336,0.8425794066341373,0.48480620048701906,1.2697227911547786,0.5085561779080205,0.9033353837417858,0.5415729431932148,0.22950754642876692"
229,"0.4693802541945234,0.5127308574419303,0.4996762737850618,0.2834993430681537,0.5321687791563684,0.6226773681438841,0.5297735041078118,0.38195658224574686,0.44586205830955256,0.27371149720220306"
230,"0.1340198297210277,0.4419842735250312,0.9178248758813731,1.0075386103213704,0.5892369252570501,0.6725691647140043,0.8099681543831749,0.5597028204587048,-0.16258886878376552,0.3009807155841094"
231,"-0.02021445628890845,0.049865298146612835,0.29996422898761455,0.10474426682607285,0.17360056119300263,0.3633243470399432,0.08656985383857684,0.2238570613915852,0.12157600713930786,0.023945599835132392"
232,"0.2756705308822304,1.0323679685493905,0.8852019403512826,0.6888610049128352,0.2673929739757366,0.24827663734463895,0.13579646002729864,0.5648488736550495,0.6075592159883575,0.8662381816254177"
233,"0.6331452678464613,0.519053618283472,0.6243609944260979,0.5884137925753005,0.7720150062924829,0.6482610475133375,0.6164154951027727,0.5811820048387432,0.4169289872454877,0.7706430329449858"
234,"0.6469063295117919,0.35516982468972197,0.23226305547893275,0.34288436984011883,0.4751973172184592,0.1772856825914122,0.593267283415743,0.2895521598810826,0.4418170712779939,0.7562972796999031"
235,"0.3413547125085371,1.0471945854296778,0.9258092899775516,0.6974087803511836,0.8559585629372461,0.7762624424851171,0.4794160345471617,0.5522559906715194,0.36922303949331164,0.9656506031457708"
236,"0.19351498385910126,0.2009796171370375,0.6291359228986351,0.662039257411491,0.8994704230324215,0.27970804801380755,0.2547441453004442,0.8923180724301857,0.45163680922851523,0.8975548809463697"
237,"1.0510028478001099,0.8937128356797424,0.6361850255919068,0.8983900550219758,0.6546843947768203,0.4148832301653161,-0.42262422696935403,0.22978051883698808,0.455508735791674,0.6403379904624136"
238,"0.5528803959171219,0.5649941976951881,0.6337342251321475,0.46192577082276504,0.5037483326039995,0.5082117215488465,0.5703194268934096,0.6620543558149536,0.6473951945210819,0.7686070561373278"
239,"0.6644732370633604,0.7560932001559107,0.6021723573558551,0.23963616252671038,0.6650555974392037,0.7892309802046428,0.30565208277904865,0.16533498155373139,0.6939194981102789,0.80574512295761"
240,"-0.07166559606598787,0.1499672992882693,0.9082929400221046,0.30305079252918243,0.5173904723907227,1.0973340734433266,0.2664990296211549,0.6585415500436362,0.36116736979161135,0.07095274316877892"
241,"-0.04091069549182242,0.26306603546579377,0.5788130677200432,0.6146349981245293,0.8062632419602039,-0.4351605144432032,0.5358729914028756,0.5108086854388869,0.08755226979518631,1.0935533136559759"
242,"0.4321045612981269,0.39351624302019905,0.5160834084720328,0.3184814079899543,0.47785483722828953,0.6284496019977422,0.6767111012769983,0.6173281911795858,0.904801705378641,0.8628868432353745"
243,"0.7406509627977131,0.577597236674648,0.7178686472143204,0.5422965144116944,0.35839560343317806,0.5572940344213584,0.6360660759437146,0.8681575178356703,0.886129963083264,0.6438539422986781"
244,"0.7850135998179292,0.6634367512982969,0.5371720904170673,0.3897318748342825,0.6028670795886721,0.7277224775024619,0.43252676671641993,0.5706586659891584,0.7185736880164378,0.4932104786217551"
245,"0.5308498874053239,0.6896140453728545,0.6015453596782012,0.2820306951424476,1.0249887821628927,0.6091210107627721,0.8100430225995665,0.17712105097413983,0.7106347071344242,0.6171756831214309"
246,"0.9048357965186734,0.40567358450951274,0.7949890580199707,0.4146514972654114,0.18337434928495955,0.7341876708166732,0.11191300187818576,0.8520020410306078,0.04266088029840176,0.5843370545696045"
247,"0.2905373774363178,0.7008191015557776,-0.10135243222407159,0.4747175215166757,0.5373726591505905,-0.059264030679666235,1.4173290100192406,0.2686746386683942,1.0809210312485835,0.3760094458051655"
248,"0.82868728757095,0.675192476363832,0.464584755799697,0.7759030396694575,0.7888843154543222,0.6711560484920952,0.6061379099640712,0.7153775275820475,0.8010592852568735,0.7071658077319992"
249,"0.401199592633676,0.9538762241899152,0.5863729804295214,0.517690459424626,1.19098026262856,0.7188108176841247,0.3555521673590971,0.46994846758382824,0.8562793179127565,0.55714738422884"
250,"0.5272046629291084,0.9867783287881184,1.1321328000949338,0.4766851764816509,0.9589281914842691,0.3292057168608248,0.5981891730206386,1.2587485384443144,1.1423015930633789,0.6794116700259263"
251,"0.9020152280837781,0.5586927162427595,1.2391965186214737,0.5895175944742543,0.7606751155589117,0.5038638040113396,0.6022461423242171,0.5618102309642033,0.5658005050909465,1.044520476825581"
252,"0.5906460941101415,0.5041853014652596,0.4832505895242551,0.79760401315601,0.7646468782755862,0.47511394504108684,0.7673623975887816,0.7297155623859047,0.6160054945241519,0.5784333700411888"
253,"0.5806784868258452,0.7929499247554461,0.7463126972403781,0.44046825440672815,0.4528307678983053,1.3515407899960339,0.8709658933355527,0.7754900501828429,0.6342002354432044,0.7038355828908573"
254,"0.2839587977857406,0.8700799848638096,0.9300510058404949,0.9782364751462552,0.8281308431329112,0.5480173761592668,0.3208583879011183,0.554369933062846,0.7223142469276509,0.684454859345068"
255,"0.7743640664662916,0.35762037198889945,-0.06881911852578267,0.8749442964462502,0.22932583201320159,0.8249887227489483,0.5738689443094945,-0.05331852951696061,0.581809330116199,0.41508090756409904"
256,"0.6690070666673039,0.431554686621193,0.5019675668089946,0.7389468340529569,0.4676695582608667,0.39097260439164166,0.5534720632208272,0.518660905822888,0.7034212859257027,0.6653583888717223"
257,"0.6051431786642033,0.6332872680512138,0.46167102130875126,1.1418477423120443,0.522473768771267,0.8699377725294838,0.5371180406758528,0.4835228140400139,0.5210461029291151,0.9392906844885521"
258,"0.36727485275768385,0.5744589391546635,0.4795590911467979,0.6514438220457285,0.4381379233648839,-0.013527659157865676,0.4575190591076064,0.38052012328139145,0.6048867764245289,0.8796148019332183"
259,"0.023169668681974676,0.1763604385054578,0.3536411041693318,0.6326797468069066,0.2581196347333259,0.17209662032719508,0.7256724655105362,0.9777070014152935,0.7144512479807852,0.2961999877152661"
260,"0.8038512632321324,0.4969310509727277,0.5276199353832125,0.11781681160113375,0.4488767467466319,0.13839614614926293,0.05578067432475594,0.398289345630061,0.4910363245451902,0.024913729964992387"
261,"0.38883860942003357,0.30120955735436017,0.24278491910865874,0.7655663569499817,0.7481580568618226,0.3877720601194635,0.0721383257807855,0.44922242691138703,0.11809595013328134,0.7338420033855304"
262,"0.7262418973557473,0.4825861151910627,0.6761914032710568,0.23344050258426421,0.806353363900713,0.7671534458391724,0.7489600258407526,0.2811951304140858,0.6888283605361377,0.237349029242017"
263,"1.3581772118269677,0.6697383834152985,0.5315073374772419,0.45149593969051083,0.5475194089419182,0.6610235883907003,0.311396973593475,0.9942527181227033,1.3125233645350418,1.009831795355763"
264,"0.4568471836999959,0.7313192211446113,0.5996485791867685,0.4581178246430757,0.6462293299910947,0.771115474279583,0.48122681932056505,0.5870426369119347,1.0446436846121305,0.6667758887715242"
265,"0.45699481426426414,0.6072313253589832,0.4816115503001568,0.6810843644692726,0.42382290570282544,0.533012645382454,0.41388338438715305,0.5397027300451807,0.5334059985576419,0.35791595588251346"
266,"0.795249563053885,0.43170294486148597,0.8097113969321854,0.1567702093827242,0.7168952637354532,0.038670597037053396,0.3944890039229082,0.7970626590909936,0.5876509023136695,0.8490069699939397"
267,"0.4852082297039206,0.2676809927414046,0.9226785430622644,0.37529268560810886,0.7767902814316147,0.4742482642902127,0.42175065501486003,0.5923764349837553,0.3954094727498628,0.22401202719823496"
268,"0.5647893728486101,0.17870283969162604,0.23073189804588845,0.26646299051170574,0.2621361339094196,0.8327755384433251,0.4349554216496361,0.8525180311474124,0.6517738681212847,0.7694465505000432"
269,"0.5885065652772954,0.7287853807996477,0.5547451732757088,0.2470616938835848,0.8162369543370368,0.5954472880569941,0.6706902207678386,0.729375060356195,0.8132714217585124,1.0391219904898146"
270,"0.8087688121303858,0.44600181696084723,0.7736225586343901,0.7955689442102104,0.8847307853166038,0.5292204469574956,0.39229985411686047,0.27829131597742574,0.641794691103811,0.4466654059968204"
271,"0.1810122032764736,0.5702164909697222,0.6155771627311728,0.9459687995298244,0.6813069570811617,0.842651822472336,0.8003268664558424,0.535427270547393,0.5693144545537799,0.6757213927522777"
272,"0.467309140036748,0.45882894070120384,0.39352110701052007,0.9983467737480991,0.5024577361689564,0.8657475464310813,0.4478226260060189,0.6593093649534876,0.7011715550409418,0.3115719346900205"
273,"0.7293871918357048,0.5707378138549282,0.7714852209371106,0.5028255369065882,0.8263291121254251,0.4471012853584207,0.558107043070848,0.36297206205422655,0.5659258471208701,0.8973000398342189"
274,"0.8217314623017355,0.5515947580510666,0.5385771983404785,0.6119878910224773,0.2223150236628702,0.4782254497703307,0.4370407622353024,1.0771937072582303,0.8414779429761494,0.7295299225283082"
275,"0.06416830475803226,0.2048313348472176,0.24930606464583238,0.8558337927281015,0.26032449218966025,0.955046556490639,0.3799952991732747,0.7398642998426967,0.1660901878489306,0.7235245256442476"
276,"0.30771711256985024,0.3463677786709398,0.3487694898092377,0.18596885914579714,0.3800160975543828,0.39996942144293157,0.35100134123794136,0.25800950820933155,0.2690961294048774,0.18247186389044345"
277,"0.8696260876150946,0.39958572015737426,0.31998835749965265,0.46337018940780483,0.5601862266130311,0.07955343632031572,0.20099754485956234,0.16607235093236747,0.26545872027659184,0.2798845005328395"
278,"0.04234962930339169,0.34294122583027825,0.2379775409309785,-0.06912280075645533,0.711478894536018,0.6767383527390146,0.33004201091349444,0.6603903149185134,0.3015018656057438,0.8885138898738507"
279,"0.45430164647326177,0.7346812491345227,0.6025309323141916,0.45753963821843635,0.6477493964097235,0.7707181019972386,0.4829958132071172,0.5820953993069027,1.0441987133187185,0.6639332097488271"
280,"0.8375311164682064,0.5569523612417402,0.5129306412684691,0.8443515320412721,0.7796541570362477,0.6651740370356745,0.2990773749791263,0.2823210941798667,0.6972708296895958,0.5446521011776655"
281,"0.3468356876726721,0.5862091536856503,0.8999540033805814,0.2995411648808687,0.8738311794178519,1.003532089987933,0.6472048881498224,0.3254489811339715,0.10068091432804552,0.5664547036698669"
282,"0.7082198534131826,0.6477574063250872,0.5180931747308413,0.5325055193868037,0.5435092455344855,0.8149486254631554,0.5410995320071298,0.5734754206499916,0.8677383468120075,0.7765728940565191"
283,"0.8164788359182893,0.2783837475490067,0.32266678614602223,0.607989688697504,0.8184361251413825,0.7140216426798279,0.7577691238247124,0.6745289011686842,0.5297789218807474,0.3715532400561881"
284,"1.0792345059443293,0.5203944805609046,0.9358177847144175,0.3253188951251288,0.8479902967949556,0.10898666091620951,0.5920706320376874,1.031334916282752,0.7616807876102122,0.9712406986352664"
285,"1.1439461696618891,0.11760221797907303,1.2341249924994653,0.40661835329118595,0.6526487323243447,0.23963751346090567,0.6748369702648823,0.5176231956392584,0.6458857769736454,0.962059181306556"
286,"0.17934782689250142,0.18507934269849444,0.10577443992434364,0.2222295385116896,0.20424144480328416,0.0581943513834946,0.19195621689683554,0.169101252415789,0.10973608983716937,0.08884692515252834"
287,"0.7490703412791648,0.8071820584768322,0.9023788366230127,0.07947471494625713,0.7784126262349745,0.21752897025800522,0.12474533931157439,0.27978778021103123,0.7249343007531961,0.09452301624771842"
288,"0.8723825660521088,0.6941763281011528,0.3245298365834125,0.431490156783241,0.6466716100096315,0.16889780119990583,0.7915720105438326,0.8268306822865649,0.6238680834023568,0.40435604101376954"
289,"0.8836586966398031,0.23597021695468223,0.8952547006527981,0.5336483693894888,0.7316932763015578,0.3924895804120807,0.09317725929843834,0.8506883589944528,0.8776691188082659,0.9142911079350557"
290,"0.6462904101407551,0.7503819933458312,0.829901834841522,0.418481763525683,0.46907098984427364,1.0317050769612583,0.6241338401128861,0.7725458865912299,0.5717158451638972,0.6802174781322682"
291,"0.6090140460437777,0.8102672941029843,0.6429208896599881,0.9088951331673442,0.5622516681267853,0.7107241000539558,0.5481963309959668,0.7206714517017092,0.7124983784601259,0.4802839033791511"
292,"0.41699755096159397,0.5278172275524966,0.4296385838548484,0.36716897911882945,0.45764151892742744,0.5943976903632194,0.3812369709458817,0.43707569492011006,0.7364085865372665,0.5342282881868565"
293,"0.425714684296487,0.8480493149318955,0.6909655884051188,0.7886470451455986,0.5408505190008616,0.7129976433537139,0.3822708212821145,0.47311420754948796,0.6076547935518413,0.6708896325362351"
294,"0.3722637522338468,0.48098154580535596,0.7129210109742701,0.8582446417354571,0.4204832935747091,0.7461177205645672,0.7026677892222446,0.6548708542388044,0.9887956421530514,0.4561924180288157"
295,"0.6208424098457022,0.7000164346019875,0.6962705810383041,0.36876003278340713,0.7638383783037064,0.7973080280327162,0.7049051549166933,0.5164590094710225,0.532728437236032,0.3551428081791779"
296,"0.5614222060359516,0.06129201583331155,0.7886102111604553,0.9307068355904828,-0.058777459971744016,-0.0937404482612373,0.65191266869757,0.2532438847197804,0.7783859344273286,0.8558267378663105"
297,"0.3285576331283349,0.2449016776527996,0.29676664720108453,0.43208818970401003,-0.03117602191053061,0.20674596938650858,0.2405446688985542,0.45294087647795733,0.20823177167642978,0.31177809596384876"
298,"0.5445928652672224,0.5674669756348746,0.6979918458364299,0.6490380413756694,0.7956104733274391,0.5854050161453473,0.35459382990924954,0.6580973808250168,0.7929823648340346,0.4829534744302148"
