,item_embed
76,"0.8585047309838327,0.2464335296350496,0.5106696335999233,0.810525512930751,0.27489376600906434,0.01839484614542386,0.43831591816364757,0.2209116215189093,0.1602768579121806,0.20418204433492726,0.1918400884019833,0.7720011127117691,0.9086091095465204,0.7334217371303817,0.2545422443180777,0.15802697396329046,0.63486909812916,0.006091904140984927,0.4067107103680101,0.36661756677020674"
77,"0.48782468566744475,0.5273278455107107,0.680040979176399,0.5495311335023392,0.6588622741506457,0.6141142943869115,0.8372487161795849,0.5028059820367408,0.7504062896543341,0.221208143127782,0.3479198372313034,0.3959504784785828,0.441547108487243,0.3877891150967143,0.24601853919986813,0.6532705883490608,0.25197997744584827,0.06293235660267255,0.2320693295199675,0.5824635997557218"
78,"0.9381565239874639,0.24810328175985374,0.3900045249551747,0.76809069215459,0.3049794246186799,0.26779146388074726,0.49217613676293104,0.1451579432932364,0.8226218650623542,0.04793818906158753,0.5805642809708366,0.2573639166734415,0.44854751587659425,0.5566442231801035,0.6773436799713456,0.6656151537636784,0.15280053802429527,0.1873219797487795,0.9947468684198185,0.16781828708878965"
79,"0.32604898753782197,0.2266343409724227,-0.11197815074686013,0.20378207839858126,0.5951179098039158,0.31314335470382093,0.46070753960516014,0.5190040182901876,0.20036172079724285,0.012907628130394012,0.39195129446192845,-0.034274869771201456,0.6296617361004817,0.30539816935907305,0.3282658606733553,-0.04801365645521243,0.3534075223217973,0.06854447822468887,0.32183820443885636,0.0585632954788566"
80,"0.2171788919038462,0.9815509697092892,0.8398616478281382,0.24471266322307517,0.7089889011081724,0.23155271891075646,0.6901428532889484,0.19438502381102163,0.20070225555941124,0.6276105363189217,0.2931754060101196,0.34643278014514967,0.6592497837059204,0.3036045026809784,0.1821798710588869,0.06485922466904126,0.07504074395149696,0.5992829159183815,0.41318892873414204,0.0663410917485433"
81,"0.4550586121643246,0.4118626522769909,0.5528072136803387,0.23874357590971912,0.46176444101988506,0.5898129962988298,0.09256227756089137,0.6618172190036199,0.40415194344222233,0.4707848319701385,0.36254913932426275,0.6181544655515868,0.419664757814527,0.44147810921305,0.4450974153102112,0.32457991971821193,0.3897941909999241,0.498005085168554,0.2850803922148813,0.4345394980077553"
82,"0.34253587550996034,0.5279235807700577,0.5287117816696424,0.7340587645231782,0.22884809524048533,0.2795727317917973,0.467213022932096,0.5429685297901149,0.3861916157500744,0.5294695458522122,0.34138878189113314,0.5233126799164387,0.458182389889993,0.4308943801799106,0.3055041331447742,0.5040362529008392,0.32099796461537455,0.4394906761319397,0.4400314874275121,0.44157487071827545"
83,"0.9421407417837628,0.9706371813242413,0.057256108920675564,0.563239012676825,0.8149710355963454,0.2902924396068358,0.008446142495312947,0.43158487481291297,0.8211488507414026,0.7396826789525955,0.5221657538736598,0.19668877388915373,0.38036609921684017,0.2640476226070898,0.1186106490045512,0.4527426371859279,0.48529504294742265,0.5031666203770929,0.69128000945816,0.5488418017293275"
84,"0.03809082243282669,0.01098714915259158,0.06525280877802575,0.6000894914928651,0.6378220821529962,0.4459387664371839,0.22979029310385002,0.6169599506560435,0.4096444341835247,0.040993120739978295,0.13828185575873542,0.6391639334072944,0.326741873220755,0.10526305371571332,0.5337031460692487,0.11888624138992299,0.717692306422062,0.5169392014033536,0.922618560666261,0.6427339345970071"
85,"0.8668497151720544,0.01511918666006662,0.5578583351982704,0.08897572520746788,0.9679604797045886,0.5192967975989405,0.5359685433737721,0.4020734242357329,0.8932425166430574,0.11257607301181849,0.24392256276031254,0.8058012453624884,0.7791348938560401,0.4694271578758137,0.48865354584457577,0.8542344928850362,0.32386152053593276,0.7519831202657737,0.04741657782604869,0.14342381253347058"
86,"0.6991423993374086,0.6755724510543321,0.11797688952843244,0.5329068249815271,0.30765572808146613,0.2941060736582293,0.011233729321642016,0.2612022599404027,0.312399935111637,0.7866597042161723,0.6052601982690256,0.43678135127184825,0.2552293184329366,0.8767389129531388,0.9548187193083797,0.24262598950559366,0.06101430172927935,0.07523351207146611,0.10300861039787901,0.8955946703395904"
87,"0.6899281790225624,0.6475980390123061,0.45030158041122903,0.11874331835238361,0.5137595630201867,0.31073066328643906,0.12785733116684228,0.004620973039686338,0.6405288681318558,0.9458318233768949,0.6334673549353089,0.6636565193333709,0.7007314431701867,0.9994358499562457,0.485434676077652,0.1902215260319149,0.7060235661415653,0.3963870162549974,0.9521276852221469,0.5849382802931017"
88,"0.1947421309175329,0.1752083086585134,0.13541509241994132,0.1783090794048575,0.22758614118446407,0.264040592059022,0.18114656241354965,0.22801884615545973,0.17604822489028127,0.11119813828486076,0.2439973705427101,0.1887863910591613,0.2275894187855222,0.19351936850543888,0.28260737787355966,0.14480680179055158,0.18881209859535397,0.29057618820768943,0.32009037795812506,0.17456634935126403"
89,"0.15708117781555653,0.6047732782875794,-0.07315073285607607,0.43891979095763817,0.7089775332214111,0.25140089892159034,0.808481432733384,0.7235448455522915,0.5864823086613348,0.35188960818560233,0.3759497853436088,0.19603599083825152,0.6275633695577586,0.3989495973214835,0.5267005851814645,0.21419446150855373,0.6881779010089615,0.3140716525131943,0.4752750309520835,0.20506242004801892"
90,"0.43547150834304443,0.3365631419912714,0.7016428648230744,0.5419237695076141,0.5254287634542018,0.28645228166046777,0.2931898598130518,0.3768957811621654,0.5894857847932039,0.6867061054717506,0.7140274483622521,0.5783303876774606,0.25431177784883685,0.5545776165451755,0.6081029024465152,0.436332123821782,0.5695968294408664,0.562003686206244,0.444659408705198,0.45966116851780336"
91,"0.4956425186200983,0.42997191942048807,0.47914654276337254,0.362223564479148,0.2550916794148668,0.3872492497715973,0.44771184998122016,0.3777986316732939,0.295627862198899,0.38982827838863193,0.31268161451881554,0.4738144872925234,0.19105898119414047,0.29923014472421855,0.431182990158833,0.48588113933650684,0.23135813208424313,0.3551756877083418,0.35006434227560734,0.2920015403666746"
92,"0.1876341604076398,-0.022084606895634424,0.0753810690889785,0.4394806009376978,0.2395437484813273,0.19533260818970455,0.2248867245146824,0.543945384012814,0.06808755096530822,-0.0744558297692979,0.3728756126237374,0.020425678775267277,0.3703492663964603,0.29206232387986464,-0.052912992205226654,0.10351421369777122,0.18379597566407577,-0.05534485005688651,0.0014209035394261702,0.4284694049052863"
93,"0.3874922033924026,0.2365447972793409,0.2810172557452168,0.2975161238216783,0.4485111715192392,0.5819736418340188,0.27388551383975784,0.36939163937302805,0.2696440831766186,0.16493035025138209,0.6186908727362077,0.34730824016308826,0.45143622686901896,0.4025611451900247,0.5448696200424988,0.19868968824767924,0.30000170268714504,0.6965108254383893,0.6879256197683604,0.40076172693393686"
94,"0.5720157206594007,0.3019603994279654,0.06146303880394011,0.900093279516439,0.46247634796923276,0.9178590303714119,0.9847429268668625,0.17496149172648112,0.6602428376782028,0.6893366324777078,0.5555452680786837,0.16348245976956965,0.12675318708979377,0.6320396665879615,0.598935589942164,0.8711023130165535,0.07677811527296496,0.6304783657755145,0.7407347167092383,0.2408508273557809"
95,"0.2512441745539433,0.7271026931051351,0.13307326433807243,0.5561804365939796,0.90300683721139,0.9670005428339886,0.30179531851992003,0.6264930492962842,0.3429585228333706,0.26122382610222483,0.4630130486109908,0.7497870762449352,0.779282639352561,0.6941085088365272,0.2432725538606786,0.7085750023718383,0.9985337107586889,0.339418911535336,0.11568663205078533,0.6574280147556775"
96,"0.4144739656621014,0.5212839944065935,0.35400482847358494,0.04425140723094123,0.7139024718888053,0.7858245137333923,0.65603099826842,0.5435067234746738,0.5266510456689841,0.5296675299876084,0.4462185907998293,0.19887881665304818,0.16215242295562127,0.20686529897368422,0.07226795021699173,0.7070795535071627,0.5202186169433206,0.19585168948037335,0.15518795229060667,0.818127577015786"
97,"0.497817430172253,0.3691774423399223,0.6552650207880436,0.45336481987823424,0.23239241732064672,0.7419916290294278,0.18311332580071127,0.3809441475533363,0.36607522121494435,0.4202606668082532,0.5852468784534977,0.6027276879832342,0.3208807052964314,0.39514722632011323,0.742360546197772,0.5272082792513345,0.29785337537782813,1.0177133376555871,0.8815335141961944,0.6275439193935641"
98,"0.5059639666731779,0.5458944721635313,0.25304387110106036,0.6516111099161837,0.2279221007737965,0.27430907432029256,0.5353194424168742,0.5954501780395194,0.661067833308486,0.5520873941089366,0.4590008607755039,0.38995618254206155,0.604436990348434,0.3567238046716716,0.5447605587391532,0.3708912395386132,0.23138438004748257,0.6666235893712871,0.1588165985823159,0.6601552170440657"
99,"0.25721593236054807,0.2372796253690651,0.26584112902598767,0.3286946067901607,0.5164245056777338,0.3089010710842142,0.45388483901889193,0.40966125751537696,0.31845842995134227,0.1373773821670229,0.4096705901356483,0.41706753553367915,0.14123782981881383,0.09850431645319233,0.34156419622609474,0.46750834999763824,0.5459717317419605,0.40892217179864765,0.37770197725703913,0.2561941956672792"
100,"0.7959185101684361,0.2785598096277698,0.022975885063396873,0.5177305642977645,0.17888464239858703,0.26924573530235285,0.7597584119817495,0.8505785885621246,0.5275280976383081,0.7066502953882006,0.5058675103485382,0.9494044321919056,0.10741583722806591,0.14047324289371343,0.6003979495813269,0.2954456663582675,0.5049248294172655,0.11911344851068029,0.4246506084729068,0.24329892150400168"
101,"0.49264619429675816,0.43103284660873203,0.4781969089834256,0.3643865527077124,0.25531062504877977,0.38238158208229883,0.4432341306878893,0.37438782701652573,0.2976304602530383,0.38848462201407247,0.31665268283941245,0.4749907959082667,0.18983023984420225,0.30068165205260206,0.43385296133505324,0.48079291209325425,0.23274652358984524,0.3597631032354834,0.3541392463936442,0.2970782494922634"
102,"0.2840453272073291,0.46123094117690244,0.43663928267784075,0.636685442197431,0.5940079502647831,0.41085144875803004,0.4961651788227552,0.6490912409714894,0.5113535463554456,0.4703146522922309,0.0861479936088649,0.626852790777499,0.9152952139501855,0.22038662631604744,0.4951262055657244,0.4158508087011513,0.5326310211995255,0.5249482274784413,0.13751466539752982,0.2883023476797615"
103,"0.6593188079491488,0.5764826760405987,0.6380247712721577,0.4804822714484795,0.3387041789888856,0.5120994987302897,0.5933574798022977,0.4990750814486227,0.39107451779904207,0.5221113539835219,0.4231443523725755,0.6295797035324733,0.2581075178437327,0.4007805370223579,0.5776931456655715,0.6471332102532152,0.3126355211118842,0.4747918955775392,0.46968195033141147,0.39171002998753907"
104,"0.5736213039184939,0.5949897622660921,0.3571543175865309,0.25443669091317445,0.5310046602587434,0.6454848758313928,0.3549064643286497,0.21380153224555212,0.4658227767228377,0.3235301006908641,0.6553397023645904,0.4447256927304663,0.5705940786302428,0.3727222173973004,0.34886639601902397,0.39706533341889205,0.41924962844315744,0.4171553746597147,0.24563374723023657,0.376127509836532"
105,"0.8998413412876927,0.5272379260315966,0.8575148651714215,0.38600849361081024,0.5532301842719165,0.258456619459252,0.2919028789268845,0.7244604096964385,0.748621282070626,0.31445850637871287,0.20917748856950158,0.39884613351661935,0.12936310258618278,0.2896732295847979,0.0809862259924079,0.4736142292031448,0.5656369371709805,0.7477050159236627,0.7112377558996319,0.7478670407674698"
106,"0.6748522971623906,0.6651487003901064,0.41056321760055603,0.908723036264211,0.20357499451054117,0.17525881402383636,0.5181476727027152,0.2725373018574855,0.2136721204378924,0.5046400653057774,0.9923536907421001,0.33101394856335153,0.8119650186421005,0.0732300422751353,0.20215312795328821,0.7129004249132561,0.5730636302384619,0.07184891825088358,0.2048298919785808,0.05361687321251951"
107,"0.5879407181742262,0.11477082821895894,0.44579900935008826,0.09569029410055058,0.5552959829798269,0.553330812935036,0.2127023859455278,0.49242732554516633,0.4515740604838853,0.3936659925238049,0.389074104274565,0.6898930736470502,0.40925231484782665,0.2812270477436803,0.6553627907545639,0.8141055745008425,0.4771427494482475,0.43996536535865605,0.45978989037722623,0.7505608547187541"
108,"0.31773059554241123,0.4772524106800773,0.7632114937755323,0.6615821905386329,0.9178195376780047,0.7671498609768236,0.6932029138729813,0.5062053362855884,0.22662524439082699,0.7116936022972249,0.1538459141238837,0.12964955061551042,0.741552740131205,0.32196557193104125,0.5595961428276028,0.21855806723969384,0.2615442930389986,0.7424037924727726,0.30784595758981526,0.9968273380824554"
109,"0.9036192784286272,0.7289023426192136,0.5732685608927057,0.7746911279740621,0.3698556832055223,0.19619104769368279,0.40716810188066177,0.8403654500338751,0.0590813956564783,0.645821438337239,0.149409900057613,0.8136949113999921,0.898776587416823,0.23831238660487775,0.844645175984618,0.8392321601542376,0.032183283577357114,0.48692702949549804,0.17663295862230388,0.5566315847606786"
110,"0.2917081924984034,0.47315404835083885,0.46848876573976117,0.0459792760036114,0.7775691970081892,0.20918805115219063,0.5099372325456645,0.9119264703694335,0.4951582575697171,0.9839858078912445,0.4371460079759021,0.5159194487100811,0.33777415432929847,0.21199009005971448,0.08187640325943557,0.07816386887386018,0.7608746336350475,0.1823977610127545,0.5941196998747208,0.45781675818977097"
111,"0.38124996243815407,0.4061670045895507,0.18592122137405917,0.4829566928045283,0.18444164305945232,0.21337626193307452,0.4041447494431249,0.4508236452608713,0.4885353141575103,0.4056522291241951,0.3490026521743408,0.28688466624639464,0.46043457312149133,0.27068121629894637,0.41064402298385344,0.2722040407139097,0.18082569844688318,0.4930135147615554,0.13097651543838695,0.48580836785107745"
112,"0.2059440983410246,0.15455371283155364,0.14122040073426997,0.16004230764680338,0.2164025688408204,0.28413424276106514,0.16441111723224658,0.21728292810529312,0.15467479796455613,0.10634957277050908,0.2694842906236234,0.16504195462773028,0.2278665031736094,0.19458103937361557,0.28243440639471645,0.13446517522119136,0.17214554086752765,0.30061303613821666,0.33694307262827655,0.18763823839266003"
113,"0.7985340825261906,0.8347855340841248,0.9650491132840444,0.30483657753831683,0.27909310076483507,0.7126350818653214,0.19115689541344805,0.5769095503540584,0.07367645824331925,0.8095898605798734,0.5928020308504228,0.5454561691722425,0.6903605542222008,0.6725073047400251,0.5037358862931582,0.9584247057782117,0.027651214106178545,0.8380646585788518,0.1079943436469829,0.6531535901341775"
114,"0.2882348960385178,0.31303874836557144,0.41410039839460855,0.32268453042154044,0.4076185085226989,0.37930783436258453,0.5219018559268707,0.3106054010399995,0.4542148793392428,0.1073587738669389,0.20711524996668668,0.2347263243870631,0.2362836174275071,0.23427131077171187,0.12231687887632846,0.39188548797411127,0.12954055605868708,0.011428994608005658,0.11131988221391727,0.34693092092584965"
115,"0.45249485328939176,0.013340300881778067,0.7233312753114739,0.7140515727133002,0.08271538778957788,0.20797084005282374,0.2787924119095371,0.22821617032583352,0.053084982407870185,0.4275882036868123,0.43037995490565417,0.22141556421701547,0.7882574607950829,0.4473133100750978,0.03913905494592884,0.29454703582675823,0.21777569724680623,0.832558663170529,0.5103621970300461,0.7700281212830166"
116,"0.5157962115901102,0.8816425021208304,0.5854528750060395,0.6244094967461509,0.14922854769882443,0.7523164288831499,0.0945590351041532,0.3739343213557621,0.9597728677208553,0.4782593702425473,0.19990028378122893,0.038061634453976256,0.3175552058521043,0.7567542430526726,0.967941709662847,0.863436906009373,0.8663969619457832,0.3487391700117546,0.6278518116660586,0.09927935005401867"
