,item_embed
61,"0.23851841712142613,0.3617458119814775,0.5484726846503066,0.44382315362957336,0.47961114242636727,0.3708625445573867,0.6755794834679201,0.5718896239012682,0.6336671560984323,0.4540713550113192,0.48056199480317846,0.36778024620393,0.3810522836909287,0.2593283018847951,0.5316269254600764,0.1490681909986664,0.49640382599991717,0.2992563811932869,0.03917742926108904,0.3486745435545055,0.5406620865657942,0.6929950230450813,0.18610715860582377,0.09903120737897733,0.6651105712082931"
62,"0.3749048790981168,0.5474032278087037,0.37638651415966173,0.1293976691606823,0.6808872981159592,0.7874711900570892,0.4877620173436191,1.0122487446602118,-0.3078150649549634,0.3025084445865751,1.0109603215967666,0.7236149276676699,0.06858708522640153,-0.27034932336909445,0.6838664564635636,0.32495452192420504,0.27211082662788566,0.416521159821253,0.3867855615422337,0.5181873314855971,-0.08758314764974601,0.14309165697668114,0.5121844044563765,0.39586617775385746,0.21900588959545633"
63,"0.43990785808574195,0.07696206978908669,0.5678173750512573,0.49062392547394473,0.5108247115841772,0.235190324974093,0.46469468436666006,0.6866634342269315,0.3115044825018683,0.1861607411735855,0.17457105038002574,0.4995674334758333,0.7264021140537941,0.5850455908405151,0.629399457930886,0.27410025160881885,0.514452313288265,0.2697764836393725,0.13899272562072912,0.41651370304991137,0.11076316593735723,0.18832437536828714,0.6130762344555858,0.6751692975160339,0.2472130351362336"
64,"0.2834635436799008,0.27505973145709345,0.25228197958172843,0.24620649206747103,0.22354460832302797,0.2226209624375619,0.3254649513518134,0.1595435372912964,0.20601027464434127,0.3027765622659434,0.26154873399106665,0.3293971179874262,0.40317209049594477,0.2707266331627995,0.2334139386883004,0.3170462021603855,0.3119562673150261,0.2051781515137421,0.46308231419054696,0.32713751660383444,0.34337294143158575,0.30950727833276664,0.3693819103585693,0.23517803761046416,0.43829312362865935"
65,"0.3517814551584869,0.11152043908250435,-0.03105164639328521,0.09390346708395077,0.36019128407108153,0.3740494851342736,0.30936432067378355,0.11568384404690908,0.8015820224556391,0.3344097834907341,0.24062232311130177,0.17566293300314947,0.45124915197459575,0.4570056129336597,0.336613573222722,0.15771350088387165,0.21094084943790875,0.3445852086344009,0.5798979616171528,0.1411933163456001,0.5864276293582615,0.3464121286932405,0.4540070320988249,0.32086871348519225,0.34182865191987266"
66,"0.19779661896343206,0.31974657681975743,0.32080731533010765,0.27373392948340636,0.2715529299354076,0.18969681095110622,0.4197729943814653,0.25214616888811003,0.41348789907477057,0.268858007990019,0.33401504729664916,0.3019171539650744,0.32599836558835854,0.3121905853068627,0.29868673668193346,0.5570606244883438,0.36594763994278096,0.2739032636568867,0.3645012779236984,0.3859503908273992,0.114971741740021,0.24765842813666789,0.38875361688420285,0.25153931014279984,0.40828984457581563"
67,"0.4738120427153125,0.2573414030871374,0.8039899128514975,0.6194675717729093,0.3552966535708234,0.36314900507343106,0.5912836023516244,0.7119978337176635,0.18644821860203592,0.4771578374524747,0.5173852735885999,0.321443758460821,0.08635905551956155,0.3404848923411453,0.5438973683535903,0.41834819046297456,0.3756720798642741,0.3852609916614394,0.01136870398729351,0.6192182988530525,0.02405613754533479,0.3489570518410315,0.6241198292105776,0.6289022249254368,0.19838265682901438"
68,"0.3129931716604351,0.3362818230151207,0.3535200800973288,0.4226541720348985,0.23711826589688956,0.4100485564364111,0.6527382959359266,0.27865830106130474,0.5111952112590332,0.34896901072849423,0.4644251271555087,0.34425350349997647,0.5148710440632405,0.3175934978963917,0.3881950730714142,0.439504756180942,0.24163233673781193,0.29813540425859103,0.1960561861232015,0.12130818925830932,0.3597296279627002,0.4107589360081158,0.3855789536470705,0.5389972225824686,0.6183799476165088"
69,"0.6945089719497658,0.46374376768424014,0.20367846939208323,0.2076774452302184,0.2393106263682584,0.38685653093974837,0.6117228827291331,0.4289427725230531,0.6582663897492997,0.24859876731505554,0.6066991592336366,0.6441110305377669,0.7224304518226105,0.2800550563022274,0.4817577481460912,0.6208938708706816,0.418824340271939,0.2237671926811464,0.24837626356067563,0.34209623077660956,0.554472243976581,0.3669004429376033,0.6584688711554563,0.3234118354935076,0.3521143281745944"
70,"0.5285900611048308,0.5013116102818388,0.41372259957910973,0.3501512167207213,0.10445504121422002,0.4611292162479075,0.4973344675800832,0.3389582480891715,0.5991632252217269,0.1769810837167302,0.4760535469082722,0.46753585003466264,0.5277130161257853,0.39322946862868063,0.2934530117339378,0.44936968494944923,0.5896540346652348,0.6363172387037832,0.4789581710808794,0.35459113369609346,0.12832147850182338,0.4046415219753962,0.5279778803625772,0.628476150783948,0.2928075998347903"
71,"0.34417680314254967,0.49728130164107043,0.47553498488799706,0.22899355326968432,0.48669118677706386,0.47406690779397337,0.3519792287451109,0.3612579680512533,0.70895298210728,0.7061071523876123,0.40386972007046473,0.33185938225656886,0.375288044663636,0.1272760632068218,0.24210208967433575,0.18529303101470634,0.4628628625983,0.5729943936469519,0.14112903328951543,0.7000007695506261,0.5113533979654475,0.13783231429468726,-0.048627374580885833,0.4176800554848056,0.38876692775886557"
72,"0.20659243203002453,0.5300507436009784,0.3077743610107888,0.9805820945940626,0.7283815563391306,0.06079629292500055,0.9436963421533776,0.41570703220196725,0.7325289537705039,0.055435666821775254,0.6804015504643572,0.3144242458477432,0.2753954291181081,0.014951370245490758,0.26702097254346613,0.6923047314355394,0.35466391019122545,0.45526730683391914,0.030028538925615744,0.8685867999373725,0.7320826409845932,0.16707317069091898,0.40596824998293557,0.9683144504313943,0.6655523413194959"
73,"0.3847164661004461,0.14953867285163167,0.2905069083644191,0.34044715601225367,0.1976469843331281,0.5666867056927275,0.32042401037800156,0.36391081665519304,0.39817447707507475,0.3104134418585102,0.3899774319923617,0.5305431853437715,0.5389945433596326,0.6134115971435938,0.6967292117606227,0.4002376832439378,0.562948480231974,0.17002568520575753,0.4762056269189503,0.2105115300436723,0.38993877143853034,0.29116195864717204,0.1378920432758287,0.38713836761872344,0.025094146608166484"
74,"0.34647433944664524,0.2573749192763361,0.430749900263254,0.489185284162633,0.29836733709880947,0.6043177103479248,0.30794367221966995,0.35151120599079305,0.5261938052684941,0.4661237212632782,0.5123478454148181,0.4744627271620989,0.5095202729785095,0.3120424769119579,0.5107589364142601,0.374027740818505,0.31523609546086534,0.5510201765292023,0.7522931793337551,0.10067066692580257,0.3106215347150086,0.19908616300609028,0.29029578114483323,0.41708071740374103,0.34665607044063684"
75,"0.3134579529764648,0.43695902582123247,0.319131447700319,0.268263451088908,0.42610605750911135,0.5798089183904765,0.36427491673951,0.5995353771713883,0.06824472544556683,0.33331907182994036,0.5813434640373139,0.4231528798085518,0.2829987924910195,0.09757989083787423,0.5093275470979133,0.3246390071352646,0.3903514868247342,0.35092892318325825,0.3656348898150907,0.3430597213879586,0.21352515583090298,0.28135199761006435,0.40812449738475537,0.383909682313965,0.24346874163671522"
76,"0.5530734823548946,0.3538506218470313,0.5898672775804231,0.17932464736584797,0.29961446129999536,0.1683832987596645,0.2343590411082659,0.1344313363923479,0.42762144715874,0.39429061977135627,0.3574520030373829,0.29383338784545127,0.21575990542876894,0.1582733281530698,0.35911966318678507,0.04399997829907138,0.29974351104036484,0.2299886120163455,0.37510054943215176,0.29976201492525617,0.5669304110971233,0.48141047657591446,0.5705295305477884,0.569400755165554,0.509897838113338"
77,"0.09970040168633698,0.6046885057430131,0.06742232836128374,0.33803096025345164,0.06856426106349012,0.2710171713892712,0.21023517999674263,0.26807563307281745,0.06503569802694774,0.2660465726015144,0.35397322953625693,0.29190786478630765,0.39810553408382904,0.35218069150972886,0.07649187743842946,0.257200186185318,0.20817828109633607,0.347467232607816,0.44468086544118773,0.01790569107999233,0.15540745770858044,0.32600642457648826,0.1417870168018165,0.11035288616215327,0.2601483005418381"
78,"0.07818730913759508,0.23008415688664502,0.21000427606732897,0.09633427390251317,0.19546330586293167,0.14832938166205978,0.25395907893310876,0.16467901464097373,0.21765050160770255,0.18129312539475342,0.12032455788147894,0.2583615496835627,0.21042035401910827,0.1860530156200753,0.08480451824054694,0.16722491810351703,0.18513366254754512,0.17820969453677088,0.23007104080187243,0.16803702076937876,0.17969257705993294,0.18358726520440552,0.2358448130072744,0.23890185454835894,0.28578679895967957"
79,"0.16933154025348626,0.37057754359826967,0.35761872963060687,0.20545798679816862,0.23964892321953365,0.6440223449291301,0.32000990063193724,0.32678667910758824,0.23329529237284866,0.5569411517262725,0.6760782030459248,0.43674016216650385,0.2843481943478964,0.4283109565999265,0.3039625016249678,0.3919704772985793,0.32924484341074167,0.5694486667324312,0.3755789437966917,0.37063058227596185,0.40673339107339346,0.5656162482381912,0.21695027770804678,0.26654898417173417,0.3677034857631912"
80,"0.35883128819941673,0.4580978317418481,0.25379961326578737,0.5837901888784031,0.4478575028435412,0.2718287352275491,0.3707807108592948,0.42527348638790935,0.33139853744707254,0.3489598951599698,0.41613174481848136,0.3504588810186116,0.3462183259046751,0.36378343699861376,0.42977973437444494,0.4209987159991397,0.5800200414508441,0.47942401356911374,0.4911261190469356,0.37203489395547096,0.6048818437931407,0.3991107976563729,0.37004464322157987,0.5222272664251767,0.5163696294540125"
81,"0.5369769276869258,0.40852777257799505,0.6231130792100673,0.4623127722546999,0.4694918653570364,0.4796981424677676,0.4654988961322005,0.8433509358732536,0.11354958437986482,0.339611903987629,0.6237130076002695,0.45743616430994793,0.14290247986086302,0.825403118963926,0.12053398915510177,0.13760255910823507,0.0821150767318819,0.40205745232441004,0.21264451350342922,0.36535680620512,0.2288306216724949,0.21256977797254142,0.09594305446778968,0.6033666147615231,0.5241335113066236"
82,"0.32456610527327817,0.05116667793392264,0.5988084761853698,0.22583722957398894,0.16644405283376762,0.20192912048957284,0.3297632848318507,0.3090699788170525,0.35710030405336946,0.7604669403032603,0.60677030369334,0.5904723132052568,0.11563675904528,0.1665537141801082,0.3136113421020423,0.26001599186992047,0.46699150081528046,0.5423155652408267,0.01886172037541087,0.5381518762631036,0.12964013620963957,0.10069759516442443,0.4543605551912136,0.11009584434767403,0.5868150092794556"
83,"0.4762129110590748,0.4613704984638643,0.41983240467470856,0.4096295161105353,0.36424319500076774,0.3753928628278499,0.5407587374956475,0.26370001635359813,0.336400504977892,0.5049103658898465,0.43281587060048854,0.5443727385400267,0.6672239294083437,0.4531202754572992,0.38818746011066113,0.5305511653898233,0.5156635312647511,0.34395737046681807,0.7737885081581052,0.548761301430219,0.5733240248584661,0.5163441206594044,0.6259532798619742,0.3923304836853779,0.7321654095081094"
84,"0.41463974503576584,0.3956234709894865,0.24851983973285194,0.457889034191921,0.38574790663511427,0.3126690621439587,0.38205923731358166,0.4526342352536796,0.32478441083021387,0.2901954792318191,0.40506252080944477,0.3702503148430075,0.2615893962766407,0.29820431107276446,0.501946908728694,0.4840711402685224,0.5857122059026174,0.407736532427232,0.4232616846648072,0.32535425649508215,0.6834719261362017,0.49186092289053474,0.4671960044446271,0.516928913161121,0.46929754513205457"
85,"0.3569958897585603,0.6228040120851043,0.2228811493882459,0.4824002500421189,0.6051694093217663,0.2152129349217916,0.20937806869254966,0.7159676643035935,-0.0013948518913220363,0.4056681914099776,0.4001163503862942,0.36780863827300403,0.7388053600742421,0.3963123004973283,0.054027595639219154,0.17878449207585753,0.7091305273057142,0.06363249216217616,0.1996232735395885,0.15681784606384003,0.3871980632125252,0.24625217549139705,0.23229978558761163,-0.03213103171225765,0.4330842411520009"
86,"0.446955284091509,0.529218061453626,0.4425270225748323,0.509206411661077,0.12186107876211139,0.41169896999334266,0.479713389290197,0.35875710262255706,0.2618974506935818,0.36493660279712914,0.21482520223406584,0.22414367533375867,0.24599206804146495,0.46060744168696954,0.5383315720638034,0.41312335484170737,0.6684385607380647,0.3722866979608362,0.382648292282275,0.549594835382774,0.31589214119384434,0.49184687522626297,0.6733481866504399,0.6257333823037269,0.509963204409651"
87,"0.32519093584764625,0.45249128083761947,0.3433172942030083,0.21729356729974467,0.5545295978481677,0.31107489723831844,0.2228812943212327,0.28007580020007866,0.3314410121119195,0.4177465014019671,0.5254030123101574,0.2773997833762576,0.3640980419519591,0.28581661627456817,0.12110189265122102,0.47893855698928306,0.19699273162196762,0.4065124813433638,0.4697753346728216,0.5236470816412757,0.36175805289337626,0.4243502384979283,0.44788574495942557,0.4785987355358212,0.29229061083480595"
88,"0.40870840847807755,0.6273482345892057,0.610644605517648,0.6599050433101481,0.5244295087358136,0.4668119317191629,0.2994532612223209,0.5163578426926014,0.6215157207138535,0.45051056569987974,0.22782989665118872,0.42072589194214094,0.44922123894511157,0.4805799794593356,0.4820181843708513,0.3442617964427961,0.2652949253936378,0.4679151276469833,0.4298979071746866,0.5940410528667329,0.5109464931439252,0.3627471758819827,0.6376122259482777,0.5092709202992023,0.39425605249025586"
89,"0.30757656417267126,0.5144415569849262,0.6052518218041091,0.2203518693802121,0.5848654636242008,0.416117457708981,0.7110991953388189,0.6818372977088077,0.5016036272604629,0.42543677657132944,0.10699831356692477,0.4505310517348808,0.2631082215932666,0.5636203206956356,0.22749329166687396,0.3556969381125234,0.3533689753409158,0.48347734557864314,0.39381680285759674,0.28599040400065706,0.7036422864859324,0.3659143815033001,0.5528328559413752,0.6169633608900169,0.3573361616728711"
90,"0.2177249027484863,0.9368159143466149,0.23704689058633252,0.5972534488625161,0.12905003448284377,0.44287935324579386,0.39271472862296,0.5158715634599673,0.08067777313840555,0.5008547868168922,0.6211198330345968,0.5434773682376898,0.5732658401824063,0.5537990155621955,0.1731084564935957,0.4598342434254608,0.4077746607546061,0.580055146154012,0.6202664827024063,0.14841002299082873,0.2394191629581894,0.5594091242011908,0.2840316631001196,0.19865926955135352,0.46492857350413896"
91,"0.4426026262401921,0.36432712548943674,0.4175912448540782,0.18773395223534264,0.15532864452816614,0.24548833876818202,0.5342422579185501,0.13898717301082428,0.5306111478271925,0.5555672332008333,0.2431074714345907,0.296597433243602,0.4235342571899522,0.30956811526753053,0.1790805661877945,0.31693870439311717,0.6478090230171648,0.49156505340610135,0.2541347672505553,0.4671135182421789,0.4024385267435214,0.3139061797023562,0.6348576853522497,0.27808192330154735,0.4824192023767416"
92,"0.17370197184118974,0.20626858233837816,0.039761884242565736,0.3996080111161543,0.08460543176075208,0.34745634822075405,0.2651076781890521,0.3440651759699579,-0.1292587331535101,0.3069061611360941,0.2805904275394398,0.30849014977491807,0.042711842708589506,0.1315906603131133,0.08057518036233799,0.27048305067666834,0.30640005959952044,0.13717924405724877,0.05658976182598027,0.03610279658851273,0.11756969930661662,0.19695865791124986,0.3965557668801731,-0.0785600946632148,0.2938855697551002"
93,"0.27437011774148146,0.6191680862194373,0.20102460338084377,0.4736112242911403,0.1757781977933714,0.35586030359031007,0.32057740060445444,0.43711906625742664,0.2501300542263881,0.34798587291941785,0.44891958552922845,0.37319023094522213,0.5532714691641797,0.5591849427136492,0.23897504377959738,0.2971455347722467,0.28735042064318744,0.5132630030965492,0.49933134427774417,0.19168141824086168,0.2941686762045541,0.4000804338023061,0.3011797245279851,0.2803170976792483,0.32233529191564836"
94,"0.41291599399308937,0.34114542818477495,0.4272682317285724,0.3908427615899943,0.7447921844321627,0.43199006483350344,0.5063961513903221,0.22055868486411068,0.6750040726900517,0.4678816606323338,0.3450408857016078,0.4363452932117474,0.41580423139058814,0.4275536324717506,0.3920919629407244,0.5540800255553266,0.03903060226439373,0.22402717224645202,0.7075022225836742,0.4580737450142978,0.360276057848333,0.5193895443529473,0.6442147663495801,0.6557756118597823,0.7220606358640234"
95,"0.45067412418240643,0.10436820908590741,0.1420119964837513,0.2980962226595882,0.3378691649935005,0.5231254930804947,0.2103798232629642,0.037869904705264884,0.589439582011198,0.10852087912873334,0.279920064911474,0.28417646753243636,0.31467984423816076,0.41251611262642357,0.341056913465512,0.3956572437182917,0.20205469178514707,0.3383968456568778,0.3287971655304765,0.08905607330400557,0.36122631634309793,0.36317753089912114,0.5225296917303803,0.4077718346513562,0.19575952484117232"
96,"0.7484087076810014,0.3009312009211015,0.5051252434536323,0.5240302265124853,0.706752057456048,0.35954320522107674,0.24533308656987285,0.8875146998078488,0.5626728686865511,0.4649451361000234,0.9546053225301975,0.33545538795947716,0.11891438636401619,0.9292754304538953,0.5158772365357461,0.45208437150768843,0.39652060502323383,0.8969774638581325,0.10852807941446796,0.6367272813378066,0.08988354276571864,0.7756189546145175,0.5541036375031638,0.5167680003977665,0.2808822994701363"
97,"0.3256478125003079,0.42060372703117294,0.4985990138560509,0.046941367330988804,0.24309024398321405,0.1975451920739595,0.28742550527942434,0.2673598446435073,0.40624778345163387,0.45558379307262464,0.25873659996347625,0.49735142374360797,0.4286450805814497,0.46487382521077736,0.2633820482893924,0.48646131045287117,0.13928373631388488,0.5872942106789337,0.5637879239501112,0.3073844810060887,0.46355525169323236,0.5057085255277414,0.2618348132931081,0.4974854346604208,0.497978846966899"
98,"0.44890294631616434,0.25401537273907426,0.6613046545963277,0.36701187087556736,0.27386025940202746,0.3466397920049013,0.43429830757734306,0.3985012772666041,0.46248642337584117,0.8217580669011426,0.689167129916022,0.6618106061519108,0.23880049156628583,0.3142579603956843,0.40060973384551396,0.40122173883473855,0.5863790616198269,0.5973337738967762,0.22499106847790754,0.5695293458407723,0.31036975213720835,0.3109897525985426,0.5560532080922516,0.1701443356254571,0.697406102725013"
99,"0.47675458774400525,0.28069355661815093,0.40168239639387626,0.34452286094508516,0.2599848796852952,0.2776763749838788,0.22828268911906535,0.3039544526211016,0.18744167535937595,0.4043117703670769,0.531419550199058,0.12007632277751311,0.357200442352614,0.38334240315357715,0.4175933412378205,0.33851307658706625,0.266294239780285,0.285402254311732,0.2127754197200314,0.2990785142086869,0.4246934959713459,0.4607496234740522,0.29279330616238125,0.39759950404131367,0.28334381967221645"
100,"0.23991036777757818,0.35701918816273975,0.455689753567463,0.35173436781769063,0.36179818130535946,0.3947597541386463,0.2885345568886231,0.3449946383356225,0.39606239935731874,0.2827854521239407,0.27524191180768937,0.23336833134556542,0.36650133463706136,0.44639667631325447,0.3891488582081714,0.3475845439938009,0.35312541578978174,0.24838433459547762,0.298049366423381,0.3597498077279903,0.2616389343204708,0.31098983203685576,0.20843188302759402,0.3397173448791293,0.25369329096704596"
101,"0.08372593366944671,0.381142248337751,0.4952652163066188,0.18705702086959836,0.3983223032394191,0.3760119444411087,0.6753472455395134,0.07091693976191737,0.6322237375990986,0.5779125042456222,0.26635657048045935,0.4372128016692896,0.4979405879398052,0.4417765106237951,0.36852992453484323,0.5333863154786262,0.462959813579711,0.1953794055545725,0.5063590018820863,0.2179803818949554,0.5285562151383857,0.4181308485957293,0.6611140711301221,0.5912923690908483,0.373748962364589"
102,"0.46807207982424903,-0.11123409972719871,0.5848257187549757,0.3384093509498486,0.4778717990782359,0.10217381002966261,0.6487813314880557,0.756182066507134,0.4219062062322135,0.30322638969692556,0.09218266492600213,0.08831214877585333,-0.1998826650933182,0.12576012359226887,0.6598168795425954,0.35272251471711275,0.2548608085495127,0.1177453631840696,-0.0686826553375199,0.7104377154062104,0.4597891003902602,0.42562747781732146,0.5470852975462475,0.586724633119925,0.22394974588203298"
103,"0.3626927694146805,0.7370059263932401,0.028356991477237126,0.46082673119527695,0.35121704438225837,0.46531147976583215,0.28288222883732367,0.2296327115286472,0.29768208994061623,-0.03886597786049034,0.09376718017777848,0.07137445792687883,0.4332122354859661,0.5145135131660585,0.22921769677346546,0.44192415380403216,0.2875054225783925,0.008934833301574633,0.7905374294675723,-0.0833615608677141,0.645624083580961,0.7738816140971323,0.23953019225186573,0.20028070374824072,0.2157731781725875"
104,"0.25556341392332604,0.017748043571606986,0.28976617065642424,0.13444237205739626,0.19133407212025988,0.18142618354860732,0.22383740850738834,0.09947910015423607,0.22965885710335512,0.2925817960608621,0.2054774072214611,0.23847536926468202,0.11031111722279462,0.11542972392750792,0.19680272221599582,0.19549731550594907,0.27318482613947465,0.20026392896168552,0.13274477801355075,0.21939859508129778,0.13865895958665286,0.1197547700612889,0.1960941913405956,0.06221140540741704,0.25728531111419006"
105,"0.5785315045704621,0.4350871379138613,0.30962518311727133,0.26946868560252457,0.47048709783496456,0.36982502181295895,0.30072541027960864,0.2498236250631759,0.432015318504908,0.30010111691231206,0.3541405894451604,0.6495973494629896,0.48192888379744436,0.47220564432574724,0.357443402094535,0.5438597487195216,0.2525526339027179,0.505665039251082,0.22272191914449777,0.39923781310365003,0.5678553472576614,0.48647063936145307,0.5217148108332181,0.466208185732088,0.41544355783604514"
106,"0.3208292302370298,0.5219542510982202,0.7770852268585862,0.8322725345965724,0.44792933117563727,0.26652715590391557,0.56602128007457,0.7857751337758838,0.5763021487835702,0.6165806524044264,0.5516700014717945,0.1740437126326478,0.37389166930957884,0.5526385724290983,0.6394173088249783,0.7530363491473038,0.28922054519395773,0.39066806877622434,0.22521789767769432,0.2104339072431263,0.5671275944209939,0.6226939523875322,0.5124283326304941,0.21326625342363204,0.16365854980732905"
107,"0.003560301917812536,0.21194592802886347,0.2391215497475888,0.7382699865664085,0.4240414879005656,0.9240794427914553,0.18626970925444442,0.9454395588077895,0.09076777628301125,0.6966091389877782,0.11758262169482103,0.249043273855437,0.953107920476523,0.4067223412068015,0.7768432031100913,0.7750462543080205,0.4306384575013118,0.9430618908072445,0.4464570301734514,0.8085072657484759,0.17349429932542448,0.889444638274333,0.6905057189681786,0.4088501006079964,0.23231254360010722"
108,"0.06274586330077683,0.20594128968258596,0.22317382383857778,0.22794109053639705,0.18352541468331834,0.46091058951903613,0.23096255111353628,0.21874462879923726,0.2445382081143068,0.3466880702021617,0.14581126282233708,0.23189639375003337,0.1979429236459315,0.2736927632827209,0.3693745998721395,0.1692415331148298,0.06284069354890644,0.38373708551827895,0.20385265974682004,0.265909001333793,0.11642180913894735,0.3193271861152487,0.44674603858772044,0.13316466511332523,0.16885589148393731"
109,"0.3677180181852551,0.45588507847945825,0.4905970267480526,0.3437521854587762,0.21977319802456652,0.4538714476066483,0.3746461745222689,0.2714422586888829,0.4663125056186149,0.6387486387524594,0.3660379388043838,0.5184514885184893,0.15824174582704417,0.3843322562712028,0.30390063841551873,0.3981509600916183,0.4631054594376824,0.447156072411818,0.4617216068832061,0.37848583672575414,0.3631101674092702,0.38885394942605295,0.27402604440912937,0.3584097649871681,0.4602975438421863"
110,"0.42432302103944114,0.18425040793019395,0.5576353259121869,0.38867520684206186,0.8238050445120162,0.16955070327920907,0.2616397051986446,0.37243508284987126,0.59956645911055,0.14258749491908052,0.8847958140133614,0.650188563034059,0.5211910703975822,0.11681105186564845,0.06670765615551388,0.23853940276434207,0.036452687534738605,0.33680141540222036,0.07659676711136999,0.2677325743352534,0.23328767925883187,0.2062664137353903,0.3143529663521629,0.0863967544658419,0.17891441206120354"
111,"0.3619350436446964,0.8881984954011857,0.03891411083414842,0.6619925138871742,0.046775510959720545,0.829625595227567,0.5068660424629143,0.37738254314137354,0.43853035667976115,0.31208534429103707,0.6667066543670351,0.8067227863876512,0.2178129642813652,0.328072196575251,0.8973821621099747,0.1067339183488869,0.28696073900550434,0.1586504480921519,0.839408646990592,0.9963292337758374,0.6106371125683434,0.7260356649194478,0.36891493389839825,0.6731471140390991,0.5638018217218924"
112,"0.2561966474843803,0.44090176938012066,0.2815568012605403,0.2717817309684447,0.7561715209949051,0.5379948569493369,0.436197533720007,0.40026006753069643,0.730506033750655,0.46691843793982923,0.61734319754362,0.28507603350798855,0.1706367749411231,0.25147241845797214,0.48647112040050333,0.3589447555810206,0.41484663723660536,0.2664548067026258,0.6046986303119647,0.20213357456094405,0.5205119008987996,0.3520459553409432,0.10653520478979596,0.6478545845172584,0.46658730015404826"
113,"0.3484902383930271,0.4803780111065124,0.27607873431719887,0.23471241774696727,0.4260118717881782,0.1700481010272705,0.6466737419567511,0.7165747333886976,0.6566575035961894,0.6013669689751423,0.30701193328121096,0.1692548229679331,0.3671490101052869,0.469598084925012,0.5286329999924758,0.17880336332529664,0.35530696114205734,0.34458338571276603,0.6961080744820449,0.4711188249585654,0.743070879724151,0.6064108637077326,0.47060567409749005,0.4500994467692592,0.44821419560313286"
114,"0.1706426818718235,0.11896350989762784,0.05461319872336736,0.05644555098227978,0.05764437749466001,0.10089649784396465,0.15249759641972035,0.10668088554331133,0.1671063017896344,0.06361428169511937,0.1469778793957953,0.16212169125513437,0.17702105082295744,0.07174120831374585,0.12466067758761074,0.15501446148671003,0.10529107016765396,0.058832877901659274,0.060230448484701,0.08539008885137572,0.14123629558389178,0.09080099564121985,0.16160824097641635,0.07917600689915905,0.08348065901005336"
115,"0.2836541629728901,0.2643909593189968,0.31066348468686933,0.19945921308995238,0.3441183433918832,0.6578232878056047,0.4729824458775348,0.3483629910200724,0.23943421572773846,0.6161279650588999,0.5516311109561299,0.5965284607336077,0.14727762333929567,0.09658532630718566,0.5754440838153311,0.48731514489432876,0.22788741450359903,0.47401292290721375,0.24626344879496198,0.5816538602491915,0.4940858488490298,0.5829710706534829,0.4488266944865585,0.3717845920035709,0.7149781275168466"
116,"0.3244821112125062,0.22603496360467998,0.26924508898221533,0.5160535906272619,0.24629388241942712,0.22374568302395154,0.0948702431169723,0.28468439065456114,0.29307004836766637,0.5647544719407689,0.5924901820828311,0.26324186268719174,0.520694803744888,0.37951689373270964,0.5132328053557399,0.6227424172808611,0.2571483450374163,0.43552722699279833,0.49000725369284254,0.22090733249852257,0.46814354441688505,0.36416880220975933,0.6087081605010676,0.10636702289702515,0.35238977529106363"
117,"0.5353957094831413,0.7391518636790383,0.22276752609772194,0.6156479509148993,0.4688162303139133,0.5486620767055229,0.43265747850257974,0.3467897511456766,0.46899612789343953,0.08811133915953746,0.16446509419502287,0.16596367538207518,0.5110025745579104,0.6072817283277426,0.38667283840201505,0.5701375562856907,0.44981754492578985,0.0891331072833014,0.8752424455455328,0.14325923450310996,0.7937210009752309,0.8787739274690605,0.29235970433380115,0.2265000107153734,0.42349023389953305"
118,"0.3758905249601533,0.2103173307304806,0.38024640086480993,0.5476770154070711,0.5290731832773443,0.4360625897127883,0.5446025509750267,0.6630417041673234,0.2770407433343108,0.17652462415390444,0.46532111653202496,0.44905828527496067,0.556133120140829,0.2720223794918541,0.5911319869952867,0.22606977047238078,0.44907916214164095,0.3287229225140729,0.2670313987432172,0.5653411154957698,0.13497971743731468,0.28819179147570007,0.597013274013723,0.30174832345825947,0.34385067430252625"
119,"0.4452159939913939,0.36807304140804337,0.41603856916897825,0.191371979617267,0.15395834745653042,0.24422977806746254,0.5359439537968639,0.13837318021225892,0.533014962379438,0.5568640635830808,0.2393888492234431,0.2945357258082629,0.4180797173055067,0.30982357912354547,0.17944234272042608,0.3176746745108487,0.6462706566821708,0.4942252625071739,0.2531353056977703,0.46030869084741205,0.40591659918542755,0.31477806316076584,0.6348641794767913,0.28441386005892433,0.478617721506361"
120,"0.61381743099263,0.9587817006825506,0.6447767414282177,0.19839192117714866,0.3514228190863756,0.9407454259199517,0.7380454560800891,0.43586376214368483,0.9123598495806228,0.11237956582208675,0.32319233215296106,0.9281459787820753,0.09292812850833743,0.777027361091173,0.7827782786587004,0.6194376833942996,0.5513720984433265,0.47700523839368836,0.3528833219566092,0.5736042908352935,0.6122272106974197,0.27818406029000753,0.35879065792591225,0.626247460925096,0.7966945464739698"
121,"0.46789598743873007,0.45310546468517987,0.4569528519647477,0.37004432539421345,0.5117907239685783,0.2408548406119675,0.4165709064305545,0.5056324979819372,1.035412027857943,-0.037539466366649205,0.21179885732096929,0.17772535535126835,0.8349188909036107,0.8722764111178831,0.6288599114094208,0.47795940120304614,0.1591910387114915,0.5471920826721206,0.7572265229009226,0.3950982247505807,0.6834962273753478,0.7029453977899263,0.050610360346821544,0.7050545088260234,0.24933691513485035"
