,item_embed
66,"8.236486e-16,5.7253756e-15,5.0768767e-16,-1.1051157e-15,2.0178144e-15,-4.65578e-16,-2.608708e-15,5.5025682e-17,-1.0196013e-15,-4.842965e-16,1.7109793e-16,4.759673e-16,1.1613576e-15,8.087448e-16,1.1898372e-16,2.4663456e-15,-5.715786e-16,6.0559616e-16,-1.2127271e-16,-1.9821566e-15,-1.576974e-14,-3.150819e-16,-2.705909e-15,-4.430421e-16,4.6386356e-16,1.9551284e-15,-9.4553136e-17,-8.418992e-16,-3.4234316e-16,5.426276e-16"
67,"0.65420306,0.31869766,0.20379159,0.43431488,-0.28083208,0.49915838,0.29644775,0.32178268,-0.4737495,-0.29249188,-0.43778083,-0.39628965,0.49976444,0.07519796,-0.32708147,-0.3630197,-0.5335339,-0.46881893,-0.03480118,0.11602372,0.7569339,-0.4836754,0.07210628,-0.065536775,-0.2537612,0.4988241,0.5806563,-0.56360984,-0.20977752,0.54874253"
68,"0.008163316,0.19281,0.0039322963,0.29725692,-0.23680441,-0.28633577,-0.27136466,0.17459819,0.0007568234,0.075887956,-0.2797578,0.060313903,-0.07924113,0.2808308,0.47480738,0.18962537,0.21846098,-0.2029066,-0.039195515,-0.2334916,0.018873647,-0.15748462,0.1971483,0.51917756,0.002089328,-0.08525185,-0.1824786,-0.11947222,0.08629054,0.14201815"
69,"2.012474e-06,-3.5429624e-05,-3.6598536e-05,-2.7337126e-05,0.00015401248,2.6367361e-05,-2.7806009e-05,-7.7201104e-05,-3.1436288e-05,2.1376147e-05,-3.649695e-05,-1.0690271e-05,2.1978818e-05,1.0954164e-05,-5.653525e-05,6.652318e-05,-0.00012270988,2.4336845e-05,5.3468325e-06,-7.458604e-05,2.2176746e-06,-5.0763472e-05,-3.2364995e-05,1.090604e-05,-6.8883324e-05,8.962164e-06,2.7980162e-05,0.00050889596,-8.99444e-05,-3.236814e-05"
70,"1.3737771e-13,1.307123e-13,-1.6413021e-13,-1.4396074e-13,1.6416821e-13,9.301552e-14,1.557946e-13,-5.193402e-13,9.705689e-14,-3.518775e-12,8.700688e-14,9.156189e-14,4.3702804e-14,3.070358e-13,1.9925779e-13,2.673471e-13,7.103058e-14,-1.4105659e-13,-7.216529e-15,8.174207e-14,-2.1740817e-14,4.5488576e-14,-5.39782e-14,4.611013e-14,-3.1673625e-13,2.2001164e-13,2.0929813e-13,-2.2903237e-13,-2.931268e-13,-3.2552306e-13"
71,"-1.213091e-09,2.4668611e-11,-1.2007653e-09,2.078969e-09,7.2420714e-10,1.0851292e-09,6.5783323e-10,1.4641834e-09,-3.0980398e-09,-2.00434e-10,6.37995e-11,1.8099001e-10,2.5448571e-08,4.1966453e-10,-1.1547356e-09,-2.584978e-10,-2.9625574e-10,1.0992327e-09,-1.1638613e-09,-1.418413e-09,-2.165969e-09,-4.964339e-10,-6.3550787e-10,-8.584501e-10,4.849074e-10,-3.8365672e-10,-1.4421789e-09,4.6838355e-10,4.1016474e-10,3.0613998e-09"
72,"0.00020540618,3.0110139e-05,3.1269796e-05,0.00014455886,-3.5852012e-05,-6.420844e-05,-2.2799397e-05,6.2561114e-05,6.439897e-06,-7.8957754e-07,3.8887098e-05,-3.4303866e-06,-1.258676e-05,1.2095414e-06,3.1824045e-06,-1.4640243e-05,0.00030415994,-8.99783e-06,-1.1530881e-06,-1.5123533e-06,4.0181876e-06,-2.5505908e-05,6.387367e-05,-1.6627035e-06,7.867046e-06,-4.871759e-05,-1.8449422e-05,-4.1333296e-05,3.7852573e-05,1.7148697e-05"
73,"0.052123062,-0.18467006,-0.10718134,0.17859256,0.20956081,0.19417477,-0.3048421,-0.07259521,0.114054844,0.23341918,-0.1438373,0.1612969,0.18797432,-0.0995746,-0.17245214,-0.17157926,-0.08135965,-0.13559888,0.047774218,0.06369417,0.13397728,-0.18986948,0.21123493,0.12726896,-0.2462281,-0.2066867,-0.21580775,-0.08305045,0.44149038,-0.2094549"
74,"0.1852143,0.62888163,0.64532673,-0.5978622,0.62706083,0.4959238,0.92051524,0.8055811,0.21747358,0.7871432,0.3436086,0.6606834,0.7104512,0.48028594,0.23381971,-0.21310134,0.47629067,0.13102548,0.8288274,0.6362126,0.58860904,0.17629457,-0.44312915,0.7552082,-0.511007,-0.7391997,-0.52029526,0.4971097,-0.6736675,0.27893955"
75,"-0.22970861,-0.11569055,0.43084884,0.013046406,-0.12619016,0.21397409,0.37991336,-0.18456346,0.3064554,-0.14111565,0.20198558,0.3351774,-0.16277148,-0.38699102,-0.17627347,-0.46045116,-0.042910285,-0.013699078,-0.35813966,0.01678535,0.33505428,0.46875504,-0.1904995,-0.16272523,-0.047098387,0.17405704,0.30574557,-0.026794385,-0.19765286,-0.49485737"
76,"5.284986e-06,9.477145e-06,6.925241e-06,1.0716598e-05,-7.581039e-05,-1.8116601e-05,4.3893187e-06,1.7408138e-06,3.708405e-05,1.1224302e-05,-8.7216925e-08,-1.8550261e-05,-9.581315e-06,1.4731578e-06,6.33136e-06,-9.375289e-06,1.0907856e-05,-3.9821506e-07,3.2253263e-06,-1.5352845e-06,1.0698825e-05,1.06774806e-07,1.1677802e-05,6.9535654e-06,2.3758523e-06,-3.8680188e-05,7.2385074e-06,-5.9978893e-06,5.74503e-06,5.0016433e-06"
77,"0.07660764,0.35646245,-0.49495268,-0.23915464,0.068521544,-0.3445647,0.10799305,-0.18096448,-0.46527708,0.0070841527,-0.42697904,0.48055264,0.28676596,-0.21342157,-0.10852532,-0.17106335,0.024156649,0.20136857,0.022333557,0.27163625,-0.2909762,0.011217751,-0.36561933,0.069648415,0.08399305,0.21878627,0.111708626,0.18248738,0.34526366,0.28815344"
78,"-2.7898113e-09,-5.7635656e-09,-3.2304204e-09,-4.349521e-09,4.3463273e-09,6.1506187e-09,6.521691e-09,1.8305399e-09,-9.123195e-09,-5.4325007e-09,5.174216e-09,1.0016616e-08,-1.0359273e-09,2.7306872e-09,4.069597e-09,-1.8113772e-09,-6.9519475e-09,1.6075072e-09,-7.0554154e-09,4.9610827e-09,1.8645474e-09,1.453333e-09,-1.0141007e-09,3.0294534e-09,4.5892414e-09,1.1305173e-07,-6.9349904e-09,9.017315e-10,4.238881e-09,6.123724e-11"
79,"0.066322036,0.06259604,0.0796296,0.012900314,-0.03439668,0.0104847755,0.012094764,-0.074042395,0.109027214,0.0024602222,-0.008942223,-0.0862831,-0.091596864,0.0077497414,-0.0139260655,-0.023648685,-0.01926458,-0.03794805,0.04075313,-0.016735218,0.0007155949,-0.035175048,-0.005213875,0.022600085,0.013592981,-0.091850564,0.042193033,0.009056946,0.0093414225,0.0031253034"
80,"-0.000119887016,-0.00081691035,0.0012404034,0.001872526,-0.002566458,-0.0014373478,0.0014631571,0.0018011435,0.0057312893,0.00016454628,0.0016218178,-0.00077952544,-0.0017862996,-0.0020096987,0.00029539884,-0.0019781948,0.001430198,-0.000508031,-0.001525743,0.0017703485,0.0029975392,0.0023281258,0.00037905696,0.0009827616,0.00038880808,-0.0011101204,0.002641825,-0.0017447025,0.00022893699,-0.00055106275"
81,"-0.089532495,0.066948615,0.06823446,0.12051384,-0.09286569,-0.09626617,-0.08663366,-0.0044029574,-0.0680977,-0.05013795,0.044057947,-0.0073774694,0.070652455,0.12424088,-0.09553114,0.08021622,0.08970035,-0.09815958,0.07003867,-0.024698135,0.14396058,0.037317153,-0.107177526,0.02956874,-0.06329633,0.1011301,-0.06458521,0.10876684,0.08758408,-0.13579442"
82,"-0.019019453,-0.012636112,-0.0046152147,0.00012587209,0.0049579823,0.0058079506,0.005809619,-0.00034288786,-0.025129028,-0.010050015,0.0006724802,0.029438542,0.0030299472,-0.004623129,0.0388065,0.0032462266,-0.0058909263,0.0037641367,-0.02169695,0.0049114623,0.019545522,0.013915245,0.0055058445,0.01567662,0.00042926622,0.06783752,-0.0126854535,0.00900567,-0.012660945,-0.005428583"
83,"1.0531485e-12,4.4767236e-13,1.2861007e-12,1.7324145e-12,-1.5192731e-12,-2.1296584e-12,1.7092812e-12,3.4206876e-12,-1.297791e-12,-5.8221516e-13,2.6586981e-12,1.029026e-12,-2.750375e-13,-1.65448e-13,4.1264144e-13,5.4646364e-13,3.3679483e-11,-7.7128186e-13,-2.7945708e-12,-3.8624933e-13,5.01104e-13,2.0298808e-13,3.334298e-12,-1.0365965e-12,3.1626553e-12,-2.0784758e-12,-8.869132e-13,-3.4912201e-12,3.4562524e-12,1.064625e-12"
84,"-0.2794923,-0.18644747,-0.47699168,0.68054473,0.82645667,0.49231297,-0.64601487,-0.6345601,-0.6788557,-0.036543284,0.7447808,0.08800839,-0.75535226,0.5488461,0.6619348,-0.7247807,0.53840923,-0.8592831,0.24649978,0.20221312,0.23637027,0.18737954,-0.33248717,-0.62403685,-0.30793756,-0.5105827,0.28554547,0.22228242,-0.4068101,0.7557581"
85,"0.09140584,0.049099285,-0.045068044,0.1371352,-0.08626586,-0.009704888,-0.063885525,0.038483348,0.031504177,0.04165279,0.19991316,0.09480917,0.16729227,0.15616156,0.080364674,-0.11917277,-0.07210825,0.04068372,-0.00018375827,0.24987002,-0.15880136,-0.16686615,0.057839878,-0.13572527,0.18879288,0.09396157,0.10714269,0.10150256,-0.12367979,-0.19473663"
86,"-1.234404e-08,-1.8584053e-08,6.902871e-09,9.710035e-10,-1.1204682e-08,-1.555572e-08,-1.2865353e-08,8.907231e-09,-5.7346593e-08,-9.024404e-09,-1.284073e-08,1.5899343e-07,6.304846e-09,2.5203757e-08,2.186018e-08,1.800695e-08,6.365156e-08,-1.9875447e-08,-1.5254127e-08,-1.5207949e-08,1.3401256e-09,-9.5353725e-09,8.62977e-08,2.2906042e-08,-1.0753276e-08,2.6127761e-08,-2.02424e-08,-1.115313e-08,-2.123222e-08,-4.76813e-08"
87,"0.5467348,-0.23872462,0.4128902,-0.46513283,0.10259567,-0.67286867,0.34739,0.49070445,-0.39459834,-0.41246858,-0.45973745,-0.39486134,0.0021529438,0.54754114,0.5051485,-0.57545054,-0.52194226,-0.6476028,-0.5947348,0.32519162,-0.26355383,0.63444674,0.2823595,-0.5835591,-0.42110392,-0.42989916,-0.5209836,0.5409997,0.45640716,-0.34233993"
88,"0.55340326,-0.23632395,0.4330684,-0.47259992,0.11379168,-0.5999081,0.34533647,0.48832956,-0.40088204,-0.4112565,-0.4791833,-0.39350167,0.0059073023,0.52344555,0.4883622,-0.56573236,-0.5394308,-0.6410529,-0.57224697,0.31763503,-0.26553825,0.64610004,0.2613646,-0.61723274,-0.42527312,-0.45429283,-0.50109017,0.5317717,0.44892368,-0.3477333"
89,"0.46783355,0.44389516,0.10564171,0.4593645,-0.044891696,0.49369425,0.27975816,0.20681883,-0.4420248,-0.2924361,-0.47869712,-0.45176128,0.50003374,-0.06653966,-0.092442185,-0.1110838,-0.4694539,-0.3806646,-0.08082127,0.14104366,0.668933,-0.4815252,-0.06735103,-0.1393176,-0.10324505,0.36669388,0.374407,-0.3295729,-0.14304693,0.35293186"
90,"0.038764868,-0.2974985,0.03942504,-0.13955277,-0.067525394,-0.12802905,-0.23910937,0.18988234,-0.19309527,-0.0073715844,0.16540349,0.5471294,0.065191895,0.3215884,-0.34393105,-0.2439571,0.057579923,-0.0048851147,-0.060537137,-0.3414515,-0.27793834,0.15599895,0.07381347,0.11890014,-0.25944275,0.29644367,0.06032764,-0.08009511,-0.21843614,0.01738279"
91,"-0.19244175,-0.09765324,-0.46303686,0.40244147,-0.3301525,-0.34616604,-0.3280457,-0.32372606,0.443808,0.35161868,-0.33873203,0.052476294,0.37173063,0.38293374,-0.53034186,0.03936247,-0.7821912,0.5578473,-0.71994257,0.107709564,0.7052835,0.63714504,-0.008016726,0.17118101,0.5841598,-0.5806802,0.0908289,1.0061382,-0.5677946,0.6045308"
92,"-9.8287455e-12,-9.675179e-11,-5.4514997e-11,-5.265204e-11,1.4872958e-09,1.3486597e-10,-3.5316982e-11,-1.670664e-11,-4.6708065e-10,-5.74949e-11,1.9400653e-11,5.496349e-11,7.7848165e-11,-3.153866e-11,-7.8016524e-11,6.866617e-11,-5.8119363e-11,-5.1309325e-11,-6.428227e-12,3.346389e-11,-1.3727766e-10,-4.315333e-11,-1.1408761e-10,-2.6119894e-11,-5.2928976e-12,2.487099e-10,-2.509774e-10,4.3717054e-11,-1.559056e-11,1.18542814e-11"
93,"2.1074234e-08,7.5334285e-08,-6.4990378e-09,-3.353986e-07,1.9703933e-07,4.8362338e-08,7.134459e-08,-1.5933601e-07,-6.172792e-08,-1.271402e-06,-5.5242403e-08,1.856798e-07,-5.6118967e-08,8.7406384e-08,8.758663e-09,7.589192e-07,5.9630363e-09,-1.2665114e-07,3.6513278e-08,1.4442657e-08,-1.3474927e-07,-1.8583538e-07,-3.480909e-08,-1.8754903e-08,-2.0273536e-07,8.00672e-08,3.083581e-07,-3.3901514e-08,-2.6396688e-07,-4.814531e-07"
94,"-3.134709e-12,-2.8364902e-12,2.2073255e-12,-6.451939e-12,1.6117207e-11,8.055423e-13,-6.0093193e-12,-1.8005451e-12,-5.854406e-12,-2.3123589e-12,-4.970239e-12,7.4996696e-11,1.2790589e-12,4.195932e-12,-4.8843313e-13,-5.594028e-13,1.7734844e-12,4.7971186e-13,-2.2702866e-12,9.217076e-13,-3.8309954e-12,4.5964955e-12,-2.43539e-12,-7.892475e-13,-3.7695225e-12,6.1366953e-12,1.9515366e-12,-7.4718725e-13,-9.977719e-12,-1.1586016e-11"
95,"-0.26294935,0.52467316,-0.42600676,0.24209945,-0.74139744,0.8652981,0.5799972,0.39742762,0.6365449,0.66965014,0.022985123,0.49851552,-0.13921793,0.14733967,0.37847304,0.7985132,-0.48733976,-0.7235236,0.5653296,-0.37827924,-0.59555304,0.6905994,0.8017661,-0.5766423,-0.52356106,0.3769305,0.56717885,0.5462314,0.79136235,0.29990685"
96,"0.09751179,0.08712328,0.10823744,0.015667021,-0.04403464,0.014245889,0.016858207,-0.107126236,0.14975427,0.002657765,-0.010834855,-0.11340939,-0.12804662,0.009047551,-0.025854336,-0.033983137,-0.0253202,-0.051525183,0.05870232,-0.021885637,-0.00035754204,-0.04865172,-0.007789393,0.025244504,0.017740214,-0.12514207,0.06040109,0.013170066,0.011668808,0.0013959194"
97,"-0.040079832,-0.06057669,-0.0072179353,-0.025664205,-0.06936205,0.018233966,0.1010195,-0.024383295,0.1293159,-0.0054907077,0.050929587,-0.059620593,-0.077307016,0.0004965067,0.043807216,-0.0721626,0.024421519,-0.029748373,0.028584339,0.10119187,0.13294905,0.025909306,0.050876647,0.041867916,0.018562093,0.009062522,0.014126366,-0.08436302,0.10535177,-0.011336664"
98,"-0.06806741,0.12346412,-0.11477235,0.12825714,-0.14699396,0.014708041,-0.050662976,-0.16688888,0.06233921,-0.11952648,-0.08559135,-0.097376935,-0.13724971,0.019755417,0.11551946,-0.08199121,-0.3371002,0.10508253,0.18575367,0.03638854,0.042297497,0.050448205,0.05296536,0.22315294,-0.15450796,-0.09233024,-0.14020683,0.119999535,-0.10812278,0.030502794"
99,"-0.033108693,-0.058335003,-0.06677076,0.15400115,0.19670992,0.10728021,-0.13665484,-0.114847876,-0.11824369,-0.023219557,0.15848172,-0.009677646,-0.13166648,0.09890802,0.12376,-0.11440116,0.08230737,-0.18283182,0.06743052,0.01893356,0.030009052,0.057601254,-0.037581466,-0.10327432,-0.031893384,-0.0779474,0.028410094,0.04724465,-0.104545295,0.13585618"
100,"-0.0012580786,-0.005532309,0.0009355921,-0.00018084727,0.0013728611,0.0006402249,0.0011675935,0.00044033708,-0.0020698125,-0.00023555344,0.0006944089,0.0023292326,0.0011046258,-0.0023847828,-0.0033569045,-0.0007981623,-7.4088224e-05,0.000869675,7.812251e-05,-4.824964e-05,0.00079633493,0.002398586,-0.0007533653,-0.004284022,-3.9167382e-05,0.00080709136,0.0018291947,0.0010010873,-0.0026194032,-0.0028563573"
101,"2.2387167e-06,-7.9060555e-06,-2.1185501e-06,1.8973997e-06,-7.201891e-06,-9.4652694e-07,3.2588935e-06,-1.2937807e-06,-1.6835925e-06,1.2920184e-06,3.3635629e-06,-1.4877102e-07,-1.0232808e-06,-1.0374131e-06,3.7038744e-06,2.728427e-06,6.8652785e-06,-3.1562226e-06,-1.6274449e-06,1.5180497e-06,2.5752993e-06,-7.157933e-06,7.165072e-05,3.981675e-06,-2.29569e-07,-8.0180814e-07,-5.220352e-06,2.6846894e-08,-3.1318265e-07,1.9509584e-06"
102,"-0.0782852,0.019100249,-0.11684749,-0.057221856,0.07097386,-0.065887295,0.0055874563,-0.014863358,0.10910794,0.030488854,-0.087287016,-0.06605171,0.12788977,0.12896967,0.026825642,-0.08050185,0.02345901,-0.019860463,0.056388956,-0.10854866,0.0017179446,0.028373385,-0.0050526755,-0.050725736,0.0038874268,0.0012904863,0.074795686,-0.10173392,-0.06273567,-0.05784721"
103,"9.223414e-16,-6.8719516e-15,1.7815283e-14,3.9263842e-17,-4.443131e-14,-1.0865584e-15,8.130448e-15,4.5726743e-15,1.0746468e-14,-8.683674e-15,-6.210597e-15,1.636246e-15,-1.1227565e-14,-6.8412293e-15,-3.7686736e-15,3.5858284e-15,-3.2134918e-15,-2.2594218e-15,-5.2710793e-15,1.0585277e-14,3.9927746e-16,-2.3194105e-16,-1.5809338e-14,-4.070345e-15,2.2864193e-15,-1.6719466e-14,1.7643965e-13,5.6265942e-15,-1.1494247e-14,-1.37711625e-14"
104,"0.00088574947,0.002120313,0.00047267316,-0.0013871173,0.0017114663,-0.000508382,-0.0017012705,-0.00035944168,-0.0011579552,-0.000173475,0.000376728,0.00043101216,0.0014087078,0.0011590245,-0.00039597417,0.00096869643,-0.00030206493,0.00088458764,0.0005080127,-0.0021139593,-0.012976295,-0.00047384287,-0.0010872006,-0.0011610828,0.0004407063,-0.0005413043,0.00018205843,-0.0005116161,-0.0005472395,0.0003976479"
105,"1.1695956e-15,3.1706633e-15,1.5581583e-15,-1.6870425e-15,2.4026966e-15,-1.4309473e-15,-3.6097385e-15,-2.8891042e-16,-1.9732679e-15,-7.689131e-17,6.242242e-16,8.084259e-16,2.4787487e-15,1.6598321e-15,2.9795662e-16,1.963191e-15,-2.906736e-16,1.090881e-15,1.0866998e-15,-3.3457202e-15,-3.1655654e-14,-6.555566e-16,-2.3982129e-16,-1.4501544e-15,1.5156052e-15,-6.025168e-16,5.58373e-16,-3.602009e-15,-6.0411004e-16,4.8652524e-16"
106,"0.16142677,0.15241617,0.21467955,0.03065605,-0.073810756,0.029190328,0.026584849,-0.21251176,0.25555316,0.006575131,-0.023449985,-0.19351928,-0.23060997,0.018813102,-0.040132497,-0.059375323,-0.056624256,-0.09518659,0.120393395,-0.044801492,-0.0015908456,-0.07879243,-0.013985824,0.046904765,0.04446482,-0.2228664,0.09542384,0.020638473,0.015218039,0.0017676799"
107,"-4.4007104e-17,3.400767e-17,2.582631e-17,-1.6611745e-17,-5.0159397e-18,3.8384667e-18,4.3552004e-16,-3.7648973e-17,4.049716e-17,-2.1097222e-17,6.366827e-17,-2.0898115e-16,8.186919e-17,-8.036551e-17,1.0511593e-17,-5.4526393e-17,1.011919e-17,2.5311917e-17,-3.3838897e-16,-8.867548e-18,5.3014747e-17,-5.7210764e-18,2.465916e-17,-1.6556025e-17,-1.1291135e-17,4.443934e-17,3.0716118e-17,1.19854095e-17,-3.925742e-18,1.5930557e-17"
108,"-2.286134e-05,-0.00011594354,-4.5642697e-05,4.554284e-05,-7.758225e-05,1.4840874e-05,9.0234025e-05,2.8529239e-05,7.939728e-05,6.7225615e-06,9.103546e-06,-3.126043e-05,-7.11331e-05,-8.707061e-05,3.02902e-05,-5.017833e-05,9.988652e-06,-9.022825e-06,-2.3399416e-05,0.00026530708,0.0005343919,3.0032408e-05,6.69794e-05,4.5852827e-05,-6.3570624e-06,4.0610088e-05,1.5558693e-05,-3.6372e-06,5.2829684e-05,-1.90899e-05"
109,"0.050875314,0.014077709,-0.116006,-0.09808724,0.080754355,0.049552113,0.044193327,0.022271354,-0.0025690799,-0.0166132,0.16264984,-0.07471235,0.100532696,-0.026538454,-0.21183774,-0.078029424,0.022528352,0.061886996,0.03163689,0.045402914,-0.12603222,-0.02139358,-0.046193693,-0.17309414,-0.016052112,0.0018945718,-0.06841175,-0.07810795,0.094219156,0.02290027"
110,"0.14701314,0.12631837,-0.34626967,-0.05165932,0.2845862,-0.2228819,0.028385293,-0.09806258,-0.33115852,-0.11208762,-0.23191644,0.28800246,0.31308472,-0.20042251,-0.07957398,-0.03409215,-0.029204078,0.06141737,0.15003209,0.1558297,-0.29167932,0.15844874,-0.1525877,0.13124576,0.18089598,0.2773768,-0.03682147,0.15884545,0.14150575,0.22322704"
111,"-2.0545015e-12,-4.814332e-13,-5.658725e-13,-1.7304523e-12,9.518584e-13,-1.8853876e-13,-9.365956e-14,6.090479e-13,-1.1791324e-11,-8.123167e-14,-1.1793113e-12,4.865385e-13,2.6666735e-12,-2.0186428e-13,6.4307625e-13,5.1740964e-12,9.15638e-13,2.266053e-13,5.4991943e-13,-9.0823833e-13,-7.2307763e-13,-3.8171338e-13,3.166629e-13,-1.109303e-12,-9.298753e-16,8.623673e-13,-2.4219892e-13,3.2078048e-13,-1.3473352e-12,3.9244907e-13"
112,"-0.5823134,0.66473985,0.61810964,0.41077578,-0.53475195,-0.7133251,-0.66305137,-0.36844742,-0.5279413,-0.15585934,0.5562638,-0.47690985,0.5362725,0.67798245,-0.68658924,0.6984076,0.4583962,-0.56291443,0.5586458,0.2177049,0.8698698,0.51116776,-0.63491195,0.1449751,-0.50475186,0.6673477,-0.14236443,0.60410833,0.6270872,-0.733569"
113,"-0.3978826,0.50838864,0.6689195,-0.9712673,0.055069912,-0.42933232,-0.5026432,-0.78820866,-0.58154535,0.62908745,0.7233214,-0.8511422,0.39443243,-0.31951782,-0.45353314,0.45232198,-0.6046892,-0.4098662,0.17586535,0.7836456,-0.5340829,0.38424218,0.45024723,0.41988984,-0.24214928,-0.22914442,0.7614367,-0.39344087,0.06659694,0.44483072"
114,"4.063093e-12,-6.5177757e-13,4.6202473e-12,-6.874949e-12,-2.8627053e-12,-4.091503e-12,-2.6555635e-12,-4.8178744e-12,7.748034e-12,1.1286743e-12,-1.312909e-12,-1.3410148e-12,-8.5127135e-11,-1.3060644e-12,3.4009746e-12,1.7764718e-12,8.16061e-13,-4.836121e-12,1.0779327e-11,2.4188006e-12,6.7855383e-12,7.2712613e-12,1.0209823e-12,4.4590607e-12,-1.2526718e-12,3.752206e-13,4.149091e-12,-1.9456403e-12,-2.272773e-12,-3.4006478e-12"
115,"2.9353314e-06,5.415678e-07,3.3360902e-06,3.809612e-05,-8.448195e-06,-7.4715276e-06,-4.1676485e-06,2.627655e-06,3.3061663e-06,3.3822032e-06,-1.0164456e-06,-1.7782654e-06,2.6780033e-06,1.4828606e-06,9.5128335e-06,-4.099336e-06,5.7005022e-06,-1.7552129e-06,-2.1077315e-06,-1.3165692e-06,5.7547113e-06,7.0383754e-07,8.586426e-06,4.2818715e-06,1.0465604e-06,-3.299891e-06,-1.9729132e-06,-2.2510787e-06,-3.826761e-08,2.3294526e-06"
116,"-0.028075758,-0.049884286,-0.1644358,0.018508293,0.021407574,-0.07687944,-0.015373442,0.11735374,0.005144344,0.0125099765,0.08028462,-0.013482294,0.037670087,-0.026782507,0.013532199,0.0062326645,0.038236503,0.017226506,-0.07014487,0.1036081,0.059222087,-0.008712401,0.058452256,0.030873213,-0.040109817,0.0717808,-0.06451079,-0.017262945,0.034596212,0.047748327"
117,"-0.1533274,-0.07855298,0.2890685,0.0119211245,-0.08363913,0.14327437,0.2531633,-0.12125723,0.20345552,-0.09376281,0.13367696,0.22749138,-0.109009854,-0.25886565,-0.11925756,-0.3076027,-0.02842768,-0.009801005,-0.2419632,0.009467005,0.22854495,0.31021076,-0.12881978,-0.107499346,-0.03298725,0.11791427,0.20619051,-0.013194809,-0.13343517,-0.3344915"
118,"-0.15260383,-0.07859311,0.28961998,0.010577716,-0.08309286,0.14340597,0.25299007,-0.12199516,0.20389135,-0.09533009,0.13331188,0.22464675,-0.10830868,-0.25882083,-0.12294995,-0.30642685,-0.028200556,-0.008025573,-0.24337295,0.008732102,0.22286925,0.31144872,-0.13020039,-0.11400635,-0.03266179,0.11801814,0.20996092,-0.012389547,-0.12777543,-0.33113214"
119,"-1.5832317e-08,-1.0980837e-10,-1.8144299e-08,2.065954e-08,-2.1286843e-08,-1.16940676e-07,-1.8929605e-07,-4.2698286e-08,4.6003525e-08,-7.346817e-08,-8.601121e-08,9.556365e-08,3.358323e-08,1.4375039e-06,1.8512387e-07,1.13119086e-07,1.4265443e-08,-6.340062e-08,1.2549842e-07,-2.4689264e-08,-1.5358916e-07,-2.6193374e-07,-1.22012125e-08,2.5251865e-07,1.07506736e-07,1.01434416e-07,-1.0024732e-07,1.5213628e-08,8.446896e-08,1.5492324e-07"
120,"0.4833548,-0.73626155,0.38363656,-0.43910694,-0.6809613,-0.28547183,-0.53498656,0.23571387,-0.31648973,0.28667817,0.3703585,0.6622364,-0.21991485,0.7146629,-0.6942677,-0.7267841,-0.33994928,-0.15751137,0.06463727,-0.39354455,-0.1707231,0.36921358,0.6243686,0.7432276,-0.6436164,0.668781,0.54139477,-0.47388238,-0.4378469,0.7828664"
121,"1.1498261e-05,2.0902369e-06,-1.0032759e-05,-5.3327985e-06,3.0792173e-05,1.5797946e-06,-1.4147635e-06,-7.844864e-06,9.238191e-06,-6.273538e-06,-2.2581636e-07,-6.4231895e-06,9.745327e-07,8.727857e-06,-1.0469395e-05,5.7387647e-06,-3.731479e-06,-4.0389223e-06,5.5293976e-06,1.8768767e-06,-5.1674224e-06,-5.036369e-05,3.3901188e-06,4.4107333e-06,-1.4655834e-05,-3.956251e-06,-2.5658116e-07,7.4518343e-06,4.69644e-06,-4.9229043e-06"
122,"-6.527859e-09,9.641171e-09,2.8958162e-08,4.257101e-09,-6.2573284e-09,3.3746874e-09,1.9593676e-09,-9.726422e-09,-2.1117794e-08,3.7043653e-09,-7.668486e-09,1.1508628e-10,4.352032e-09,-5.5162264e-11,-7.487599e-09,8.440389e-10,2.8132008e-09,-9.240455e-09,-4.1675396e-09,-1.7162897e-07,-1.9727867e-08,-2.5359376e-10,-7.58289e-09,9.154481e-09,-8.060151e-09,-5.943816e-09,-7.457741e-09,2.928953e-08,-1.6313942e-08,-1.8331031e-09"
123,"-0.0626921,0.0049060807,-0.09437911,-0.047601636,0.00954787,0.033126414,0.08333642,0.2129602,-0.18671817,-0.17160967,0.13226026,0.121924214,0.10241029,-0.09145057,-0.26348352,-0.06806113,0.22723313,0.079904184,0.08374206,0.070373945,-0.13576126,0.08708452,0.070591256,-0.27017644,-0.08373863,0.0035724095,-0.048046686,-0.25435206,-0.015123248,-0.15170395"
124,"-0.00051396264,-9.94585e-05,0.00060716126,0.00018908629,-0.0001389924,6.6020235e-05,0.0002534808,-0.00037142364,-0.00030151499,-0.0003747634,-0.00035508614,0.00072590756,-0.00021194108,1.9050385e-05,0.0013005836,0.00016036884,-0.000101809455,-0.00017493343,-0.00034868263,-0.0001659765,0.00074498076,0.0001443409,0.00012403724,0.00059221906,-4.0937528e-05,0.00056812656,8.940156e-05,0.0005418475,-0.0004717446,-0.00060664787"
125,"-0.0020761439,0.022702117,-0.02294199,0.027656315,-0.033753138,-0.0028033338,-0.02284456,-0.061449658,0.0350897,-0.009471856,-0.030924182,-0.029374134,-0.04130235,0.01520242,0.057747606,-0.008137403,-0.10574063,0.014530583,0.033436548,0.0010376741,0.03619997,-0.004489967,0.0042456286,0.08231851,-0.031034509,-0.013461006,-0.03250584,0.059006732,-0.016583769,0.024502998"
