,words
57,"4392,4229,1365,79,1585,511,730,4242,1272,2454,1740,0,831,1827,4341,1295,1616,2825,1579,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"3839,4229,522,3195,432,3508,1616,523,3962,42,2556,4329,3962,1128,3385,3508,2399,772,3628,4229,3839,4229,522,3195,432,3508,1616,523,3962,42,2556,4329,3962,1128,3385,3508,2399,772,3628,4229,3839,4229,522,3195,432,3508,1616,523,3962,42,2556,4329,3962,1128,3385,3508,2399,772,3628,4229,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523,4229,3719,3291,1544,1484,3024,3721,4229,1129,4096,2523,3228,2194,540,3611,511,1616,523,3508"
59,"2556,4470,3962,124,2546,1651,0,3983,217,4369,0,1625,1222,3147,1186,3435,3271,4079,4533,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
60,"338,1585,3022,4109,3254,511,4030,3748,3858,1037,2691,4241,3924,3508,4076,1460,1046,2685,1475,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
61,"3142,3858,3299,4411,3508,2523,4505,528,3254,511,2754,4329,747,0,0,0,0,0,0,0,4392,4229,1365,2255,612,3020,4445,3508,1778,1866,1350,4082,2648,532,1087,3721,3832,1386,3508,2636,4392,4229,1365,2255,612,3020,4445,3508,1778,1866,1350,4082,2648,532,1087,3721,3832,1386,3508,2636,4392,4229,1365,2255,612,3020,4445,3508,1778,1866,1350,4082,2648,532,1087,3721,3832,1386,3508,2636,4392,4229,1365,2255,612,3020,4445,3508,1778,1866,1350,4082,2648,532,1087,3721,3832,1386,3508,2636"
62,"2556,586,3555,3962,193,3508,3326,1475,2556,2298,4229,522,2978,1616,4188,2523,4205,1544,1616,611,4263,3508,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
63,"1223,3962,540,3326,611,1544,540,3326,1740,0,4406,4166,2890,72,999,791,254,1441,612,35,2523,3644,511,1263,3024,2194,2176,3969,3508,3719,3425,1365,4213,4445,519,1223,3962,2399,382,2781,1223,3962,540,3326,611,1544,540,3326,1740,0,4406,4166,2890,72,999,791,254,1441,612,35,2523,3644,511,1263,3024,2194,2176,3969,3508,3719,3425,1365,4213,4445,519,1223,3962,2399,382,2781,1223,4229,896,767,611,1544,540,2616,1771,2556,2063,3065,3962,2399,2638,3508,2616,3508,1804,2399"
64,"2254,1585,511,3913,4229,2807,0,2319,3024,4229,200,3385,45,3508,2672,3697,508,532,2468,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
65,"4392,4229,1365,79,612,3254,1544,566,3508,1649,3721,4229,540,522,519,3212,1907,0,0,0,4252,4223,3701,4229,2817,3508,290,4005,289,1616,3525,314,1272,2255,1563,0,0,0,0,0,4252,4223,3701,4229,2817,3508,290,4005,289,1616,3525,314,1272,2255,1563,0,0,0,0,0,4252,4223,3701,4229,2817,3508,290,4005,289,1616,3525,314,1272,2255,1563,0,0,0,0,0,4252,4223,3701,4229,2817,3508,290,4005,289,1616,3525,314,1272,2255,1563,0,0,0,0,0"
66,"4252,3024,532,4223,3814,3956,3780,4229,2927,532,1129,940,4082,511,3508,65,4082,532,1365,3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
67,"2556,262,3962,4180,863,942,1616,4457,2085,919,1607,3508,2195,1616,790,3962,2937,1707,1544,540,4392,3024,3962,2475,3508,3719,4315,1840,2523,1738,72,2195,2214,3508,3685,3290,2211,3350,532,924,2844,2130,540,3326,3686,1272,2214,3098,1675,83,3466,2844,719,4185,1091,2263,3508,265,3508,1091,2556,262,3962,4180,863,942,1616,4457,2085,919,1607,3508,2195,1616,790,3962,2937,1707,1544,540,2556,262,3962,4180,863,942,1616,4457,2085,919,1607,3508,2195,1616,790,3962,2937,1707,1544,540"
68,"104,2334,540,522,1854,686,4229,2399,3394,66,3595,3385,3508,1891,0,0,0,0,0,0,2675,262,3725,3350,1046,3620,3508,3962,72,620,2937,1616,2002,1733,3508,511,1616,349,2556,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
69,"2556,195,3962,2399,2855,3508,2399,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,"3892,3962,540,3326,3660,0,4406,3290,2211,3350,532,924,1365,1585,884,3508,2162,0,2556,195,3892,3962,540,3326,3660,0,4406,3290,2211,3350,532,924,1365,1585,884,3508,2162,0,2556,195,3892,3962,540,3326,3660,0,4406,3290,2211,3350,532,924,1365,1585,884,3508,2162,0,2556,195,3892,3962,540,3326,3660,0,4406,1786,1072,4082,1544,540,228,3508,136,1579,1365,2476,3331,0,3892,3962,540,3326,3660,0,4406,1786,1072,4082,1544,540,228,3508,136,1579,1365,2476,3331,0"
71,"2556,2239,2211,1616,262,43,7,3721,2698,0,1438,4229,3220,2057,942,2250,2029,2994,3508,412,2556,2239,2211,1616,262,43,7,3721,2698,0,1438,4229,3220,2057,942,2250,2029,2994,3508,412,2556,2239,2211,1616,262,43,7,3721,2698,0,1438,4229,3220,2057,942,2250,2029,2994,3508,412,2254,1585,1272,1357,3508,3046,3024,4229,3350,3087,4229,631,3508,3350,2523,3605,0,2556,3024,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
72,"87,2298,511,1830,540,4525,4329,1544,896,3299,4482,0,0,0,0,0,0,0,0,0,4392,3962,540,3573,733,2529,532,1616,440,2523,634,1616,2444,1913,691,4243,3962,331,2932,532,2556,4284,3962,540,2945,3024,511,540,522,2491,1544,1355,2211,723,3508,3382,2825,889,2720,2940,3174,262,3962,4330,3508,1616,195,3962,1651,0,2556,2298,3962,2399,45,532,73,3508,2858,0,87,2298,511,1830,540,4525,4329,1544,896,3299,4482,0,0,0,0,0,0,0,0,0"
73,"2948,1506,2085,685,3508,3378,3038,1957,1249,1585,171,72,1441,72,2560,3725,3131,2890,2276,0,2948,1506,2085,685,3508,3378,3038,1957,1249,1585,171,72,1441,72,2560,3725,3131,2890,2276,0,350,884,586,3962,1129,540,1202,2304,3611,3271,1616,3457,2553,697,3087,4197,937,942,32,2304,2948,1506,2085,685,3508,3378,3038,1957,1249,1585,171,72,1441,72,2560,3725,3131,2890,2276,0,2085,1930,3508,522,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74,"2445,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,532,688,3082,0,2591,3962,540,2155,2704,2211,1616,2822,1544,1616,3553,2878,4309,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,"2184,4229,3745,2556,195,4229,4046,3508,555,4132,4234,3614,4229,4441,1798,3078,511,2608,2552,3191,2184,4229,3745,2556,195,4229,4046,3508,555,4132,4234,3614,4229,4441,1798,3078,511,2608,2552,3191,2184,4229,3745,2556,195,4229,4046,3508,555,4132,4234,3614,4229,4441,1798,3078,511,2608,2552,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,"2844,4205,540,522,519,2556,586,3508,195,719,4241,1385,3508,1483,4229,3088,532,3733,1091,4270,1483,4229,2399,1564,1405,2523,3644,999,139,1272,555,1854,4406,1869,540,2855,883,2937,555,4056,1483,4229,2399,1564,1405,2523,3644,999,139,1272,555,1854,4406,1869,540,2855,883,2937,555,4056,2523,4229,1350,532,1738,1272,4329,3508,1616,1546,719,2757,1438,4229,3382,532,1529,532,3271,1616,789,471,3508,3382,532,1529,532,3098,173,0,1362,3832,0,0,0,0,0,0,0,0"
77,"2445,3024,331,3241,4371,3820,1027,719,4241,3988,3508,4180,1869,4082,540,3966,1500,532,540,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
78,"2844,719,595,1544,3243,794,3962,1616,79,612,2250,3131,1893,999,2211,2170,1306,0,2844,719,2844,719,595,1544,3243,794,3962,1616,79,612,2250,3131,1893,999,2211,2170,1306,0,2844,719,2844,719,595,1544,3243,794,3962,1616,79,612,2250,3131,1893,999,2211,2170,1306,0,2844,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
79,"4436,2078,1616,4213,1546,2523,3131,2856,2937,2204,3355,4315,3353,3721,3504,1446,0,1416,2334,540,2227,532,1616,3066,3508,511,540,919,3448,3325,2996,4229,1786,540,3024,532,3458,3638,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80,"3085,4329,3962,877,3385,522,2491,3508,4441,72,2560,3561,3508,4173,511,555,720,1438,3735,3962,3085,4329,3962,877,3385,522,2491,3508,4441,72,2560,3561,3508,4173,511,555,720,1438,3735,3962,3085,4329,3962,877,3385,522,2491,3508,4441,72,2560,3561,3508,4173,511,555,720,1438,3735,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
81,"2461,4229,2807,46,586,3962,1385,3508,3941,1544,540,932,2211,3015,3508,247,3155,4429,3962,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
82,"4246,3962,540,3326,4482,0,2093,4229,1689,4517,1544,1067,3508,392,2590,0,2556,210,3962,4096,2556,2298,4229,1514,532,3611,532,2978,253,2211,3913,1429,3412,65,1616,523,3540,532,1616,1313,800,1707,3508,210,511,1059,4246,3962,2846,3089,1044,3508,2142,540,2855,421,101,3937,1854,0,1160,1272,2082,3024,3962,1523,3254,1272,4109,3876,4329,1540,3271,2049,2652,3587,3721,2607,4064,2149,1160,1272,2082,3024,3962,1523,3254,1272,4109,3876,4329,1540,3271,2049,2652,3587,3721,2607,4064,2149"
83,"3888,1616,846,532,1616,597,532,1616,3293,2691,3721,3962,4228,532,556,540,2456,962,0,0,2569,4229,540,522,3038,0,2093,4205,540,790,1457,2654,2194,4082,3508,4234,4082,1544,896,767,2569,443,540,2399,3988,563,2211,1525,1046,1738,1272,1740,0,2093,2168,4001,523,3508,3280,2423,2569,443,540,2399,3988,563,2211,1525,1046,1738,1272,1740,0,2093,2168,4001,523,3508,3280,2423,3888,1616,846,532,1616,597,532,1616,3293,2691,3721,3962,4228,532,556,540,2456,962,0,0"
84,"2523,4205,540,522,612,1272,4412,3358,2093,4229,1334,4228,3901,3508,690,2523,4205,540,1739,532,2523,4205,540,522,612,1272,4412,3358,2093,4229,1334,4228,3901,3508,690,2523,4205,540,1739,532,2523,4205,540,522,612,1272,4412,3358,2093,4229,1334,4228,3901,3508,690,2523,4205,540,1739,532,2523,4205,540,522,612,1272,4412,3358,2093,4229,1334,4228,3901,3508,690,2523,4205,540,1739,532,1232,1355,2211,513,1544,522,846,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,"2678,1350,2890,1738,3261,3271,1616,3447,3508,345,1091,4223,0,4406,4229,2269,3508,2781,3508,1616,2678,1350,2890,1738,3261,3271,1616,3447,3508,345,1091,4223,0,4406,4229,2269,3508,2781,3508,1616,2678,3610,3962,540,522,611,3087,4229,1786,181,532,2857,2504,4511,2250,4205,2409,3508,2334,540,4392,4229,1365,33,1585,1272,2759,4153,4271,2852,3721,4229,540,672,2678,3610,2914,1616,262,1385,2678,1350,2890,1738,3261,3271,1616,3447,3508,345,1091,4223,0,4406,4229,2269,3508,2781,3508,1616"
86,"4412,262,4045,1130,507,3936,540,1469,2198,2523,3702,540,2855,4530,1499,3508,1616,4396,3906,719,4412,262,4045,1130,507,3936,540,1469,2198,2523,3702,540,2855,4530,1499,3508,1616,4396,3906,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"292,4175,2978,1616,2492,534,3448,3425,3271,1616,3907,4509,604,3508,790,3962,2587,2085,3382,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"243,3024,3962,3719,1225,3738,2491,3416,1690,2281,2769,1544,3350,1046,3574,2472,2465,2560,4180,3702,1205,896,767,2230,2194,3254,511,3799,0,3550,4229,1966,367,3508,4507,0,2556,210,4229,1129,4392,3962,540,1049,25,1388,3728,3466,800,3598,632,4022,0,0,0,0,0,0,0,0,2556,3906,719,4441,72,620,511,1616,2002,2937,3923,0,1027,719,4435,4241,3385,4536,3047,3508,1205,540,522,3024,3508,522,1779,1232,3350,2523,2879,2194,1365,1585,3508,758,4489,532,1365,2932"
89,"3721,4229,1830,540,685,3133,2523,3463,3131,1739,532,2011,1483,848,1365,3317,1153,1616,586,3962,1625,553,3122,540,379,1585,1272,1370,0,0,231,3988,532,106,532,540,71,4329,4155,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
90,"632,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
91,"396,4229,540,3326,611,3508,2523,528,555,2049,523,2259,1209,3508,555,2949,4406,4229,2399,4517,396,4229,540,3326,611,3508,2523,528,555,2049,523,2259,1209,3508,555,2949,4406,4229,2399,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
92,"1215,4470,3962,2087,1438,3962,540,522,1391,2211,692,232,3508,4330,4106,4308,2492,1438,3962,4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,"2523,3131,3644,1272,4070,3024,540,1202,184,2142,3508,3721,2334,2481,522,1878,761,0,0,0,3001,3644,171,1013,298,72,1616,2298,3962,322,2194,4185,1365,1673,2691,1804,540,522,2298,3241,831,1778,3962,1616,33,612,2523,1585,171,3765,2194,979,2246,4257,1205,3159,7,1046,3790,532,884,3508,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,3024,3962,540,471,884,3663,532,2837,3508,423,3936,540,1469,2476,511,4255,2556,3295,4229"
94,"2675,1671,1544,540,522,3598,0,613,719,2399,2855,3508,4180,3702,4082,1855,2970,2194,1028,511,3522,3508,1841,3574,1526,3131,2481,971,2269,1779,1841,4166,2890,4511,2250,3615,3508,3487,2890,4162,2556,3024,3962,540,4037,767,1391,2211,4355,3299,2491,767,3391,3508,4217,3093,2523,4229,2159,3087,2556,3024,3962,540,4037,767,1391,2211,4355,3299,2491,767,3391,3508,4217,3093,2523,4229,2159,3087,2556,3024,3962,540,4037,767,1391,2211,4355,3299,2491,767,3391,3508,4217,3093,2523,4229,2159,3087"
95,"2523,3305,1585,1544,833,3508,1639,4511,4185,2017,2194,3281,231,4441,72,620,511,1616,2126,3508,800,3024,2481,2272,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523,4205,540,522,612,1272,1734,1854,2556,3024,4229,919,848,896,3299,2491,2588,532,1327,3508,4070,3024,3962,999,2211,1616,4213,3001,3644,918,3992,4086,3514,884,1690,919,1707,3508,522,3093,4070,3024,3962,999,2211,1616,4213,3001,3644,918,3992,4086,3514,884,1690,919,1707,3508,522,3093"
96,"1385,919,3508,884,72,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,817,3024,3962,540,4329,1540,3271,1740,1438,3962,1672,886,1544,540,1603,3018,511,1446,0,800,2491,2049,3508,1779,0,494,540,1202,2304,3271,1765,3508,511,540,2399,919,3956,0,2556,1385,919,3508,884,72,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,2491,2049,3508,1779,0,494,540,1202,2304,3271,1765,3508,511,540,2399,919,3956,0,2556"
97,"2675,3937,2689,1788,3508,4295,2211,4194,4229,540,2281,1985,1548,4229,4517,3508,540,322,3038,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
98,"2556,586,3962,1654,412,3508,4060,0,2863,3962,3924,3508,443,3350,1828,553,532,924,1046,1738,2556,586,3962,1654,412,3508,4060,0,2863,3962,3924,3508,443,3350,1828,553,532,924,1046,1738,2556,586,3962,1654,412,3508,4060,0,2863,3962,3924,3508,443,3350,1828,553,532,924,1046,1738,2556,586,3962,1654,412,3508,4060,0,2863,3962,3924,3508,443,3350,1828,553,532,924,1046,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
99,"206,4229,3032,532,254,2890,595,2890,257,0,0,0,0,0,0,0,0,0,0,0,2523,4205,540,2399,884,1585,1544,3183,4406,3962,540,3593,3508,379,611,3508,555,586,3962,3849,206,4229,3032,532,254,2890,595,2890,257,0,0,0,0,0,0,0,0,0,0,0,2523,4205,540,2399,884,1585,1544,3183,4406,3962,540,3593,3508,379,611,3508,555,586,3962,3849,2085,3988,1385,919,3767,0,2869,2680,532,2825,889,3508,1327,1741,1691,3962,540,2399,1331,3038"
100,"2523,528,1861,1932,0,1438,4229,540,45,3368,50,3611,532,1616,3414,0,3870,0,2523,2051,800,3598,0,639,4229,331,181,4511,2250,3702,3373,0,2996,3962,540,790,1643,1129,540,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"348,1623,2250,4205,896,3299,1585,1272,3008,3508,1076,3945,0,2556,4470,2628,3962,1129,1214,0,348,1623,2250,4205,896,3299,1585,1272,3008,3508,1076,3945,0,2556,4470,2628,3962,1129,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"800,3311,522,2128,522,3038,226,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,4229,2807,0,534,3448,4228,532,3810,511,1616,1524,848,2652,2713,540,1202,3356,2304,532,2912,1544,820,3508,2270,3962,2155,3600,2556,586,3962,1786,1385,1544,4518,90,3508,2464,2556,2298,2912,1544,820,3508,2270,3962,2155,3600,2556,586,3962,1786,1385,1544,4518,90,3508,2464,2556,2298,2912,1544,820,3508,2270,3962,2155,3600,2556,586,3962,1786,1385,1544,4518,90,3508,2464,2556,2298"
103,"2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386"
104,"820,4229,2399,3334,0,2523,4229,3088,532,65,1365,4483,511,1616,4493,3240,430,511,3508,3936,231,79,612,3001,3644,1544,1778,3038,800,2298,3508,3356,522,4188,2691,1757,2730,2523,4205,540,231,79,612,3001,3644,1544,1778,3038,800,2298,3508,3356,522,4188,2691,1757,2730,2523,4205,540,800,3311,522,2491,522,3038,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,"3780,4229,2269,3508,3703,1544,555,939,0,2556,4329,3962,4002,1544,2929,0,2556,3301,1626,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,"2523,2315,1778,3024,2194,1365,1972,92,719,4185,4082,511,4255,231,540,1049,3416,3508,1385,262,2523,2315,1778,3024,2194,1365,1972,92,719,4185,4082,511,4255,231,540,1049,3416,3508,1385,262,2523,2315,1778,3024,2194,1365,1972,92,719,4185,4082,511,4255,231,540,1049,3416,3508,1385,262,800,3598,3401,532,1355,2211,522,723,511,718,3432,2556,262,4229,884,3508,1651,1105,1084,2602,4392,4229,1365,79,612,3254,171,4043,3087,1237,1567,331,3373,0,348,1046,1071,1616,4493,2306"
107,"3008,3508,243,3024,3962,4505,1225,4392,3962,1616,79,612,3001,3644,2798,2046,213,4235,532,3350,1438,3962,540,3326,3311,1544,522,1973,3508,540,322,3598,0,0,0,0,0,0,0,0,3008,3508,243,3024,3962,4505,1225,4392,3962,1616,79,612,3001,3644,2798,2046,213,4235,532,3350,2556,1546,719,4441,72,4459,0,1438,4229,1312,3385,884,3508,2690,3029,0,1438,3714,2978,1616,1438,3962,540,3326,3311,1544,522,1973,3508,540,322,3598,0,0,0,0,0,0,0,0"
108,"800,3024,532,4223,460,612,2523,2404,3508,109,1786,540,473,2556,195,3962,540,1366,195,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
109,"2270,4229,2807,3328,1355,2211,232,2937,1616,806,3508,3962,2399,4517,524,1046,3131,540,2567,3422,2270,4229,2807,3328,1355,2211,232,2937,1616,806,3508,3962,2399,4517,524,1046,3131,540,2567,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
110,"3388,4229,2269,570,2399,3378,532,1365,2685,3508,3530,1186,1509,4241,4474,3426,1671,4229,2692,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
111,"800,3093,2227,3598,4446,1585,181,5,0,0,0,0,0,0,0,0,0,0,0,0,2675,45,2298,4204,2211,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
112,"800,532,4272,3670,2523,553,1585,511,2017,4511,2523,2152,3725,1339,0,0,0,0,0,0,800,532,4272,3670,2523,553,1585,511,2017,4511,2523,2152,3725,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
113,"3759,3962,2399,377,3508,1616,195,3962,2399,2058,3508,2518,1366,2913,1544,540,730,4322,1310,0,3759,3962,2399,377,3508,1616,195,3962,2399,2058,3508,2518,1366,2913,1544,540,730,4322,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
